"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)_VALUE","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"ACPB2","510.00","0.00","0.00%","505.00","504.00","510.00","510.00","30,010.00","15,128,290.00","0.00","540.00","500.00","504.00","500.00","520.00","537.50","509.40","512.65","517.84","519.9975","509.863557097","512.7295104128","516.027667647","519.8980647684","SIDEWAYS","SIDEWAYS","SIDEWAYS","49.5286005234","NEUTRAL","-1.4209499717","1.44%","LOW","-21.2885154062","29.1666666666","-66.6666666667","6,669","6,019","5,160","3,364,537.00","3,046,273.00","2,611,664.75","White Long Day","None","None","-3.04%","0.79%","1.19%","0.00","0.00","82,400.00","371,535.00","-15,634,005.00","0.00","0.00%","0.00","0","0.00","0"
"ACR","1.28","0.02","1.59%","1.28","1.28","1.28","1.26","2,000.00","2,560.00","0.00","1.94","1.23","1.24","1.19","1.29","1.34","1.2660","1.2812","1.3049","1.3471","1.2701192459","1.281099304","1.3035763263","1.3462881773","SIDEWAYS","SIDEWAYS","SIDEWAYS","52.8268530516","NEUTRAL","-0.0047608494","1.68%","LOW","169.3461950697","80.00","0.00","177,500","205,667","328,400","223,440.00","259,242.6666666667","413,600.50","White Marubozu","None","None","-5.19%","0.79%","0.00%","0.00","-376,010.00","-367,210.00","-139,470.0001","-82,554,830.0001","245,777,710.00","614,444,274,900.00%","0.0000000052","0","0.7314285714","0"
"AEV","62.85","3.55","5.99%","60.50","59.35","62.85","59.30","703,190.00","43,612,732.00","7,698,519.00","79.00","59.30","59.30","59.30","63.32","69.92","66.1075","69.4080","71.9310","72.66825","65.1333006909","68.3128366167","70.4734488006","71.9483431153","DOWNTREND","DOWNTREND","SIDEWAYS","40.9219487055","NEUTRAL","-1.8296669919","4.12%","NEUTRAL","-105.3336988638","0.00","-66.3507109005","1,366,486","1,149,051","1,257,798","86,342,146.20","73,722,438.60","81,897,439.5250","White Long Day","None","None","-15.07%","-10.02%","1.05%","-284,523,939.50","-425,711,262.9997","-860,167,840.00","-1,790,409,607.00","-3,398,100,132.5031","3.84","-4.48%","16.3671875","0","2.2846237732","0"
"AGI","13.60","0.56","4.29%","13.24","13.20","13.62","13.04","2,333,600.00","31,490,878.00","5,538,156.00","17.30","12.56","13.04","12.65","13.61","14.35","13.3480","13.7748","14.7312","14.9238","13.3197929241","13.7789099378","14.3041231729","14.6062261099","DOWNTREND","DOWNTREND","DOWNTREND","54.3144700872","NEUTRAL","-0.2272335402","2.36%","LOW","21.8709795993","51.5274504669","-2.6315789474","6,263,700","8,813,313","8,905,880","82,212,711.40","115,571,280.6666666667","118,000,155.30","White Long Day","None","None","-15.00%","4.29%","3.03%","-46,327,528.00","-488,466,502.0002","-262,072,854.0002","-526,339,024.0002","-2,617,608,074.4792","1.48","1.37%","9.1891891892","0","0.5055762082","0"
"ALCO","0.85","0.02","2.41%","0.84","0.84","0.85","0.83","655,000.00","552,760.00","0.00","1.48","0.81","0.82","0.78","0.86","0.92","0.8395","0.8620","0.8803","0.94225","0.8428290521","0.8579237119","0.8855164717","0.9151160028","SIDEWAYS","SIDEWAYS","SIDEWAYS","51.275759108","NEUTRAL","-0.0079018704","3.33%","NEUTRAL","83.3333333333","42.8571428571","-42.8571428571","815,700","1,083,867","1,379,000","685,042.00","902,750.00","1,149,698.00","White Marubozu","Bullish Harami","None","-5.56%","2.41%","1.19%","8,300.00","208,740.00","1,502,699.9999","2,555,569.9999","-371,037,701.0002","0.01","-93.33%","85.00","0","1.4655172414","0"
"ALCPB","107.00","1.00","0.94%","106.20","106.20","107.00","106.00","1,360.00","144,720.00","144,720.00","109.00","100.00","104.00","100.75","108.00","109.00","106.57","107.3520","106.9120","106.2850","106.425737493","106.9234767275","106.8223808507","106.2772636816","DOWNTREND","SIDEWAYS","SIDEWAYS","51.8034519764","NEUTRAL","-0.494205624","0.95%","LOW","10.2632753235","0.00","-40.00","5,595","7,292","6,751","591,265.30","734,781.3333333333","687,967.65","White Marubozu","None","None","-0.93%","2.88%","0.94%","144,720.00","-3,382,357.00","-3,092,802.00","-5,578,921.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ALHI","14.96","0.06","0.40%","14.90","14.90","14.96","14.90","700.00","10,448.00","0.00","29.25","6.02","14.07","13.15","15.78","16.49","14.8430","15.7116","15.1366","11.45595","14.9110216356","15.2007716635","14.4070692927","12.6521451167","DOWNTREND","DOWNTREND","SIDEWAYS","49.0493869635","NEUTRAL","-0.3700589825","5.18%","HIGH","28.5775218597","63.745979121","-27.5590551181","5,790","23,153","20,445","80,313.00","344,534.9333333333","305,397.40","White Marubozu","None","Three White Soldiers","16.15%","1.36%","1.77%","0.00","248,408.00","610,724.00","-3,680,516.0001","-2,548,116.0006","0.56","9.80%","26.7142857143","0","2.3783783784","0"
"ALI","41.00","1.05","2.63%","40.20","40.05","41.00","39.95","10,095,800.00","411,090,885.00","42,441,780.00","47.50","37.30","39.90","38.72","41.02","42.38","40.4250","40.92","42.8130","42.9265","40.5307621277","41.217130664","41.9482276587","41.8102601402","SIDEWAYS","SIDEWAYS","DOWNTREND","52.8066514007","NEUTRAL","-0.269918904","2.21%","LOW","42.2222222222","37.2316030853","-28.2051282051","8,310,540","8,383,000","9,667,970","337,680,620.50","340,793,008.3333333333","391,022,889.00","White Long Day","None","None","-8.07%","0.49%","2.12%","-61,589,420.00","106,204,200.00","-774,793,750.00","-5,237,324,930.00","-8,617,827,322.8003","1.76","15.79%","23.2954545455","0","3.1345565749","0"
"ALLS","4,709.15","79.24","1.71%","4,655.23","4,655.23","4,711.90","4,629.91","0.00","0.00","0.00","5,287.61","4,577.58","4,597.58","4,396.64","4,710.52","4,872.95","4,666.8045","4,832.8642","4,951.3777","4,887.6248","4,684.5584028899","4,793.4637014492","4,861.9874430311","4,841.5442056026","SIDEWAYS","DOWNTREND","SIDEWAYS","49.4941459994","NEUTRAL","-65.5152883032","1.12%","LOW","31.0026183786","46.0294266869","-19.896499239","0","0","0","0.00","0.00","0.00","White Long Day","None","None","-5.63%","-0.30%","2.26%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ANI","14.68","0.18","1.24%","14.42","14.28","14.68","14.50","2,192,900.00","31,908,170.00","19,292,168.00","14.68","5.17","14.11","13.67","14.68","14.68","14.3140","13.9308","13.0530","11.7128","14.2968794158","13.8829776611","13.1525681174","11.697442264","SIDEWAYS","SIDEWAYS","UPTREND","63.0806077778","NEUTRAL","0.1658452805","2.00%","LOW","137.3124592303","95.2380952381","0.00","900,420","837,607","924,280","12,956,770.40","12,044,224.6666666667","13,212,256.70","None","None","None","20.33%","4.86%","1.66%","23,158,388.00","29,248,112.00","31,730,852.00","58,489,404.00","226,190,045.0019","-0.22","-29.41%","-66.7272727273","0","10.7941176471","0"
"ANS","6.54","-0.03","-0.46%","6.56","6.28","6.56","6.57","306,400.00","1,976,248.00","0.00","7.90","6.00","6.41","6.12","6.57","7.56","6.4870","6.8148","6.9207","6.9453","6.535256328","6.6870051567","6.809080798","6.7976181941","UPTREND","DOWNTREND","SIDEWAYS","48.2258499377","NEUTRAL","-0.0711103108","2.41%","LOW","4.1285756414","96.7741935484","-9.6774193548","60,900","45,020","39,035","394,100.00","290,744.1333333333","251,813.70","Hanging Man","None","None","-7.23%","-0.15%","1.40%","0.00","-18,270.00","-43,820.00","-1,253,765.00","-68,908,674.00","1.29","4.03%","5.0697674419","0","0.4299802761","0"
"AP","38.95","0.55","1.43%","38.80","38.75","39.00","38.40","933,000.00","36,328,700.00","17,589,260.00","43.10","37.00","37.72","37.20","38.98","41.08","38.2975","38.6270","39.5855","40.0810","38.3662525951","38.7106215068","39.2667019347","39.9748810627","SIDEWAYS","SIDEWAYS","SIDEWAYS","54.2512926797","NEUTRAL","-0.1322814721","2.21%","LOW","106.4587973274","48.3388887142","-34.0909090909","1,300,120","1,218,407","1,296,405","49,895,328.50","46,913,746.00","49,616,476.00","None","None","None","-6.26%","2.50%","3.87%","-145,009,715.00","-196,936,515.00","-418,164,654.9996","-1,064,647,149.9998","-3,207,462,700.0005","2.77","1.84%","14.0613718412","0","2.4840561224","0"
"APC","0.48","-0.0050","-1.03%","0.48","0.4750","0.48","0.4850","1,900,000.00","907,200.00","0.00","0.91","0.42","0.4775","0.4625","0.4875","0.54","0.48075","0.5285","0.4924","0.520225","0.4864226186","0.4982540431","0.5025929054","0.5107247805","SIDEWAYS","DOWNTREND","UPTREND","45.9944508952","NEUTRAL","-0.0105865338","4.76%","NEUTRAL","-23.8465526179","46.6666666667","-60.00","2,232,000","2,374,667","3,755,650","1,084,145.00","1,138,433.3333333333","1,839,356.25","Dragonfly Doji","None","None","0.00%","2.13%","-1.03%","4,850.00","300,250.00","193,970.00","-43,888,620.00","-61,521,259.9998","0.00","100.00%","0.00","0","16.00","0"
"APL","0.0470","0.00","0.00%","0.0470","0.0470","0.0480","0.0470","8,500,000.00","400,100.00","0.00","0.0720","0.0370","0.0465","0.0445","0.0485","0.05","0.0479","0.05168","0.04941","0.047005","0.0480885212","0.0495011143","0.0494178197","0.0486139926","DOWNTREND","DOWNTREND","UPTREND","41.2001167953","NEUTRAL","-0.000965967","3.83%","NEUTRAL","-65.8436213992","20.00","-80.00","11,960,000","11,800,000","13,181,000","575,220.00","564,093.3333333333","629,986.00","Gravestone Doji","None","None","11.90%","-2.08%","-2.08%","0.00","-24,600.00","6,300.00","-3,304,030.00","-6,761,929.9995","0.00","0.00%","0.00","0","0.00","0"
"APO","0.88","-0.02","-2.22%","0.88","0.88","0.88","0.90","69,000.00","60,720.00","0.00","1.36","0.88","0.85","0.85","0.90","0.93","0.9030","0.9222","0.9536","1.0410","0.903681246","0.924699315","0.9586390114","1.0160803229","DOWNTREND","SIDEWAYS","SIDEWAYS","40.1291224491","NEUTRAL","-0.010147902","2.25%","LOW","-166.6666666667","26.6666666667","-100.00","37,000","36,800","67,150","32,809.00","32,804.6666666667","60,424.00","White Marubozu","None","None","-12.00%","-2.22%","-2.22%","0.00","0.00","-133,210.00","-132,730.00","81,565,000.00","-0.08","-100.00%","-11.00","0","0.4131455399","0"
"APX","1.69","0.00","0.00%","1.71","1.69","1.72","1.69","1,899,000.00","3,227,540.00","0.00","2.42","1.48","1.68","1.62","1.76","1.98","1.7310","1.7110","1.6395","1.67155","1.7169973483","1.7029453344","1.6857202204","1.7327893362","DOWNTREND","SIDEWAYS","UPTREND","47.3266872082","NEUTRAL","0.0003224959","4.06%","NEUTRAL","-46.0871549167","53.5650623886","-50.00","2,256,900","3,528,533","9,357,100","3,865,214.00","5,972,621.3333333333","16,978,691.50","Black Long Day","Bearish Harami","None","9.03%","-0.59%","-0.59%","2,675,110.00","5,389,980.00","40,745,170.00","50,416,789.00","-35,852,470.9993","0.08","33.33%","21.1250","0","1.9882352941","0"
"AR","0.0028","0.00","0.00%","0.0029","0.0028","0.0029","0.0028","22,000,000.00","62,100.00","0.00","0.0038","0.0021","0.0027","0.0025","0.0029","0.0030","0.002865","0.003004","0.002648","0.0026515","0.0028617552","0.0028536886","0.0027687075","0.0027865446","SIDEWAYS","DOWNTREND","UPTREND","44.8752205021","NEUTRAL","-0.0000290775","5.32%","HIGH","-69.0690690691","0.00","-100.00","174,400,000","281,466,667","376,500,000","501,720.00","817,626.6666666667","1,094,970.00","Black Marubozu","Bearish Engulfing","None","27.27%","-3.45%","-3.45%","140,000.00","43,500.00","9,700.00","-1,614,399.9999","489,700.00","0.00","0.00%","0.00","0","0.00","0"
"ARA","2.01","0.00","0.00%","2.01","2.01","2.01","2.01","7,000.00","14,070.00","0.00","2.65","2.01","2.00","1.92","2.08","2.18","2.0645","2.0868","2.1645","2.27525","2.0585950992","2.097125694","2.158381444","2.2301214672","DOWNTREND","SIDEWAYS","SIDEWAYS","43.0685483443","NEUTRAL","-0.0178831166","2.47%","LOW","-104.514533086","0.00","-100.00","90,500","102,600","88,750","184,459.00","209,738.6666666667","182,326.50","White Marubozu","Tweezer Bottoms","None","-11.84%","-4.29%","-3.83%","112,629.9999","-29,469.9998","36,050.0002","-752,219.9999","-6,853,118.9995","0.00","0.00%","0.00","0","2.2584269663","0"
"AT","4.20","0.00","0.00%","4.20","4.20","4.20","4.20","11,000.00","46,200.00","-4,200.00","5.80","4.20","3.92","3.84","4.40","4.62","4.3890","4.6678","4.7450","4.8780","4.3883783614","4.5741026752","4.707706158","4.8237216586","DOWNTREND","DOWNTREND","SIDEWAYS","16.1225799913","OVERSOLD","-0.1165512157","1.50%","LOW","-150.7352941176","0.00","-100.00","232,300","194,733","176,200","1,005,879.00","847,730.6666666667","772,505.50","White Marubozu","Tweezer Bottoms","None","-16.00%","-2.55%","-2.33%","-502,960.00","-4,888,499.9998","-6,158,119.9997","-6,713,853.9997","-66,440,874.9987","-0.55","-30.95%","-7.6363636364","0","0.41015625","0"
"ATI","12.60","-0.40","-3.08%","12.66","12.60","12.80","13.00","996,500.00","12,567,568.00","11,264,400.00","14.50","10.30","12.43","12.00","13.00","13.48","12.6190","12.34","12.0112","11.6726","12.6497781765","12.4031162341","12.0962370188","11.7989322033","UPTREND","SIDEWAYS","SIDEWAYS","50.1221368337","NEUTRAL","0.1065332033","2.00%","LOW","28.7185044703","73.6486486486","-54.0540540541","172,270","161,173","125,390","2,178,534.60","2,032,713.20","1,580,853.20","Shooting Star","None","None","6.60%","0.00%","-1.56%","12,303,730.00","10,790,406.0002","10,672,108.0004","11,998,936.0003","53,975,738.0001","1.34","7.20%","9.4029850746","0","1.7923186344","0"
"ATN","0.65","0.01","1.56%","0.64","0.64","0.66","0.64","7,977,000.00","5,171,640.00","0.00","0.76","0.30","0.63","0.58","0.66","0.73","0.6370","0.63","0.5562","0.45865","0.6393387909","0.6160741103","0.5670964714","0.4991919878","UPTREND","SIDEWAYS","UPTREND","53.7702538684","NEUTRAL","0.0094224435","5.15%","HIGH","36.9290573372","35.1851851852","-61.1111111111","43,755,200","30,136,267","24,066,300","30,659,582.00","21,023,977.3333333333","16,682,846.00","None","None","None","58.54%","-2.99%","-1.52%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","1.5853658537","0"
"ATNB","0.65","0.00","0.00%","0.65","0.64","0.66","0.65","1,228,000.00","792,960.00","-3,200.00","0.76","0.30","0.64","0.61","0.68","0.73","0.6535","0.6452","0.5806","0.4735","0.652618442","0.632501092","0.5848244809","0.5150572783","UPTREND","SIDEWAYS","UPTREND","50.2110900123","NEUTRAL","0.0078799311","4.82%","NEUTRAL","-8.4848484848","30.2777777778","-73.3333333333","7,717,400","5,374,467","4,996,450","5,432,911.00","3,764,988.00","3,439,498.50","Doji","None","None","41.30%","-4.41%","-1.52%","2,507,760.00","9,161,950.00","21,175,880.00","36,507,089.0001","50,842,838.9996","0.00","0.00%","0.00","0","0.00","0"
"AUB","58.95","0.35","0.60%","59.00","58.00","59.00","58.60","34,380.00","2,023,360.50","1,793,575.50","60.00","48.35","57.98","54.20","59.00","60.00","58.83","59.1750","59.3945","59.46925","58.9121956749","59.103718412","59.1116182222","58.0134955098","SIDEWAYS","SIDEWAYS","SIDEWAYS","49.7986263264","NEUTRAL","-0.1155886951","1.82%","LOW","51.9877675841","88.5714285715","-2.8571428571","24,964","30,520","27,754","1,469,011.30","1,789,236.8666666667","1,627,860.5250","Hanging Man","None","None","-1.42%","-0.08%","-0.08%","5,456,665.50","15,905,340.50","20,725,752.50","30,589,248.00","323,922,356.9998","5.77","22.77%","10.2166377816","0","1.073379461","0"
"BC","1.55","-0.07","-4.32%","1.53","1.53","1.55","1.62","17,000.00","26,210.00","0.00","2.30","1.41","1.43","1.3333","1.73","1.80","1.6155","1.6830","1.7574","1.85475","1.5959435213","1.6658546384","1.7397493659","1.8484728782","DOWNTREND","DOWNTREND","DOWNTREND","44.5347240586","NEUTRAL","-0.0459251372","4.91%","NEUTRAL","-69.9343411208","40.4651162791","-67.4418604651","71,900","61,867","47,750","113,286.00","98,250.00","76,002.50","White Marubozu","Bullish Harami","None","-10.40%","-4.32%","-4.32%","0.00","0.00","0.00","0.00","0.00","0.03","111.11%","51.6666666667","0","0.2574750831","0"
"BCB","1.60","0.00","0.00%","1.60","1.60","1.61","1.60","48,000.00","76,900.00","-76,900.00","2.61","1.60","1.0667","1.0667","1.66","1.96","1.6805","1.7104","1.7753","1.8842","1.6722284542","1.7104960219","1.7722290693","1.8915907476","DOWNTREND","SIDEWAYS","SIDEWAYS","43.0656432876","NEUTRAL","-0.0158657753","3.56%","NEUTRAL","-109.3189964158","0.00","-100.00","32,000","49,600","53,250","52,195.00","88,514.00","92,399.50","Gravestone Doji","None","None","-8.57%","-4.19%","-2.44%","-126,700.00","411,730.00","-18,060.00","-1,199,710.00","-18,358,055.9998","0.00","0.00%","0.00","0","0.00","0"
"BCOR","5.00","-0.39","-7.24%","4.85","4.85","5.00","5.39","6,000.00","29,850.00","0.00","7.50","4.51","4.90","4.66","5.40","6.30","5.1870","5.1528","5.1068","5.2742","5.2120855362","5.1563325537","5.1650097245","5.2295050828","UPTREND","SIDEWAYS","SIDEWAYS","46.0239226843","NEUTRAL","0.0533064117","5.37%","HIGH","-73.4908136483","75.956284153","-67.2131147541","6,190","6,707","5,540","31,874.80","34,550.00","28,456.70","White Marubozu","None","Three White Soldiers","2.67%","-7.41%","-7.24%","0.00","0.00","-614.00","36,670.00","-349,827.9998","0.22","83.33%","22.7272727273","0","2.7027027027","0"
"BDO","133.00","4.30","3.34%","129.90","129.90","135.00","128.70","2,092,790.00","278,315,377.00","84,468,006.00","167.70","118.80","125.40","120.75","134.00","139.10","131.3550","139.8040","147.7210","141.0995","131.6545820443","137.6727807832","141.3697169671","139.286306543","DOWNTREND","DOWNTREND","DOWNTREND","49.5211496194","NEUTRAL","-3.5269234172","2.71%","LOW","26.0779137669","41.2608414239","-19.4174757282","2,413,086","2,834,356","2,647,809","312,682,328.50","369,641,433.40","347,623,281.05","None","None","None","-18.90%","0.99%","3.91%","-142,310,599.00","-437,637,450.0001","-1,124,482,350.0001","-3,471,314,352.0001","-5,238,899,859.20","6.36","2.58%","20.9119496855","0","1.9788721916","0"
"BEL","3.46","0.02","0.58%","3.44","3.43","3.47","3.44","336,000.00","1,157,950.00","124,230.00","4.35","3.20","3.33","3.22","3.47","3.66","3.3960","3.5922","3.6963","3.71635","3.4297120286","3.5386952721","3.6291261574","3.671250362","SIDEWAYS","DOWNTREND","SIDEWAYS","50.2158833315","NEUTRAL","-0.0707366525","2.13%","LOW","63.8322387372","85.6701940035","-3.7037037037","357,500","448,133","516,550","1,201,623.00","1,508,380.00","1,758,331.25","Spinning Top","Bullish Engulfing","None","-10.82%","2.98%","2.98%","61,000.00","443,110.00","-9,064,949.9997","-1,074,999.9997","-138,309,249.9993","0.29","0.00%","11.9310344828","0","1.3307692308","0"
"BH","1,703.00","0.00","0.00%","1,703.00","1,703.00","1,703.00","1,703.00","5.00","8,515.00","0.00","2,990.00","1,001.00","1,650.00","1,400.00","1,751.50","2,945.00","1,876.25","1,456.48","1,156.9650","0.00","1,737.0987226422","1,513.1839323729","1,184.5197995959","0.00","DOWNTREND","UPTREND","UPTREND","50.3369913761","NEUTRAL","120.6814804082","12.68%","HIGH","-47.4818852772","36.2851851852","-59.60","17","146","133","31,269.00","210,302.6666666667","215,192.1250","White Marubozu","Bullish Harami","Three White Soldiers","14.60%","-10.37%","0.00%","0.00","0.00","12,795.00","49,100.00","0.00","-0.36","-2.86%","-4,730.5555555556","0","8.6446700508","0"
