"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)_VALUE","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"ACPB2","503.00","-17.00","-3.27%","503.50","503.00","503.50","520.00","4,000.00","2,012,010.00","0.00","540.00","500.00","500.00","500.00","520.00","537.50","511.45","515.46","519.7550","521.6275","510.6159026594","514.2852144377","517.5358703391","521.0827238872","DOWNTREND","SIDEWAYS","SIDEWAYS","43.6031804411","NEUTRAL","-2.1150058733","1.24%","LOW","-155.6668183887","39.393939394","-86.3636363636","3,710","4,121","5,469","1,889,284.00","2,103,884.00","2,804,141.75","Black Marubozu","None","None","-4.37%","-2.33%","0.00%","0.00","82,400.00","77,260.00","546,895.00","10,615,995.00","0.00","0.00%","0.00","0","0.00","0"
"ACR","1.26","0.00","0.00%","1.28","1.26","1.28","1.26","322,000.00","405,770.00","-2,520.00","1.94","1.23","1.24","1.19","1.28","1.34","1.2750","1.2886","1.3160","1.3626","1.2748221565","1.2908191153","1.315070519","1.3580631744","DOWNTREND","SIDEWAYS","SIDEWAYS","44.2421704454","NEUTRAL","-0.0080970248","2.20%","LOW","-56.0109289617","0.00","-66.6666666667","446,500","348,067","362,350","563,181.00","439,562.00","458,660.00","Black Marubozu","None","None","-6.67%","-2.33%","-0.79%","-20.00","6,280.00","-84,120.0001","631,949.9999","-89,939,490.0001","0.00","-100.00%","0.00","0","0.5753424658","0"
"AEV","68.65","0.65","0.96%","68.00","65.50","69.10","68.00","781,440.00","53,587,972.50","-9,994,339.00","79.00","63.40","65.70","63.70","69.50","76.12","68.4925","72.1130","72.6295","73.40525","69.2692262381","71.1694928556","72.3195531702","73.0094343241","SIDEWAYS","DOWNTREND","SIDEWAYS","45.4566390428","NEUTRAL","-1.3105103749","3.42%","NEUTRAL","-89.2616155774","61.86053802","-33.9622641509","1,219,553","1,280,942","1,261,061","82,179,198.25","87,067,386.90","85,946,510.45","None","None","None","-7.23%","1.70%","0.51%","-178,010,804.50","-390,921,055.00","-1,102,922,976.5003","-1,645,615,327.0003","-3,982,533,342.5028","3.84","-4.48%","17.8776041667","0","2.4954561977","0"
"AGI","13.14","-0.36","-2.67%","13.40","12.96","13.40","13.50","32,376,800.00","425,959,434.00","-253,223,472.00","17.30","12.56","12.95","12.46","14.35","15.13","13.6140","14.3028","15.0942","15.0034","13.8504137196","14.2694005999","14.6870525849","14.8301783407","UPTREND","DOWNTREND","DOWNTREND","34.598234611","NEUTRAL","-0.1524989276","3.41%","NEUTRAL","-82.7544180378","48.2103246622","-78.1609195402","11,596,400","9,594,473","9,902,480","157,613,141.00","130,108,583.3333333333","132,799,653.80","None","None","None","-17.88%","-0.45%","-7.33%","-440,652,652.00","-123,247,100.00","-226,975,622.00","-425,517,514.00","-3,001,013,522.4790","2.04","-8.93%","6.4411764706","0","0.5104895105","0"
"ALCO","0.83","-0.01","-1.19%","0.83","0.82","0.85","0.84","3,309,000.00","2,746,690.00","116,440.00","1.62","0.81","0.82","0.79","0.86","0.92","0.8570","0.8728","0.8895","0.96375","0.858193824","0.8736657628","0.9012955765","0.9269216833","SIDEWAYS","SIDEWAYS","SIDEWAYS","41.2645097864","NEUTRAL","-0.0068693229","3.96%","NEUTRAL","-134.9693251534","16.6666666667","-91.6666666667","2,764,500","2,051,467","1,916,950","2,375,844.00","1,763,998.6666666667","1,644,212.00","Doji","None","None","-7.78%","-3.49%","-3.49%","1,410,399.9999","1,410,399.9999","2,442,519.9999","2,109,569.9999","-369,027,351.0003","0.01","-93.33%","83.00","0","1.4310344828","0"
"ALCPB","106.00","1.00","0.95%","106.00","106.00","106.00","105.00","2,000.00","212,000.00","0.00","109.00","100.00","105.00","101.45","108.00","109.00","107.28","107.5440","106.9270","0.00","106.9364250841","107.2043093388","106.9510499539","0.00","DOWNTREND","SIDEWAYS","SIDEWAYS","42.9311127194","NEUTRAL","-0.2435754089","0.87%","LOW","-91.7693269059","0.00","-75.00","7,568","6,863","5,625","813,062.00","693,957.1333333333","571,505.25","White Marubozu","None","None","-1.85%","-0.93%","0.95%","144,923.00","-3,527,077.00","-3,237,522.00","-5,723,641.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ALHI","14.68","-0.52","-3.42%","14.40","14.00","15.00","15.20","25,500.00","371,418.00","0.00","29.25","6.00","14.34","12.55","15.78","18.31","15.5920","16.3252","14.6666","11.0027","15.5915478909","15.5823302579","14.3868894966","12.4398123085","DOWNTREND","DOWNTREND","UPTREND","41.7583051144","NEUTRAL","-0.2291669489","6.32%","HIGH","-173.6147450433","28.6059351277","-71.4285714286","35,110","28,180","57,820","531,665.00","428,316.1333333333","931,817.20","None","None","None","13.98%","-8.25%","-2.78%","216,854.00","463,460.00","-2,717,894.0001","-3,475,956.0001","-2,786,833.0006","0.56","9.80%","26.2142857143","0","2.333863275","0"
"ALI","41.10","1.00","2.49%","40.40","40.20","41.40","40.10","12,296,700.00","504,933,965.00","85,441,040.00","47.50","34.80","39.38","37.35","41.25","42.52","40.7850","42.0380","43.1525","42.89425","40.865743559","41.7915267409","42.428035809","42.0117913124","DOWNTREND","DOWNTREND","SIDEWAYS","50.0367019971","NEUTRAL","-0.4713690874","2.66%","LOW","33.024567056","60.8187134503","-26.3157894737","11,625,720","10,857,120","12,357,440","469,552,869.50","441,098,949.3333333333","501,254,559.25","None","None","None","-7.85%","0.00%","3.01%","-87,360,250.00","-633,351,475.00","-2,639,299,365.00","-5,479,731,570.00","-10,725,066,497.8006","1.71","19.58%","24.0350877193","0","3.1688511951","0"
"ALLS","4,687.29","21.64","0.46%","4,674.99","4,673.77","4,708.75","4,665.65","0.00","0.00","0.00","5,287.61","4,491.62","4,632.06","4,496.84","4,790.60","5,052.78","4,805.6460","4,953.9874","4,978.5413","4,892.1391","4,809.7241003231","4,906.3870249187","4,932.7636383273","4,871.3910820726","DOWNTREND","DOWNTREND","SIDEWAYS","32.917370257","NEUTRAL","-62.9802129343","1.25%","LOW","-160.16923834","23.7298029724","-69.5213587236","0","0","0","0.00","0.00","0.00","Inverted Hammer","None","None","-6.07%","-3.17%","-2.24%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ANI","14.38","-0.04","-0.28%","14.42","14.20","14.42","14.42","500,300.00","7,170,178.00","20,190.00","14.42","5.17","13.77","13.35","14.42","14.42","13.9980","13.5236","12.7756","11.29445","13.9961197479","13.5119792546","12.7585534452","11.2959050892","UPTREND","UPTREND","UPTREND","67.6024233654","NEUTRAL","0.2078196334","1.86%","LOW","215.270018622","97.8260869565","-4.347826087","940,810","828,387","892,535","13,234,061.80","11,611,677.20","12,468,570.10","Hanging Man","Tweezer Tops","None","17.87%","3.01%","3.01%","3,718,482.00","-2,346,284.00","20,340,362.00","48,837,646.00","198,766,723.0019","-0.22","-29.41%","-65.3636363636","0","10.5735294118","0"
"ANS","6.48","0.00","0.00%","6.48","6.30","6.48","6.48","2,500.00","15,888.00","0.00","7.90","6.00","6.36","6.12","6.60","6.82","6.4610","6.9758","6.9911","6.94125","6.5980653697","6.8268113613","6.9104013093","6.8434250535","UPTREND","DOWNTREND","SIDEWAYS","41.1528537895","NEUTRAL","-0.1862163267","3.18%","NEUTRAL","-11.8181818182","62.5188311235","-32.4324324324","20,310","21,333","37,410","129,731.60","135,974.8666666667","241,535.20","Dragonfly Doji","Bullish Harami","None","-8.09%","-2.41%","0.00%","0.00","-25,550.00","-494,724.00","-1,577,137.00","-69,034,104.00","1.29","4.03%","5.023255814","0","0.426035503","0"
"AP","39.70","1.85","4.89%","37.85","37.85","39.95","37.85","1,217,300.00","47,654,260.00","9,627,185.00","43.70","37.00","37.22","37.20","39.82","41.08","38.29","38.9710","39.7205","40.1645","38.3901696687","38.9641610496","39.5526203027","40.2134802495","DOWNTREND","SIDEWAYS","SIDEWAYS","59.562173702","NEUTRAL","-0.3639244613","2.30%","LOW","131.2335958005","58.2020772699","-8.4745762712","1,358,440","1,268,400","1,270,115","51,599,309.00","48,397,202.6666666667","48,631,853.75","White Long Day","None","None","-4.45%","2.58%","5.59%","-42,410,815.00","-193,755,244.9996","-519,501,910.0002","-996,656,735.0002","-3,462,882,820.0005","2.77","1.84%","14.3321299639","0","2.5318877551","0"
"APC","0.47","0.0050","1.08%","0.47","0.4650","0.4750","0.4650","1,900,000.00","893,850.00","0.00","0.91","0.42","0.4625","0.4325","0.52","0.58","0.5015","0.5227","0.4923","0.521575","0.5074420724","0.5131760617","0.5105569649","0.5156837855","SIDEWAYS","DOWNTREND","UPTREND","42.2173028548","NEUTRAL","-0.0091925899","8.28%","HIGH","-124.619134674","7.4175824176","-92.8571428571","11,529,200","13,057,400","11,006,600","5,984,385.00","6,853,505.00","5,743,478.50","Doji","Bullish Harami","None","-2.08%","-2.08%","-11.32%","2,500.00","-106,280.00","-3,110,820.00","-44,149,570.00","-21,255,279.9998","0.00","100.00%","0.00","0","15.6666666667","0"
"APL","0.0470","0.00","0.00%","0.0470","0.0470","0.0470","0.0470","2,900,000.00","136,300.00","0.00","0.0720","0.0370","0.0465","0.0445","0.0490","0.0535","0.04885","0.0533","0.04916","0.04672","0.0496030261","0.0508755298","0.0499750803","0.048750736","DOWNTREND","DOWNTREND","UPTREND","39.9343334709","NEUTRAL","-0.0015165154","5.99%","HIGH","-120.8053691275","18.5185185185","-88.8888888889","25,268,000","30,972,000","31,379,000","1,248,720.00","1,520,513.3333333333","1,540,741.50","White Marubozu","Bullish Harami","None","11.90%","-4.08%","-4.08%","14,100.00","30,900.00","-307,540.00","-2,831,610.0001","-5,861,309.9595","0.00","0.00%","0.00","0","0.00","0"
"APO","0.90","0.01","1.12%","0.90","0.90","0.90","0.89","10,000.00","9,000.00","0.00","1.36","0.88","0.89","0.86","0.93","0.96","0.9195","0.9454","0.9661","1.05645","0.9199541887","0.9405296914","0.9740005234","1.0300094015","DOWNTREND","SIDEWAYS","SIDEWAYS","44.5828723816","NEUTRAL","-0.0097032748","3.70%","NEUTRAL","-147.3829201102","0.00","-75.00","114,100","86,733","104,900","103,165.00","78,444.6666666667","95,365.50","White Marubozu","Bullish Harami","None","-10.00%","-3.23%","0.00%","0.00","-138,670.00","-134,370.00","-115,900.00","81,565,000.00","-0.07","-40.00%","-12.8571428571","0","0.4147465438","0"
"APX","1.73","-0.02","-1.14%","1.73","1.72","1.78","1.75","4,074,000.00","7,134,400.00","1,128,910.00","2.42","1.41","1.72","1.62","1.98","2.31","1.7490","1.6930","1.6339","1.6729","1.754658507","1.704197301","1.6811193662","1.7378261523","UPTREND","UPTREND","SIDEWAYS","49.2485177667","NEUTRAL","0.0349669043","5.47%","HIGH","-9.7478279296","32.3809523809","-77.1428571429","19,800,700","15,061,467","13,824,300","36,474,134.00","27,557,536.00","24,915,703.50","Doji","None","None","11.61%","2.37%","-6.49%","14,428,630.00","34,513,430.00","42,590,500.00","39,779,869.00","-36,807,940.9990","0.06","20.00%","28.8333333333","0","2.1097560976","0"
"AR","0.0028","-0.0001","-3.45%","0.0028","0.0028","0.0029","0.0029","32,000,000.00","89,700.00","0.00","0.0038","0.0021","0.0027","0.0026","0.0030","0.0034","0.002935","0.002876","0.002578","0.002657","0.0029264669","0.0028589736","0.0027429527","0.0027771251","DOWNTREND","SIDEWAYS","UPTREND","44.6108297526","NEUTRAL","-0.000019925","7.26%","HIGH","-55.4797635289","33.3333333333","-80.00","594,800,000","730,000,000","875,750,000","1,690,160.00","2,097,580.00","2,578,910.00","Gravestone Doji","None","None","27.27%","0.00%","-6.67%","-60,000.00","-33,800.00","-587,700.00","-1,728,699.9999","7,758,200.00","0.00","0.00%","0.00","0","0.00","0"
"ARA","2.03","0.00","0.00%","2.03","2.03","2.03","2.03","5,000.00","10,150.00","0.00","2.65","2.02","2.02","1.93","2.15","2.25","2.1120","2.1108","2.2089","2.30495","2.0988159409","2.1291478947","2.1887687024","2.2534770686","DOWNTREND","SIDEWAYS","DOWNTREND","40.2612547434","NEUTRAL","-0.0038005717","2.44%","LOW","-143.3021806854","0.00","-100.00","94,100","85,267","75,550","195,927.00","180,407.3333333333","159,365.00","White Marubozu","Tweezer Bottoms","None","-10.96%","-6.02%","-6.45%","-142,099.9997","-76,579.9997","-72,299.9997","-1,017,229.9998","-7,637,458.9994","0.00","0.00%","0.00","0","2.2808988764","0"
"AT","4.45","0.03","0.68%","4.41","4.40","4.65","4.42","50,000.00","222,300.00","-93,350.00","5.80","4.40","4.41","4.06","4.58","4.94","4.6390","4.8232","4.8103","4.93235","4.6227002369","4.7509135724","4.8229057963","4.8933500046","DOWNTREND","DOWNTREND","SIDEWAYS","24.1615531561","OVERSOLD","-0.0937070112","1.63%","LOW","-105.1521012836","0.00","-82.7586206897","112,100","106,867","112,650","509,294.00","489,393.3333333333","522,606.50","None","None","None","-11.00%","-4.09%","-1.55%","-1,234,400.00","-1,729,079.9999","-1,806,657.9999","-3,812,156.9999","-31,300,544.9989","-0.55","-30.95%","-8.0909090909","0","0.4345703125","0"
"ATI","12.98","0.48","3.84%","12.98","12.98","12.98","12.50","200.00","2,596.00","0.00","14.50","10.30","12.30","11.76","13.38","13.99","12.6480","12.0580","11.7972","11.5438","12.5050870484","12.1962543259","11.9101195813","11.668188939","SIDEWAYS","UPTREND","SIDEWAYS","58.7910136108","NEUTRAL","0.1855114344","2.53%","LOW","65.8724597057","27.8481012658","-51.8987341772","16,480","19,660","34,885","206,550.40","246,530.40","433,511.40","White Marubozu","None","None","9.81%","3.67%","5.53%","0.00","-118,297.9998","1,164,872.0002","25,603,240.0001","42,515,467.9999","1.24","30.53%","10.4677419355","0","1.9032258065","0"
"ATN","0.60","0.00","0.00%","0.60","0.60","0.61","0.60","1,912,000.00","1,147,210.00","0.00","0.75","0.30","0.59","0.56","0.65","0.68","0.6110","0.6216","0.51855","0.43765","0.6193877283","0.5951561056","0.5425403206","0.4776371869","UPTREND","SIDEWAYS","UPTREND","45.3864192735","NEUTRAL","0.0069984101","4.95%","NEUTRAL","-15.1515151515","37.2727272727","-70.00","6,008,400","5,886,067","5,417,400","3,809,800.00","3,705,897.3333333333","3,344,772.50","Gravestone Doji","Bullish Harami","None","46.34%","5.26%","-7.69%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","1.4634146341","0"
"ATNB","0.64","0.02","3.23%","0.62","0.61","0.64","0.62","128,000.00","78,210.00","0.00","0.75","0.30","0.61","0.57","0.68","0.72","0.6270","0.6372","0.5415","0.452025","0.6378763762","0.6140735287","0.5615751012","0.4937855412","UPTREND","SIDEWAYS","UPTREND","51.3512620786","NEUTRAL","0.0068734161","4.49%","NEUTRAL","7.4074074074","51.8518518519","-44.4444444444","2,485,400","2,506,200","2,021,300","1,594,296.00","1,606,917.3333333333","1,287,329.00","White Long Day","None","None","39.13%","10.34%","-3.03%","7,170,180.00","12,013,930.00","23,067,600.0001","33,817,759.0001","41,503,638.9996","0.00","0.00%","0.00","0","0.00","0"
"AUB","59.00","0.05","0.08%","59.00","58.00","59.00","58.95","31,670.00","1,861,170.00","1,111,445.00","60.00","47.35","58.25","54.20","59.62","60.00","59.1975","59.3310","59.4985","59.18775","59.119965657","59.3008557177","59.1993348775","57.8893355981","DOWNTREND","SIDEWAYS","SIDEWAYS","47.0202581744","NEUTRAL","-0.1368628964","1.68%","LOW","-64.2940831869","70.1388888889","-29.1666666667","35,105","25,360","20,657","2,068,914.10","1,495,834.30","1,219,010.3250","Dragonfly Doji","None","None","-1.34%","-1.17%","1.72%","3,250,281.00","5,722,957.50","10,694,823.50","20,399,718.00","331,741,246.4998","5.77","22.77%","10.2253032929","0","1.0742898762","0"
"BC","1.46","0.01","0.69%","1.42","1.41","1.46","1.45","113,000.00","163,670.00","0.00","2.61","1.41","1.43","1.26","1.61","1.92","1.6375","1.6930","1.7662","1.85935","1.6059940153","1.6784703961","1.7504445448","1.8570532243","DOWNTREND","DOWNTREND","DOWNTREND","33.6050910268","NEUTRAL","-0.0398618596","3.66%","NEUTRAL","-179.4468180796","0.00","-85.2941176471","54,500","39,867","42,500","85,412.00","62,860.00","70,252.00","White Long Day","None","None","-15.61%","-9.88%","-2.67%","0.00","0.00","0.00","0.00","0.00","-0.60","-475.00%","-2.4333333333","0","0.2453781513","0"
"BCB","1.64","-0.02","-1.20%","1.66","1.60","1.66","1.66","58,000.00","93,880.00","0.00","2.61","1.60","1.62","1.43","1.67","1.96","1.6855","1.7148","1.7806","1.8899","1.6882347599","1.7197001886","1.7792581099","1.897481321","SIDEWAYS","SIDEWAYS","SIDEWAYS","45.7227791825","NEUTRAL","-0.0114534093","3.79%","NEUTRAL","-78.0679584386","14.8148148148","-88.8888888889","20,800","47,133","48,800","34,590.00","84,627.3333333333","85,406.00","Hanging Man","Bearish Engulfing","None","-6.29%","-1.80%","-1.20%","-49,800.00","334,070.00","64,000.00","-1,122,810.00","-18,431,545.9998","0.00","0.00%","0.00","0","0.00","0"
"BCOR","5.37","-0.03","-0.56%","5.37","5.37","5.37","5.40","100.00","537.00","0.00","7.50","4.51","4.96","4.66","5.40","6.30","5.1295","5.1308","5.1016","5.2736","5.1829704129","5.1349388866","5.1552382752","5.2272945713","UPTREND","SIDEWAYS","SIDEWAYS","53.9126624119","NEUTRAL","0.0355588887","4.79%","NEUTRAL","76.5840220386","58.7962962963","-23.6111111111","5,650","4,647","5,575","29,034.80","23,713.4666666667","27,709.35","White Marubozu","None","None","10.27%","-0.74%","-0.56%","0.00","0.00","1,270.00","36,670.00","-349,827.9998","0.22","83.33%","24.4090909091","0","2.9027027027","0"
"BDO","134.00","0.40","0.30%","133.60","131.90","137.20","133.60","5,028,470.00","674,087,038.00","86,422,939.00","167.70","117.20","132.00","127.25","138.45","144.35","138.1150","145.8520","150.1070","140.6380","138.7166682986","143.8569324802","145.2128926362","140.7571700867","DOWNTREND","DOWNTREND","SIDEWAYS","38.7704952498","NEUTRAL","-3.3187925603","2.98%","LOW","-131.527150631","35.5303847537","-70.8737864078","2,561,960","2,268,951","2,591,846","347,359,024.10","309,711,169.60","356,922,466.00","None","None","None","-18.29%","-3.60%","-3.11%","-135,178,552.00","-456,335,263.00","-1,968,628,137.00","-4,675,309,540.00","-4,813,813,194.1999","6.42","-5.73%","20.8722741433","0","2.0026901808","0"
"BEL","3.44","-0.01","-0.29%","3.44","3.43","3.48","3.45","337,000.00","1,161,420.00","-189,050.00","4.40","3.43","3.42","3.30","3.53","3.74","3.5920","3.6810","3.7376","3.75045","3.5738023293","3.6628895968","3.7128000296","3.716722452","DOWNTREND","SIDEWAYS","SIDEWAYS","25.9709137882","OVERSOLD","-0.0596104828","1.85%","LOW","-122.3747980614","0.00","-96.5517241379","578,600","516,533","460,400","2,030,357.50","1,834,471.6666666667","1,643,628.75","Doji","None","None","-11.34%","-7.28%","-1.15%","-182,310.00","-9,541,739.9997","-3,707,219.9997","-4,867,299.9997","-207,823,309.9993","0.28","3.70%","12.2857142857","0","1.2883895131","0"
"BH","1,703.00","0.00","0.00%","1,703.00","1,703.00","1,703.00","1,703.00","5.00","8,515.00","0.00","2,990.00","1,001.00","1,650.00","1,153.50","2,150.00","2,945.00","1,838.65","1,429.56","1,139.1050","0.00","1,744.6552262748","1,497.372514828","1,163.3595016506","0.00","UPTREND","UPTREND","UPTREND","50.3369913761","NEUTRAL","143.9126947781","14.71%","HIGH","-30.4494703693","22.2424672175","-71.9444444444","18","153","134","32,451.00","230,431.3333333333","216,847.8750","White Marubozu","Bullish Harami","None","14.60%","-10.37%","0.00%","0.00","0.00","20,165.00","49,100.00","0.00","-0.36","-2.86%","-4,730.5555555556","0","8.6446700508","0"
