"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)_VALUE","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"ACPB2","510.00","0.00","0.00%","510.00","510.00","510.00","510.00","20.00","10,200.00","0.00","540.00","500.00","502.00","500.00","520.00","537.50","509.55","511.64","516.95","519.4675","508.8852180355","511.7392278848","515.190697878","519.2795578399","DOWNTREND","SIDEWAYS","SIDEWAYS","50.3982651187","NEUTRAL","-1.5002447978","1.25%","LOW","16.8741355463","32.8042328042","-55.5555555556","11,071","7,798","7,028","5,581,805.00","3,931,744.6666666667","3,551,244.75","White Marubozu","Bullish Harami","Three White Soldiers","-3.04%","0.79%","0.00%","20,400.00","20,400.00","102,800.00","164,900.00","-15,664,605.00","0.00","0.00%","0.00","0","0.00","0"
"ACR","1.24","0.00","0.00%","1.24","1.24","1.24","1.24","34,000.00","42,160.00","0.00","1.94","1.22","1.23","1.19","1.26","1.30","1.2615","1.2776","1.2970","1.34145","1.2594108265","1.2737337096","1.2971365624","1.3404855934","DOWNTREND","SIDEWAYS","SIDEWAYS","42.7354604992","NEUTRAL","-0.0061223681","1.84%","LOW","-135.9649122807","35.5555555555","-66.6666666667","94,900","141,800","166,200","118,984.00","177,844.00","209,078.00","White Marubozu","Bullish Harami","Three White Soldiers","-8.15%","-2.36%","-0.80%","0.00","-367,290.00","-361,010.00","-307,050.0001","-82,693,660.0001","245,777,710.00","614,444,274,900.00%","0.000000005","0","0.7085714286","0"
"AEV","62.50","0.05","0.08%","62.75","62.40","63.50","62.45","721,380.00","45,117,638.00","-21,119,415.50","79.00","59.30","62.22","59.30","64.50","69.85","64.4650","67.9340","71.5890","72.31675","64.1934822381","67.2067009492","69.6459883795","71.4371111218","DOWNTREND","DOWNTREND","DOWNTREND","41.0823089051","NEUTRAL","-1.8253499315","3.65%","NEUTRAL","-44.1370223979","30.0157977883","-69.6682464455","1,376,300","1,247,520","1,124,639","85,278,879.90","78,418,088.9666666667","71,671,917.70","Shooting Star","None","None","-15.54%","-10.52%","0.08%","-134,308,556.00","-550,052,598.00","-799,626,005.4997","-1,872,496,574.00","-3,321,571,729.5027","3.86","-1.53%","16.1917098446","0","2.2935779817","0"
"AGI","13.10","-0.06","-0.46%","13.16","13.10","13.34","13.16","2,608,400.00","34,346,648.00","-3,744,482.00","17.30","12.56","13.08","12.65","13.54","14.35","13.1580","13.5896","14.5652","14.9026","13.2812859028","13.666354921","14.185750667","14.5278465133","UPTREND","DOWNTREND","DOWNTREND","43.2154128182","NEUTRAL","-0.1479303379","2.44%","LOW","2.9542097489","22.6116324402","-86.8421052632","4,392,770","5,711,400","6,316,760","58,554,821.80","75,555,032.6666666667","83,195,068.90","Shooting Star","Bearish Engulfing","None","-18.13%","0.46%","0.15%","-22,561,028.00","-149,536,492.0002","-603,119,488.0002","-460,216,654.0002","-2,613,179,204.4792","2.18","-3.54%","6.0091743119","0","0.4730949801","0"
"ALCO","0.82","-0.01","-1.20%","0.82","0.82","0.83","0.83","911,000.00","747,560.00","0.00","1.35","0.81","0.79","0.60","0.84","0.92","0.8345","0.8528","0.8760","0.9334","0.8368644408","0.8519347124","0.8792307316","0.9101572223","SIDEWAYS","SIDEWAYS","SIDEWAYS","42.4289887595","NEUTRAL","-0.0065692686","3.06%","NEUTRAL","-116.6231505657","16.6666666667","-100.00","767,800","814,667","884,900","638,440.00","681,604.6666666667","736,820.00","Gravestone Doji","Tweezer Bottoms","None","-8.89%","-1.20%","-2.38%","2,470.00","94,770.00","1,505,169.9999","2,429,539.9999","-370,752,131.0002","0.03","-81.25%","27.3333333333","0","0.8631578947","0"
"ALCPB","100.40","-2.60","-2.52%","100.40","100.40","100.40","103.00","10,000.00","1,004,000.00","0.00","109.00","100.00","100.20","100.20","107.00","109.00","106.04","107.1280","106.8410","106.2640","105.5566694671","106.5198260756","106.6210131083","106.1864983306","DOWNTREND","SIDEWAYS","SIDEWAYS","30.6720978396","NEUTRAL","-0.6647233205","1.32%","LOW","-263.0004601933","0.00","-100.00","4,221","5,331","7,052","437,150.00","560,966.00","717,181.85","White Marubozu","None","Three White Soldiers","-7.04%","-3.46%","-2.52%","144,720.00","289,643.00","-3,237,387.00","-5,578,921.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ALHI","15.48","-0.02","-0.13%","14.22","14.22","15.50","15.50","1,800.00","26,230.00","0.00","29.25","6.02","13.79","13.15","15.50","16.19","14.7540","15.6408","15.3054","11.63385","14.9612363705","15.1765907689","14.4548573785","12.7451595324","UPTREND","DOWNTREND","SIDEWAYS","54.1325667112","NEUTRAL","-0.2701148567","5.60%","HIGH","88.6124401914","89.0815900828","-0.8403361345","2,930","5,900","19,015","42,756.20","83,383.0666666667","282,961.20","White Long Day","None","None","20.19%","4.88%","-0.13%","3,100.00","75,424.00","538,884.00","-2,164,296.0001","-2,570,346.0006","0.52","-3.70%","29.7692307692","0","2.4225352113","0"
"ALI","41.95","0.05","0.12%","42.00","41.10","42.00","41.90","4,611,200.00","191,827,375.00","-49,604,560.00","47.50","37.55","41.40","39.70","43.32","45.40","40.9875","40.9790","42.7370","42.94425","41.2569286968","41.419498378","41.9737992272","41.8317246899","UPTREND","SIDEWAYS","DOWNTREND","55.4485411224","NEUTRAL","0.0869645911","2.40%","LOW","71.4285714286","60.00","-40.00","8,272,000","8,453,467","8,311,490","343,692,790.00","348,761,555.00","341,618,097.25","Hanging Man","None","None","-5.94%","2.82%","-0.12%","-15,990,485.00","253,128,170.00","-338,198,925.00","-5,246,171,945.00","-7,775,589,082.8003","1.76","15.79%","23.8352272727","0","3.2071865443","0"
"ALLS","4,652.46","-10.27","-0.22%","4,683.57","4,645.68","4,685.02","4,662.73","0.00","0.00","0.00","5,287.61","4,577.58","4,649.07","4,496.84","4,759.42","5,052.78","4,659.2245","4,788.0954","4,939.5208","4,885.97875","4,687.1048907142","4,772.3247808884","4,843.1995502672","4,833.1015831031","SIDEWAYS","SIDEWAYS","SIDEWAYS","43.5217977501","NEUTRAL","-38.9481066224","1.13%","LOW","0.4634043463","37.8552770426","-66.0802324978","0","0","0","0.00","0.00","0.00","Black Long Day","None","None","-6.76%","-1.50%","-0.27%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ANI","14.56","-0.04","-0.27%","14.60","14.48","14.62","14.60","738,800.00","10,756,352.00","-288,610.00","15.00","5.90","14.52","13.90","14.97","15.00","14.4760","14.1448","13.1848","11.88385","14.4806522131","14.0614630799","13.330345139","11.8738902171","UPTREND","SIDEWAYS","UPTREND","55.0492102672","NEUTRAL","0.1896177767","1.84%","LOW","41.3191811979","64.2222222222","-44.00","1,223,360","1,076,900","981,345","17,933,720.20","15,688,089.3333333333","14,258,519.10","Hanging Man","None","None","19.34%","4.00%","-0.55%","9,189,014.00","74,475,634.00","78,874,124.00","97,044,408.00","272,587,065.0019","0.33","189.19%","44.1212121212","0","5.536121673","0"
"ANS","6.58","0.00","0.00%","6.58","6.26","6.59","6.58","80,600.00","522,944.00","269,510.00","7.90","6.00","6.40","6.10","6.60","7.64","6.5025","6.7380","6.9019","6.9423","6.5432979053","6.6679805958","6.7897704393","6.7882112852","UPTREND","DOWNTREND","SIDEWAYS","51.1285178685","NEUTRAL","-0.0443191176","2.46%","LOW","9.633911368","94.3921978405","-3.0303030303","53,110","49,900","40,580","343,039.40","322,702.20","262,083.40","Doji","None","None","-6.67%","0.46%","0.00%","273,434.00","273,434.00","223,164.00","-838,209.00","-68,635,240.00","1.35","-50.00%","4.8740740741","0","0.4383744171","0"
"AP","38.05","-0.10","-0.26%","38.15","38.05","38.75","38.15","775,300.00","29,538,810.00","-13,551,970.00","43.10","37.00","38.02","37.20","38.92","40.75","38.4175","38.5850","39.5065","40.03625","38.3963400595","38.6567446204","39.1762214113","39.8872889183","SIDEWAYS","SIDEWAYS","SIDEWAYS","46.5368754882","NEUTRAL","-0.0414952896","2.04%","LOW","-43.8213914849","54.7916666667","-63.3333333333","1,127,890","1,106,333","1,130,215","43,396,077.50","42,453,140.00","43,479,037.50","Shooting Star","None","None","-8.42%","0.13%","-2.06%","-90,363,980.00","-263,457,915.00","-393,756,914.9999","-1,077,079,464.9998","-3,118,984,175.0005","2.72","3.42%","13.9889705882","0","2.541750167","0"
"APC","0.4550","-0.0050","-1.09%","0.46","0.4550","0.4650","0.46","2,370,000.00","1,087,900.00","55,200.00","0.91","0.42","0.4325","0.4225","0.4725","0.4975","0.4735","0.5074","0.4920","0.5191","0.4760396524","0.4909181601","0.4982313548","0.5080092777","DOWNTREND","DOWNTREND","SIDEWAYS","38.3814931007","NEUTRAL","-0.0097614838","3.86%","NEUTRAL","-144.3932411674","0.00","-100.00","1,874,000","2,311,333","2,388,000","878,565.00","1,105,153.3333333333","1,135,590.00","None","None","None","-5.21%","-3.19%","-2.15%","55,200.00","236,050.00","202,880.00","-43,841,320.00","-61,454,359.9998","0.00","100.00%","0.00","0","15.1666666667","0"
"APL","0.0460","-0.0010","-2.13%","0.0470","0.0460","0.0470","0.0470","2,200,000.00","102,700.00","0.00","0.0720","0.0370","0.0445","0.0420","0.0480","0.05","0.04745","0.04982","0.04964","0.047125","0.047494431","0.0489267479","0.0491242264","0.048509953","DOWNTREND","DOWNTREND","SIDEWAYS","40.1989487952","NEUTRAL","-0.0008399884","3.59%","NEUTRAL","-153.1531531532","0.00","-100.00","8,820,000","10,133,333","10,660,000","413,130.00","483,420.00","507,270.00","Black Marubozu","Bearish Engulfing","None","9.52%","-4.17%","0.00%","0.00","-170,100.00","-148,800.00","-2,051,120.00","-7,078,169.9995","0.00","0.00%","0.00","0","4.60","0"
"APO","0.96","0.01","1.05%","0.96","0.95","0.97","0.95","162,000.00","155,970.00","0.00","1.36","0.88","0.90","0.85","0.98","1.06","0.9075","0.9220","0.9517","1.0332","0.9172765222","0.9261568086","0.9554870248","1.0110896675","UPTREND","SIDEWAYS","SIDEWAYS","63.8178064936","NEUTRAL","-0.0034667571","2.40%","LOW","207.6285240464","77.7777777778","-11.1111111111","209,200","152,400","124,350","196,903.00","142,744.00","116,110.50","Doji","None","None","-4.00%","6.67%","2.13%","320.00","320.00","-138,350.00","-132,430.00","81,565,320.00","-0.03","0.00%","-32.00","0","0.4423963134","0"
"APX","1.63","-0.02","-1.21%","1.64","1.62","1.65","1.65","2,021,000.00","3,292,550.00","8,100.00","2.42","1.48","1.62","1.55","1.68","1.76","1.6845","1.7082","1.6464","1.6698","1.6867801829","1.6918667556","1.6818334325","1.7280558481","SIDEWAYS","SIDEWAYS","SIDEWAYS","41.679057404","NEUTRAL","-0.0109495512","3.43%","NEUTRAL","-109.0909090909","14.126984127","-93.3333333333","1,831,100","2,154,000","3,011,800","3,075,017.00","3,650,732.00","5,063,338.50","None","None","None","5.16%","-4.12%","-1.81%","-13,380.00","3,199,600.00","30,747,120.00","48,510,329.00","-35,700,720.9993","0.08","14.29%","20.3750","0","1.8735632184","0"
"AR","0.0028","0.0001","3.70%","0.0027","0.0027","0.0029","0.0027","396,000,000.00","1,114,700.00","0.00","0.0038","0.0021","0.0027","0.0026","0.0030","0.0032","0.00282","0.002982","0.002678","0.0026425","0.0028104085","0.0028313658","0.0027665379","0.0027844022","DOWNTREND","DOWNTREND","UPTREND","47.7083678336","NEUTRAL","-0.0000405694","4.76%","NEUTRAL","-51.8018018018","0.00","-66.6666666667","145,100,000","148,133,333","263,500,000","404,150.00","415,906.6666666667","758,595.00","None","Bullish Engulfing","None","27.27%","-3.45%","3.70%","0.00","183,500.00","-41,500.00","-1,135,600.00","560,700.00","0.00","0.00%","0.00","0","0.00","0"
"ARA","2.08","0.01","0.48%","2.03","2.00","2.08","2.07","158,000.00","316,960.00","0.00","2.65","2.00","2.00","1.92","2.09","2.18","2.0460","2.0820","2.1487","2.2644","2.0551951547","2.0883549903","2.1479118273","2.2212480874","DOWNTREND","SIDEWAYS","SIDEWAYS","52.0741271225","NEUTRAL","-0.0179223177","2.50%","LOW","29.7397769517","0.00","-20.00","80,700","77,800","90,050","163,027.00","158,165.3333333333","183,698.50","None","None","None","-8.77%","-0.95%","0.48%","0.00","112,629.9999","36,050.0002","-654,869.9999","-6,853,118.9995","0.00","0.00%","0.00","0","2.3370786517","0"
"AT","4.23","-0.07","-1.63%","4.21","4.21","4.23","4.30","70,000.00","295,500.00","-126,700.00","5.80","4.14","4.17","3.98","4.47","4.62","4.3270","4.5864","4.7289","4.8505","4.3491213479","4.517215038","4.6626857505","4.7938410623","DOWNTREND","DOWNTREND","SIDEWAYS","37.7228331771","NEUTRAL","-0.0956021725","2.19%","LOW","-120.3333333333","25.8333333333","-77.50","183,000","207,000","196,550","787,477.00","895,124.6666666667","853,620.00","White Marubozu","None","None","-15.40%","-1.86%","0.71%","-1,153,720.00","-3,847,809.9998","-7,302,759.9997","-7,550,443.9997","-63,101,450.9988","-0.36","21.74%","-11.75","0","0.3986804901","0"
"ATI","12.80","-0.22","-1.69%","13.06","12.80","13.06","13.02","1,600,400.00","20,485,438.00","12,151,040.00","14.50","10.58","12.60","12.15","13.08","13.64","12.7610","12.5080","12.0898","11.7056","12.7965202027","12.5262403963","12.1963722698","11.8678608823","UPTREND","SIDEWAYS","SIDEWAYS","51.6406239218","NEUTRAL","0.128333055","1.67%","LOW","52.5451559934","83.3333333333","-35.7142857143","294,520","224,920","206,760","3,752,531.00","2,863,620.80","2,624,582.50","Black Marubozu","None","None","8.29%","1.59%","-1.99%","12,136,630.00","23,497,176.00","22,277,398.0004","24,019,336.0003","66,060,368.0001","1.34","7.20%","9.552238806","0","1.8207681366","0"
"ATN","0.74","0.01","1.37%","0.74","0.72","0.75","0.73","16,934,000.00","12,427,100.00","0.00","0.76","0.30","0.66","0.58","0.75","0.75","0.6590","0.6348","0.57475","0.469525","0.6677927516","0.6339667517","0.582026333","0.5108120594","UPTREND","UPTREND","UPTREND","68.9243982109","NEUTRAL","0.0150399734","4.72%","NEUTRAL","180.8429118774","71.6239316239","-15.3846153846","20,130,800","39,152,267","30,402,200","13,844,523.00","27,473,790.00","21,243,814.50","Doji","None","None","80.49%","10.45%","7.25%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","1.8048780488","0"
"ATNB","0.74","0.00","0.00%","0.74","0.72","0.74","0.74","2,833,000.00","2,088,230.00","0.00","0.76","0.30","0.67","0.62","0.75","0.75","0.6710","0.6496","0.59885","0.484075","0.6780619729","0.6483090137","0.5985032402","0.526141627","UPTREND","UPTREND","UPTREND","67.1602561132","NEUTRAL","0.0124118301","4.33%","NEUTRAL","171.5555555556","75.5555555555","-16.6666666667","3,309,100","6,765,800","5,361,200","2,295,090.00","4,776,290.00","3,761,801.50","Dragonfly Doji","Bullish Harami","None","60.87%","8.82%","5.71%","1,461,349.9999","9,875,579.9999","18,383,559.9999","38,569,349.00","51,474,118.9995","0.00","0.00%","0.00","0","0.00","0"
"AUB","58.50","-0.45","-0.76%","57.65","57.65","58.85","58.95","2,200.00","128,650.00","0.00","60.00","48.35","57.82","54.20","59.00","60.00","58.81","59.1250","59.3345","59.4780","58.8168774226","59.0272231998","59.071099016","58.0463873871","SIDEWAYS","SIDEWAYS","SIDEWAYS","45.7197877199","NEUTRAL","-0.1066951739","1.69%","LOW","-86.6910866911","69.898989899","-30.303030303","20,274","22,156","27,025","1,192,692.15","1,303,165.5333333333","1,584,796.15","White Long Day","Bullish Harami","None","-2.17%","-0.85%","-0.76%","3,763,586.50","13,622,882.00","23,587,040.00","32,761,283.00","323,555,633.4998","6.07","24.90%","9.6375617792","0","1.0350318471","0"
"BC","1.55","0.00","0.00%","1.55","1.55","1.55","1.55","3,000.00","4,650.00","0.00","2.30","1.41","1.44","1.39","1.73","1.80","1.6055","1.6784","1.7538","1.85335","1.5915679478","1.6613113192","1.7359919527","1.8455029988","DOWNTREND","DOWNTREND","DOWNTREND","44.5347240433","NEUTRAL","-0.0459715508","4.56%","NEUTRAL","-55.4522924411","37.984496124","-67.4418604651","64,700","61,733","47,800","101,395.00","97,990.00","76,060.00","White Marubozu","Bullish Harami","None","-10.40%","-4.32%","0.00%","0.00","0.00","0.00","0.00","0.00","0.25","139.68%","6.20","0","0.2600671141","0"
"BCB","1.70","0.10","6.25%","1.58","1.58","1.70","1.60","5,000.00","8,140.00","3,400.00","2.27","1.58","1.59","1.0667","1.71","1.96","1.6810","1.7104","1.7739","1.88175","1.6748733633","1.7100844132","1.7707987907","1.889684372","DOWNTREND","SIDEWAYS","SIDEWAYS","51.2755378454","NEUTRAL","-0.0166754072","3.62%","NEUTRAL","-20.202020202","0.00","-45.4545454545","31,100","25,333","53,200","50,625.00","41,630.6666666667","92,299.50","White Marubozu","None","None","-2.86%","6.25%","6.25%","-73,500.00","-131,550.00","-14,660.00","-1,262,910.00","-18,310,405.9998","0.00","0.00%","0.00","0","0.00","0"
"BCOR","5.00","-0.38","-7.06%","5.00","5.00","5.00","5.38","2,000.00","10,000.00","0.00","6.30","4.51","4.90","4.66","5.40","6.30","5.2150","5.1570","5.1065","5.27455","5.2063557337","5.1586291663","5.1659151368","5.2287040119","UPTREND","SIDEWAYS","SIDEWAYS","46.5493359765","NEUTRAL","0.0495065649","5.72%","HIGH","-70.7925341446","53.5519125683","-67.2131147541","6,310","6,560","5,580","32,465.00","33,890.20","28,701.35","White Marubozu","None","None","2.67%","-7.41%","-7.06%","4,851.00","4,851.00","9,567.00","41,521.00","-344,976.9998","0.22","83.33%","22.7272727273","0","2.7027027027","0"
"BDO","127.60","-1.80","-1.39%","130.00","127.60","130.60","129.40","1,233,990.00","158,736,318.00","-34,183,179.00","167.70","118.80","125.40","121.10","136.90","144.35","130.2450","137.1960","146.4010","141.3745","131.5779807735","136.4099266259","140.2925618785","138.8555130887","SIDEWAYS","DOWNTREND","DOWNTREND","41.017593552","NEUTRAL","-2.1833032588","2.88%","LOW","-64.1925212049","38.0952380953","-78.1954887218","1,849,402","2,146,228","2,371,762","242,609,450.90","280,347,846.5333333333","309,693,169.65","Black Long Day","None","None","-22.20%","-3.11%","-3.55%","-187,817,609.00","-481,031,528.0002","-904,424,325.0001","-3,163,743,249.0001","-5,522,031,906.20","6.36","2.58%","20.0628930818","0","1.8985270049","0"
"BEL","3.44","-0.03","-0.86%","3.49","3.44","3.60","3.47","1,183,000.00","4,169,080.00","878,270.00","4.35","3.20","3.43","3.25","3.54","3.72","3.3930","3.5510","3.6746","3.7073","3.4402196816","3.5204504008","3.6092393669","3.6585578117","UPTREND","DOWNTREND","SIDEWAYS","46.903135656","NEUTRAL","-0.0374899042","1.97%","LOW","144.3569553806","76.5079365079","-57.1428571429","369,500","422,067","472,600","1,283,483.00","1,443,643.3333333333","1,607,188.00","Shooting Star","Bearish Engulfing","None","-11.34%","2.38%","-0.29%","-360,420.00","268,780.00","-7,202,879.9997","-1,487,929.9997","-68,945,989.9993","0.29","0.00%","11.8620689655","0","1.3230769231","0"
"BH","1,703.00","0.00","0.00%","1,703.00","1,703.00","1,703.00","1,703.00","5.00","8,515.00","0.00","2,990.00","1,001.00","1,650.00","1,400.00","1,751.50","2,945.00","1,876.25","1,456.48","1,156.9650","0.00","1,737.0987226422","1,513.1839323729","1,184.5197995959","0.00","DOWNTREND","UPTREND","UPTREND","50.3369913761","NEUTRAL","120.6814804082","12.68%","HIGH","-47.4818852772","36.2851851852","-59.60","17","146","133","31,269.00","210,302.6666666667","215,192.1250","White Marubozu","Bullish Harami","Three White Soldiers","14.60%","-10.37%","0.00%","0.00","0.00","12,795.00","49,100.00","0.00","-0.35","-122.15%","-4,865.7142857143","0","8.6446700508","0"
