"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)_VALUE","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"ACPB2","510.00","4.00","0.79%","515.00","510.00","515.00","506.00","30.00","15,350.00","0.00","540.00","500.00","503.50","500.00","520.00","537.50","510.90","513.75","518.85","520.6275","511.1159616007","513.8098956178","516.8904185866","520.5177276971","SIDEWAYS","SIDEWAYS","SIDEWAYS","48.7998705424","NEUTRAL","-1.1025376807","1.66%","LOW","10.6448817923","27.0833333333","-58.3333333333","2,985","2,851","3,155","1,520,684.50","1,449,736.3333333333","1,608,795.25","Black Marubozu","None","None","-3.04%","0.79%","1.29%","0.00","0.00","82,400.00","546,895.00","-15,634,005.00","0.00","0.00%","0.00","0","0.00","0"
"ACR","1.27","0.00","0.00%","1.27","1.27","1.28","1.27","152,000.00","193,350.00","0.00","1.94","1.23","1.26","1.21","1.28","1.33","1.27","1.2848","1.3114","1.35405","1.2712326103","1.2850915227","1.3088238221","1.3519202029","DOWNTREND","SIDEWAYS","SIDEWAYS","48.1507617898","NEUTRAL","-0.007457703","1.52%","LOW","26.6666666667","60.00","-40.00","368,800","383,867","321,350","464,539.00","484,362.6666666667","405,831.00","Gravestone Doji","None","None","-5.93%","0.00%","0.00%","0.00","6,280.00","-10,150.00","494,709.9999","-81,846,810.0001","0.00","-100.00%","0.00","0","0.5799086758","0"
"AEV","67.70","-2.15","-3.08%","68.00","67.70","69.85","69.85","1,023,420.00","69,655,190.00","-32,417,569.00","79.00","63.40","65.95","63.70","69.85","73.52","68.47","71.4760","72.45","73.15","68.8572278603","70.5050932177","71.8139332931","72.701161268","SIDEWAYS","DOWNTREND","SIDEWAYS","44.6931093587","NEUTRAL","-0.8997521266","3.74%","NEUTRAL","17.8484746649","85.6060606061","-34.8484848485","1,158,979","1,048,384","1,064,995","78,242,448.95","71,002,054.1666666667","72,304,644.9250","Shooting Star","Tweezer Tops","None","-8.51%","-3.08%","-2.73%","-41,751,935.9997","-237,373,795.4997","-1,065,722,224.50","-1,735,494,311.50","-3,434,587,872.5025","3.84","-4.48%","17.6302083333","0","2.4609233006","0"
"AGI","13.20","0.16","1.23%","13.04","13.00","13.28","13.04","6,536,900.00","86,018,800.00","-11,372,152.0002","17.30","12.56","12.88","12.44","13.24","14.35","13.5750","13.9768","14.9090","14.9566","13.4480163551","13.9714358185","14.4730431182","14.7097421567","DOWNTREND","SIDEWAYS","DOWNTREND","41.3213413991","NEUTRAL","-0.2418292211","2.78%","LOW","-64.4391408115","17.6245210728","-74.7126436782","12,707,160","10,682,587","9,465,760","167,804,244.00","142,975,196.2666666667","127,079,367.50","None","None","None","-17.50%","1.23%","1.85%","-127,309,638.0002","-586,605,800.0002","-202,634,088.0002","-414,704,596.0002","-2,716,392,578.4792","1.48","1.37%","8.9189189189","0","0.4907063197","0"
"ALCO","0.84","0.01","1.20%","0.84","0.84","0.84","0.83","82,000.00","68,880.00","0.00","1.52","0.81","0.82","0.78","0.85","0.92","0.8495","0.8652","0.8831","0.9528","0.8452843103","0.8636619349","0.8923438937","0.9205594824","DOWNTREND","SIDEWAYS","SIDEWAYS","46.7887547845","NEUTRAL","-0.010212314","3.37%","NEUTRAL","-30.612244898","34.4444444444","-50.00","1,364,200","1,482,667","1,790,150","1,129,050.00","1,235,306.6666666667","1,528,894.00","White Marubozu","None","None","-6.67%","1.20%","1.20%","84,000.00","1,494,399.9999","1,774,119.9999","2,193,569.9999","-370,823,851.0002","0.01","-93.33%","84.00","0","1.4482758621","0"
"ALCPB","106.00","2.00","1.92%","106.00","106.00","106.00","104.00","2,000.00","212,000.00","0.00","109.00","100.00","104.00","100.75","108.00","109.00","106.67","107.3580","106.8970","106.27","106.3652888081","106.9203533286","106.8187925851","106.27","DOWNTREND","SIDEWAYS","SIDEWAYS","46.7983191805","NEUTRAL","-0.4755498768","0.96%","LOW","-42.9840876214","0.00","-60.00","5,499","7,601","6,697","581,073.30","767,934.6666666667","682,257.65","White Marubozu","None","None","-1.85%","1.92%","1.92%","0.00","-3,527,077.00","-3,237,522.00","-5,723,641.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ALHI","14.70","-0.06","-0.41%","13.90","13.64","14.80","14.76","3,700.00","51,844.00","0.00","29.25","6.02","13.42","12.76","14.88","15.96","15.0220","15.8012","14.9850","11.28325","14.975510307","15.2753612724","14.3770104991","12.5658568128","DOWNTREND","DOWNTREND","UPTREND","46.2435350885","NEUTRAL","-0.4197359953","6.40%","HIGH","-62.8798503974","61.6915422885","-41.0447761194","33,270","26,247","22,345","494,717.00","391,817.0666666667","334,753.80","White Long Day","None","None","14.13%","-0.41%","-1.08%","44,324.00","376,488.00","-2,731,502.0001","-3,686,676.0001","-2,551,915.0006","0.56","9.80%","26.25","0","2.3370429253","0"
"ALI","40.85","0.05","0.12%","41.00","40.80","41.55","40.80","11,760,500.00","482,387,490.00","108,788,650.00","47.50","35.25","39.70","37.35","41.28","44.10","40.7550","41.5190","42.9705","42.92525","40.7834741661","41.521893629","42.2000502886","41.9218035013","SIDEWAYS","SIDEWAYS","SIDEWAYS","49.4133838106","NEUTRAL","-0.3204388453","2.43%","LOW","56.9351907935","73.8562091503","-27.4509803922","11,271,950","10,692,613","10,150,610","457,799,888.00","432,592,428.6666666667","412,375,198.75","Shooting Star","None","None","-8.41%","0.12%","-0.37%","1,272,550.00","-339,600,890.00","-1,524,336,010.00","-5,361,830,150.00","-9,697,897,972.8003","1.71","19.58%","23.8888888889","0","3.1495759445","0"
"ALLS","4,699.08","-24.08","-0.51%","4,714.44","4,696.47","4,741.83","4,723.16","0.00","0.00","0.00","5,287.61","4,577.58","4,586.50","4,408.50","4,732.50","4,880.90","4,742.5350","4,898.2566","4,963.9637","4,890.9503","4,735.7685506446","4,846.1034513047","4,896.9339368872","4,856.9641340115","DOWNTREND","DOWNTREND","SIDEWAYS","42.3459521782","NEUTRAL","-73.4003629423","1.16%","LOW","-26.2994883402","42.8258189921","-56.7984639454","0","0","0","0.00","0.00","0.00","Shooting Star","None","None","-5.83%","-0.51%","0.58%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ANI","14.18","0.18","1.29%","14.02","14.00","14.36","14.00","831,000.00","11,791,864.00","-73,944.00","14.44","5.17","13.90","13.35","14.42","14.43","14.1270","13.7172","12.9126","11.5130","14.1362657884","13.7011310972","12.9586793948","11.4984839785","UPTREND","SIDEWAYS","UPTREND","54.896452244","NEUTRAL","0.1987758872","1.89%","LOW","29.0226205719","64.8648648649","-35.1351351351","833,630","862,393","813,825","11,925,096.80","12,222,718.80","11,483,103.30","None","Bullish Harami","None","16.23%","1.29%","-1.25%","1,060,682.00","3,725,458.00","12,705,722.00","53,464,952.00","201,942,309.0019","-0.22","-29.41%","-64.4545454545","0","10.4264705882","0"
"ANS","6.56","0.01","0.15%","6.46","6.45","6.56","6.55","12,200.00","79,155.00","0.00","7.90","6.00","6.34","6.14","6.60","7.64","6.4445","6.9012","6.9504","6.94255","6.5297198364","6.7349635319","6.8498364275","6.8164780941","SIDEWAYS","DOWNTREND","SIDEWAYS","48.6679179959","NEUTRAL","-0.1380930345","2.69%","LOW","119.1806331471","92.7927927928","0.00","29,960","27,073","25,840","193,526.00","174,411.8666666667","165,856.80","White Long Day","None","None","-6.95%","0.15%","0.61%","-18,270.00","-50,270.00","-43,820.00","-1,354,589.00","-68,908,674.00","1.29","4.03%","5.0852713178","0","0.4312952005","0"
"AP","38.70","0.70","1.84%","38.20","38.20","38.80","38.00","1,458,200.00","56,337,075.00","12,544,815.00","43.10","37.00","37.85","37.20","39.02","40.30","38.2975","38.7860","39.6220","40.1410","38.4968056689","38.88043813","39.431876756","40.1065637309","UPTREND","SIDEWAYS","SIDEWAYS","51.0000490354","NEUTRAL","-0.1431132773","2.50%","LOW","43.0155540671","49.7175141243","-42.3728813559","1,376,000","1,340,820","1,224,775","52,833,768.00","51,229,042.6666666667","46,845,243.50","White Long Day","None","None","-6.86%","1.84%","0.00%","-37,492,825.00","-110,462,259.9999","-364,632,895.0003","-1,030,348,659.9998","-3,297,523,925.0005","2.77","1.84%","13.9711191336","0","2.4681122449","0"
"APC","0.4750","0.0050","1.06%","0.47","0.47","0.48","0.47","520,000.00","246,600.00","0.00","0.91","0.42","0.4650","0.4375","0.4825","0.58","0.49275","0.5265","0.49205","0.5206","0.4895365963","0.5030270265","0.505457898","0.5126951939","DOWNTREND","DOWNTREND","UPTREND","44.6699583481","NEUTRAL","-0.0143745875","6.11%","HIGH","-53.6529680365","11.1111111111","-87.50","2,773,000","7,119,267","9,970,050","1,308,530.00","3,668,161.00","5,213,306.00","None","Tweezer Bottoms","None","-1.04%","1.06%","0.00%","0.00","67,080.00","116,250.00","-44,069,470.00","-21,188,879.9998","0.00","100.00%","0.00","0","15.8333333333","0"
"APL","0.0480","0.00","0.00%","0.0470","0.0470","0.0480","0.0480","7,400,000.00","352,000.00","0.00","0.0720","0.0370","0.0470","0.0445","0.0490","0.0530","0.04835","0.05328","0.04922","0.046855","0.0487378336","0.0501410912","0.0496991268","0.0486905162","DOWNTREND","DOWNTREND","UPTREND","44.4115371758","NEUTRAL","-0.0012929042","4.54%","NEUTRAL","-45.9770114943","40.00","-60.00","10,890,000","12,774,667","24,684,000","515,630.00","609,748.00","1,207,215.00","White Marubozu","None","None","14.29%","0.00%","0.00%","-9,600.00","4,500.00","-309,210.00","-2,836,730.00","-5,832,039.9995","0.00","0.00%","0.00","0","0.00","0"
"APO","0.89","-0.01","-1.11%","0.90","0.88","0.90","0.90","128,000.00","113,140.00","0.00","1.36","0.88","0.88","0.86","0.90","0.93","0.91","0.9332","0.9590","1.0487","0.9092136141","0.9311266046","0.9652440391","1.0222411474","DOWNTREND","SIDEWAYS","SIDEWAYS","42.8960825098","NEUTRAL","-0.0108251527","2.70%","LOW","-132.4200913242","0.00","-80.00","39,200","78,867","74,300","35,051.00","71,128.00","66,993.00","None","Bearish Engulfing","None","-11.00%","-1.11%","0.00%","0.00","-83,730.00","-133,450.00","-132,730.00","81,565,000.00","-0.08","-100.00%","-11.1250","0","0.4178403756","0"
"APX","1.75","0.05","2.94%","1.71","1.71","1.77","1.70","3,851,000.00","6,735,050.00","-30,010.00","2.42","1.48","1.62","1.55","1.76","1.98","1.7465","1.7166","1.6330","1.67245","1.719687223","1.6989781804","1.6812484583","1.7340358801","DOWNTREND","SIDEWAYS","UPTREND","52.6239400245","NEUTRAL","0.0068231192","4.76%","NEUTRAL","-7.1684587814","23.9316239316","-64.1025641026","6,705,900","12,859,267","12,885,850","11,488,046.00","23,405,402.6666666667","23,332,894.50","White Long Day","None","None","12.90%","2.94%","5.42%","1,455,830.00","28,675,770.00","41,854,720.00","45,963,169.00","-47,266,810.9990","0.08","33.33%","21.8750","0","2.0588235294","0"
"AR","0.0029","0.00","0.00%","0.0030","0.0029","0.0030","0.0029","86,000,000.00","249,800.00","43,500.00","0.0038","0.0021","0.0028","0.0027","0.0030","0.0032","0.00287","0.002954","0.002613","0.0026545","0.0029022718","0.0028627098","0.0027599236","0.0027835489","SIDEWAYS","SIDEWAYS","UPTREND","49.6301565507","NEUTRAL","-0.0000295918","6.34%","HIGH","56.2248995984","58.3333333333","-50.00","371,300,000","497,200,000","653,450,000","1,082,120.00","1,441,033.3333333333","1,885,265.00","Black Marubozu","Tweezer Tops","None","31.82%","0.00%","-3.33%","43,500.00","-195,500.00","-282,400.00","-1,825,199.9999","150,900.00","0.00","0.00%","0.00","0","0.00","0"
"ARA","2.04","-0.06","-2.86%","2.10","2.04","2.10","2.10","186,000.00","379,500.00","0.00","2.65","2.01","2.02","1.93","2.12","2.25","2.10","2.1012","2.1856","2.29035","2.081657897","2.1144709236","2.1742289177","2.2422154666","DOWNTREND","SIDEWAYS","DOWNTREND","45.2532388732","NEUTRAL","-0.0134630228","2.71%","LOW","-59.3103448276","25.9259259259","-83.3333333333","95,600","77,333","76,650","196,544.00","159,999.3333333333","161,146.00","Black Marubozu","Tweezer Tops","None","-10.53%","-2.86%","-2.86%","0.00","-33,979.9997","-72,299.9997","-860,529.9998","-7,586,448.9994","0.00","0.00%","0.00","0","2.2921348315","0"
"AT","4.30","-0.01","-0.23%","4.32","4.30","4.32","4.31","201,000.00","865,030.00","-434,300.00","5.80","4.30","4.24","3.92","4.44","4.69","4.4990","4.7476","4.78","4.9089","4.4916155951","4.6573550136","4.7636898588","4.8580046053","DOWNTREND","DOWNTREND","SIDEWAYS","17.7664851031","OVERSOLD","-0.1116005309","1.48%","LOW","-137.5696767001","0.00","-100.00","214,100","178,600","158,550","942,890.00","792,342.6666666667","708,791.50","Black Marubozu","None","None","-14.00%","-0.23%","-1.38%","-2,563,530.00","-4,606,729.9999","-5,038,699.9999","-5,897,616.9999","-28,661,794.9989","-0.55","-30.95%","-7.8181818182","0","0.419921875","0"
"ATI","12.60","0.00","0.00%","12.60","12.60","12.60","12.60","100.00","1,260.00","0.00","14.50","10.30","12.50","11.93","12.66","13.48","12.6310","12.1872","11.9082","11.6111","12.5447616047","12.2907852509","11.9980389231","11.7300342721","SIDEWAYS","UPTREND","SIDEWAYS","52.3454575705","NEUTRAL","0.1239967658","1.95%","LOW","-14.588634436","45.2991452991","-50.00","87,120","62,273","50,445","1,091,164.60","779,822.9333333333","631,971.90","White Marubozu","Bullish Harami","None","6.60%","0.00%","0.80%","-622,189.9998","-615,839.9998","547,856.0004","25,014,894.0003","42,592,580.0001","1.24","30.53%","10.1612903226","0","1.8475073314","0"
"ATN","0.70","0.03","4.48%","0.68","0.66","0.71","0.67","61,818,000.00","42,845,410.00","0.00","0.75","0.30","0.58","0.56","0.72","0.72","0.6315","0.6238","0.53695","0.44765","0.6301134216","0.6053246152","0.554688531","0.4882694146","DOWNTREND","SIDEWAYS","UPTREND","66.2905671822","NEUTRAL","0.0051006134","4.47%","NEUTRAL","211.9047619048","86.3247863248","-7.6923076923","11,820,500","10,033,867","9,164,100","7,818,724.00","6,611,566.6666666667","5,993,812.00","None","None","None","70.73%","4.48%","9.38%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","1.7073170732","0"
"ATNB","0.70","0.02","2.94%","0.68","0.68","0.71","0.68","13,133,000.00","9,149,010.00","1,916,100.00","0.75","0.30","0.62","0.57","0.72","0.72","0.6515","0.6410","0.56095","0.462625","0.6474138752","0.6239192225","0.573599157","0.5045651437","DOWNTREND","SIDEWAYS","UPTREND","64.0644438511","NEUTRAL","0.0061420159","4.44%","NEUTRAL","214.8148148148","80.303030303","-9.0909090909","3,375,900","2,996,600","2,918,800","2,214,795.00","1,970,470.00","1,914,035.00","White Long Day","None","None","52.17%","2.94%","9.38%","2,456,180.00","9,664,160.00","22,229,820.0001","32,432,639.0001","43,494,418.9996","0.00","0.00%","0.00","0","0.00","0"
"AUB","59.00","0.00","0.00%","58.00","57.55","59.00","59.00","15,790.00","930,693.00","583,689.00","60.00","47.35","57.62","54.20","59.35","60.00","58.96","59.2370","59.4380","59.3970","58.9783187651","59.1873673951","59.1518454168","57.9533192375","SIDEWAYS","SIDEWAYS","SIDEWAYS","49.3746136483","NEUTRAL","-0.1529205229","1.91%","LOW","-44.1347270616","79.5918367347","0.00","32,974","35,452","31,532","1,929,702.20","2,080,369.4666666667","1,852,628.5250","White Long Day","None","None","-1.34%","0.00%","0.17%","5,074,628.50","14,277,289.50","14,188,486.00","25,821,792.00","322,294,351.4998","5.77","22.77%","10.2253032929","0","1.0742898762","0"
"BC","1.62","0.09","5.88%","1.50","1.50","1.84","1.53","296,000.00","482,240.00","0.00","2.61","1.41","1.43","1.26","1.73","1.92","1.6305","1.6860","1.7607","1.8562","1.6007796814","1.6705833991","1.7435826864","1.8514726056","DOWNTREND","DOWNTREND","DOWNTREND","49.8265385881","NEUTRAL","-0.0452817006","4.63%","NEUTRAL","14.3399409532","34.5143638851","-51.1627906977","70,700","61,200","56,700","111,490.00","97,277.3333333333","93,130.00","Inverted Hammer","None","None","-6.36%","0.00%","10.96%","0.00","0.00","0.00","0.00","0.00","0.03","111.11%","54.00","0","0.26910299","0"
"BCB","1.60","0.00","0.00%","1.60","1.60","1.61","1.60","48,000.00","76,900.00","-76,900.00","2.61","1.60","1.0667","1.0667","1.66","1.96","1.6805","1.7104","1.7753","1.8842","1.6722284542","1.7104960219","1.7722290693","1.8915907476","DOWNTREND","SIDEWAYS","SIDEWAYS","43.0656432876","NEUTRAL","-0.0158657753","3.56%","NEUTRAL","-109.3189964158","0.00","-100.00","32,000","49,600","53,250","52,195.00","88,514.00","92,399.50","Gravestone Doji","None","None","-8.57%","-4.19%","-2.44%","-126,700.00","411,730.00","-18,060.00","-1,199,710.00","-18,358,055.9998","0.00","0.00%","0.00","0","0.00","0"
"BCOR","5.39","-0.01","-0.19%","5.39","5.39","5.39","5.40","200.00","1,078.00","0.00","7.50","4.51","5.08","4.81","5.40","5.62","5.18","5.1488","5.1078","5.2750","5.2344103295","5.1627134743","5.1683432543","5.2318116665","UPTREND","SIDEWAYS","SIDEWAYS","54.196317056","NEUTRAL","0.054245035","4.60%","NEUTRAL","76.5600710637","94.9708252292","-3.2786885246","6,690","6,440","5,340","34,840.80","33,213.3333333333","27,450.20","White Marubozu","Bullish Harami","Three White Soldiers","10.68%","-0.19%","0.75%","0.00","0.00","1,270.00","36,670.00","-349,827.9998","0.22","83.33%","24.50","0","2.9135135135","0"
"BDO","132.30","0.60","0.46%","131.70","130.80","133.40","131.70","3,118,160.00","411,935,044.00","-6,909,691.00","167.70","118.80","128.55","124.35","132.85","140.90","134.7150","142.9520","149.0530","140.9365","134.7142477742","140.6453683644","143.3154247793","140.0758952482","DOWNTREND","DOWNTREND","DOWNTREND","40.9095700548","NEUTRAL","-3.6530484367","2.70%","LOW","-60.191317145","27.4011299435","-64.406779661","3,229,659","2,810,683","2,556,092","426,141,305.30","374,259,596.9333333333","342,584,391.05","None","None","None","-19.33%","0.46%","1.77%","-194,587,897.9999","-346,501,835.9999","-1,821,030,992.9999","-4,124,427,619.9999","-4,969,931,726.1998","6.36","2.58%","20.8018867925","0","1.9684570748","0"
"BEL","3.38","0.02","0.60%","3.36","3.36","3.45","3.36","377,000.00","1,284,410.00","514,400.00","4.40","3.20","3.25","3.12","3.42","3.68","3.4745","3.6384","3.7145","3.7336","3.457154945","3.5840211801","3.6639995226","3.6911802512","DOWNTREND","DOWNTREND","SIDEWAYS","33.442822256","NEUTRAL","-0.0882283948","2.46%","LOW","-58.6561610856","38.858256753","-52.6315789474","663,000","703,733","624,050","2,235,742.50","2,407,126.3333333333","2,157,094.25","Inverted Hammer","None","None","-12.89%","0.60%","1.20%","400,420.00","-7,092,209.9997","-4,387,229.9997","-4,396,479.9997","-181,131,299.9993","0.29","0.00%","11.6551724138","0","1.30","0"
"BH","1,703.00","0.00","0.00%","1,703.00","1,703.00","1,703.00","1,703.00","5.00","8,515.00","0.00","2,990.00","1,001.00","1,650.00","1,400.00","1,751.50","2,945.00","1,876.25","1,456.48","1,156.9650","0.00","1,737.0987226422","1,513.1839323729","1,184.5197995959","0.00","DOWNTREND","UPTREND","UPTREND","50.3369913761","NEUTRAL","120.6814804082","12.68%","HIGH","-47.4818852772","36.2851851852","-59.60","17","146","133","31,269.00","210,302.6666666667","215,192.1250","White Marubozu","Bullish Harami","Three White Soldiers","14.60%","-10.37%","0.00%","0.00","0.00","12,795.00","49,100.00","0.00","-0.36","-2.86%","-4,730.5555555556","0","8.6446700508","0"
