"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)_VALUE","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"ACPB2","510.00","0.00","0.00%","510.00","510.00","510.00","510.00","20.00","10,200.00","0.00","540.00","500.00","502.00","500.00","515.00","534.50","509.90","511.60","516.90","519.3175","508.9913877464","511.6710228697","515.0879117814","519.187223931","DOWNTREND","SIDEWAYS","SIDEWAYS","50.3982651193","NEUTRAL","-1.4098126676","1.16%","LOW","11.7994100295","50.1424501424","-38.4615384615","11,053","7,797","7,029","5,572,625.00","3,931,406.6666666667","3,551,503.25","White Marubozu","Bullish Harami","Three White Soldiers","-3.04%","0.79%","0.00%","20,400.00","20,400.00","102,800.00","164,900.00","-15,664,605.00","0.00","0.00%","0.00","0","0.00","0"
"ACR","1.25","0.00","0.00%","1.25","1.25","1.26","1.25","112,000.00","140,080.00","-18,750.00","1.94","1.21","1.22","1.19","1.26","1.30","1.26","1.2764","1.2946","1.33975","1.2577036471","1.2719087416","1.2952882509","1.3386938438","DOWNTREND","SIDEWAYS","SIDEWAYS","46.1435511646","NEUTRAL","-0.0066465435","1.84%","LOW","-31.007751938","49.2063492064","-42.8571428571","139,300","166,200","176,450","171,719.00","206,333.3333333333","220,361.50","Gravestone Doji","None","None","-7.41%","-1.57%","0.00%","-6,650.00","-373,940.00","-367,660.00","-436,650.0001","-81,140,630.0001","245,777,710.00","614,444,274,900.00%","0.0000000051","0","0.7142857143","0"
"AEV","64.50","1.95","3.12%","62.55","62.55","64.50","62.55","545,390.00","35,005,232.00","9,150,181.00","79.00","59.30","62.30","59.30","64.70","69.85","63.93","67.55","71.4605","72.2020","64.0810591564","66.9251014914","69.4063554659","71.2805360643","DOWNTREND","DOWNTREND","DOWNTREND","48.8295724599","NEUTRAL","-1.7101400621","3.31%","NEUTRAL","-3.6289892198","52.2892176294","-7.1428571429","1,037,060","1,222,489","1,145,178","64,711,722.95","76,120,659.8666666667","72,626,558.60","White Marubozu","None","None","-12.84%","-7.66%","3.28%","-110,092,033.50","-534,833,572.50","-772,207,367.9997","-1,877,277,211.50","-3,281,949,816.0027","3.86","-1.53%","16.7098445596","0","2.3669724771","0"
"AGI","12.98","0.00","0.00%","13.00","12.96","13.18","12.98","2,484,300.00","32,299,604.00","-15,313,648.00","17.30","12.56","12.97","12.44","13.28","13.70","13.1440","13.5264","14.5066","14.8923","13.2266308637","13.6135786871","14.1384709624","14.497196846","UPTREND","SIDEWAYS","DOWNTREND","40.6366608443","NEUTRAL","-0.143897148","2.32%","LOW","-70.509233352","6.0526315789","-97.50","4,013,820","5,080,753","5,514,790","53,475,319.20","67,256,301.7333333333","72,645,283.90","Shooting Star","None","None","-18.88%","-0.46%","-0.76%","-80,345,184.00","-145,071,186.00","-731,676,986.0002","-552,939,482.0002","-2,683,037,344.4792","2.18","-3.54%","5.9541284404","0","0.4687612857","0"
"ALCO","0.82","0.00","0.00%","0.82","0.81","0.83","0.82","860,000.00","698,930.00","-8,200.00","1.32","0.81","0.80","0.69","0.84","0.88","0.8325","0.8498","0.8748","0.93085","0.8338051318","0.8494791405","0.8769081855","0.9083719749","SIDEWAYS","SIDEWAYS","SIDEWAYS","42.4289890271","NEUTRAL","-0.006837692","2.90%","LOW","-121.2121212121","0.00","-85.7142857143","754,200","911,667","856,250","624,443.00","760,364.00","711,675.50","Doji","None","None","-8.89%","-1.20%","-2.38%","-9,880.00","2,570.00","1,496,969.9999","2,427,259.9999","-370,770,481.0002","0.03","-81.25%","27.3333333333","0","0.8631578947","0"
"ALCPB","100.40","-2.60","-2.52%","100.40","100.40","100.40","103.00","10,000.00","1,004,000.00","0.00","109.00","100.00","100.20","100.20","107.00","109.00","106.04","107.1280","106.8410","106.2640","105.5566694671","106.5198260756","106.6210131083","106.1864983306","DOWNTREND","SIDEWAYS","SIDEWAYS","30.6720978396","NEUTRAL","-0.6647233205","1.32%","LOW","-263.0004601933","0.00","-100.00","4,221","5,331","7,052","437,150.00","560,966.00","717,181.85","White Marubozu","None","Three White Soldiers","-7.04%","-3.46%","-2.52%","144,720.00","289,643.00","-3,237,387.00","-5,578,921.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ALHI","14.00","-0.30","-2.10%","13.28","13.28","14.26","14.30","9,400.00","126,020.00","0.00","29.25","6.02","13.59","13.15","15.50","16.19","14.6250","15.5260","15.3654","11.71435","14.8127127659","15.0974219285","14.4428445414","12.7729626158","UPTREND","DOWNTREND","SIDEWAYS","41.8930503771","NEUTRAL","-0.2427344152","6.79%","HIGH","-119.7906571041","61.5842947348","-63.5593220339","4,090","4,887","18,680","57,652.20","68,863.0666666667","276,184.60","White Long Day","None","Three White Soldiers","8.70%","-5.15%","-9.68%","3,100.00","47,424.00","510,830.00","-2,636,218.0001","-2,578,846.0006","0.52","-3.70%","26.9230769231","0","2.1909233177","0"
"ALI","41.90","0.40","0.96%","41.50","41.45","42.00","41.50","3,834,500.00","159,870,685.00","7,541,635.00","47.50","37.60","41.30","39.70","42.18","44.10","41.0925","40.9880","42.7080","42.93725","41.3391185023","41.4413747042","41.9631414789","41.8291361462","UPTREND","SIDEWAYS","DOWNTREND","54.7065626723","NEUTRAL","0.154778919","2.31%","LOW","67.6176660219","55.2380952381","-41.4285714286","7,916,540","7,525,353","8,097,755","330,468,961.50","311,153,773.00","333,168,645.75","White Long Day","None","None","-6.05%","2.70%","-0.24%","-86,512,830.00","155,941,600.00","-183,659,290.00","-5,070,154,340.00","-7,995,334,062.8003","1.76","15.79%","23.8068181818","0","3.2033639144","0"
"ALLS","4,647.35","35.35","0.77%","4,618.32","4,610.37","4,647.35","4,612.00","0.00","0.00","0.00","5,287.61","4,577.58","4,602.80","4,408.50","4,683.05","4,858.82","4,657.4490","4,770.8554","4,934.2501","4,884.62395","4,676.84708741","4,761.3831214584","4,834.8337900371","4,829.0751835961","UPTREND","SIDEWAYS","SIDEWAYS","44.3149741387","NEUTRAL","-35.8744522068","1.14%","LOW","-39.3729489141","26.0366391613","-68.732160465","0","0","0","0.00","0.00","0.00","White Long Day","None","None","-6.87%","-1.61%","-0.38%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ANI","14.60","0.10","0.69%","14.50","14.40","14.60","14.50","2,023,100.00","29,461,734.00","13,151,138.00","15.00","5.99","14.34","13.90","14.68","15.00","14.4930","14.1952","13.2242","11.94025","14.4936858253","14.0991052883","13.3781896586","11.9268861287","UPTREND","SIDEWAYS","UPTREND","55.8740548638","NEUTRAL","0.1760104367","1.85%","LOW","29.5390883626","53.8518518519","-44.4444444444","1,378,360","1,165,280","1,035,985","20,197,765.00","17,002,717.0666666667","15,064,923.60","None","Bullish Engulfing","None","19.67%","4.29%","-0.27%","16,290,584.00","87,383,934.00","91,109,392.00","103,417,952.00","284,803,173.0019","0.33","189.19%","44.2424242424","0","5.5513307985","0"
"ANS","6.40","-0.18","-2.74%","6.35","6.35","6.40","6.58","31,400.00","200,800.00","0.00","7.90","6.08","6.33","6.12","6.58","7.56","6.4985","6.7158","6.8955","6.9393","6.5296504857","6.6574715528","6.7820522128","6.7843484863","UPTREND","DOWNTREND","SIDEWAYS","39.8495964274","NEUTRAL","-0.0412827629","2.60%","LOW","-96.1611554542","79.797979798","-57.5757575758","47,160","50,507","41,195","304,334.50","326,663.2666666667","266,005.55","White Marubozu","None","None","-9.22%","-2.29%","-2.74%","273,434.00","273,434.00","223,164.00","-838,209.00","-68,635,240.00","1.35","-50.00%","4.7407407407","0","0.4263824117","0"
"AP","37.75","0.10","0.27%","38.00","37.75","38.35","37.65","486,800.00","18,488,070.00","-4,095,885.00","43.10","37.00","37.65","37.20","38.85","40.30","38.3050","38.5330","39.4540","40.0155","38.270473382","38.583254069","39.1183556565","39.8439822889","SIDEWAYS","SIDEWAYS","SIDEWAYS","44.3909796974","NEUTRAL","-0.0670093885","2.05%","LOW","-105.9829059829","21.1111111111","-83.3333333333","1,154,960","1,028,773","1,139,825","44,371,781.00","39,419,597.6666666667","43,759,089.25","None","None","None","-9.15%","-0.66%","-2.83%","-56,605,609.9997","-281,235,094.9997","-391,697,354.9996","-1,042,763,824.9995","-3,178,579,065.0002","2.72","3.42%","13.8786764706","0","2.5217100868","0"
"APC","0.44","-0.01","-2.22%","0.45","0.44","0.45","0.45","1,940,000.00","865,800.00","0.00","0.91","0.42","0.4375","0.4225","0.4675","0.4975","0.4715","0.5020","0.49135","0.518575","0.470363525","0.4873796626","0.4961420948","0.5067611051","DOWNTREND","DOWNTREND","SIDEWAYS","33.6404180073","NEUTRAL","-0.0105353583","3.83%","NEUTRAL","-216.199376947","0.00","-100.00","2,368,000","2,679,333","2,425,500","1,095,175.00","1,268,946.6666666667","1,148,722.50","Black Marubozu","None","None","-8.33%","-6.38%","-5.38%","55,200.00","236,050.00","303,130.00","-43,837,020.00","-61,454,359.9998","0.00","100.00%","0.00","0","14.6666666667","0"
"APL","0.0470","0.00","0.00%","0.0450","0.0450","0.0470","0.0470","16,800,000.00","760,000.00","36,800.00","0.0720","0.0370","0.0455","0.0435","0.0475","0.05","0.0474","0.04932","0.04975","0.047165","0.0474047383","0.0487785935","0.0490409316","0.0484800537","DOWNTREND","DOWNTREND","SIDEWAYS","45.7337961793","NEUTRAL","-0.0007978209","3.47%","NEUTRAL","-129.9254526092","0.00","-66.6666666667","7,680,000","10,913,333","10,760,000","355,860.00","517,400.00","509,700.00","White Marubozu","None","None","11.90%","-2.08%","2.17%","36,800.00","-133,300.00","-128,800.00","275,390.00","-7,319,169.9995","0.00","0.00%","0.00","0","4.70","0"
"APO","0.93","-0.02","-2.11%","0.94","0.93","0.94","0.95","144,000.00","135,160.00","0.00","1.36","0.88","0.88","0.85","0.97","1.04","0.9110","0.9216","0.9514","1.0299","0.9213079921","0.9272058814","0.9548758288","1.0096809961","UPTREND","SIDEWAYS","SIDEWAYS","52.9857184138","NEUTRAL","0.0001954091","2.50%","LOW","70.4822469528","69.6296296296","-50.00","221,600","162,933","126,500","209,078.00","152,856.6666666667","118,492.50","Black Marubozu","None","None","-7.00%","3.33%","-1.06%","0.00","320.00","-138,350.00","-133,080.00","81,565,320.00","-0.03","0.00%","-31.00","0","0.4285714286","0"
"APX","1.60","-0.02","-1.23%","1.61","1.58","1.61","1.62","4,028,000.00","6,423,550.00","8,000.00","2.42","1.48","1.59","1.53","1.66","1.76","1.6785","1.7022","1.6487","1.6693","1.6727611021","1.6855563554","1.6790127901","1.7257171763","DOWNTREND","SIDEWAYS","SIDEWAYS","38.4563855983","NEUTRAL","-0.0156827611","3.28%","NEUTRAL","-153.3732903028","8.0092592593","-88.8888888889","2,123,500","2,002,867","2,359,150","3,503,834.00","3,345,658.00","3,952,014.50","Hanging Man","None","None","3.23%","-5.88%","-3.61%","54,740.00","2,597,670.00","31,273,440.00","49,043,359.00","-35,654,080.9993","0.08","14.29%","20.00","0","1.8390804598","0"
"AR","0.0029","0.00","0.00%","0.0028","0.0027","0.0030","0.0029","398,000,000.00","1,115,800.00","0.00","0.0038","0.0021","0.0027","0.0026","0.0030","0.0032","0.002825","0.002978","0.002691","0.0026405","0.0028266609","0.0028366433","0.0027717712","0.0027866912","DOWNTREND","DOWNTREND","UPTREND","54.880177262","NEUTRAL","-0.0000357403","5.16%","HIGH","42.5531914894","55.5555555556","-33.3333333333","277,100,000","237,866,667","252,350,000","786,920.00","674,746.6666666667","719,170.00","None","None","None","31.82%","0.00%","7.41%","-2,900.00","137,100.00","-58,400.00","-1,138,500.00","557,800.00","0.00","0.00%","0.00","0","0.00","0"
"ARA","2.02","-0.06","-2.88%","2.02","2.02","2.02","2.08","41,000.00","82,820.00","0.00","2.65","2.00","2.00","1.92","2.08","2.18","2.0445","2.0810","2.1457","2.26235","2.0518432352","2.0856744024","2.1453789198","2.2192456189","DOWNTREND","SIDEWAYS","SIDEWAYS","45.6114622968","NEUTRAL","-0.0172490318","2.60%","LOW","-88.3380997776","51.5151515152","-80.00","84,100","80,400","77,550","169,882.00","163,411.3333333333","157,734.50","White Marubozu","None","None","-11.40%","-3.81%","-2.42%","0.00","112,629.9999","36,050.0002","-654,869.9999","-6,853,118.9995","0.00","0.00%","0.00","0","2.2696629213","0"
"AT","4.14","-0.05","-1.19%","4.14","4.13","4.14","4.19","55,000.00","227,290.00","-4,140.00","5.80","4.13","3.92","3.84","4.34","4.48","4.30","4.5530","4.7237","4.8402","4.3154938925","4.4900935433","4.6431607725","4.781386597","DOWNTREND","DOWNTREND","SIDEWAYS","33.0802729594","NEUTRAL","-0.0937619648","2.10%","LOW","-172.4249797242","12.4796747967","-97.5609756098","177,000","168,467","190,950","759,075.00","723,689.3333333333","826,374.50","Dragonfly Doji","None","None","-17.20%","-3.94%","-1.43%","-442,900.00","-3,014,159.9998","-7,566,169.9997","-7,783,663.9997","-63,325,240.9988","-0.36","21.74%","-11.50","0","0.3901979265","0"
"ATI","13.00","0.18","1.40%","13.00","13.00","13.00","12.82","300.00","3,900.00","0.00","14.50","10.58","12.80","12.38","13.06","13.48","12.7950","12.5524","12.1160","11.7147","12.8179224335","12.5558874247","12.2243902183","11.8885057004","UPTREND","SIDEWAYS","SIDEWAYS","56.1453770075","NEUTRAL","0.1244298697","1.52%","LOW","86.9867780097","73.0158730159","-11.9047619048","276,640","220,807","174,560","3,523,811.00","2,812,138.40","2,221,456.20","White Marubozu","None","None","9.98%","3.17%","-0.46%","12,151,040.00","23,490,876.00","22,875,036.0002","24,019,336.0003","65,010,368.0001","1.34","7.20%","9.7014925373","0","1.8492176387","0"
"ATN","0.68","0.00","0.00%","0.68","0.66","0.70","0.68","13,078,000.00","8,875,030.00","0.00","0.76","0.30","0.67","0.58","0.74","0.75","0.6660","0.6356","0.5797","0.473025","0.6700072184","0.6375064094","0.5858680609","0.5141622327","UPTREND","UPTREND","UPTREND","53.8689195283","NEUTRAL","0.0168383016","5.63%","HIGH","35.699460357","54.9145299145","-58.3333333333","23,086,400","37,811,467","33,126,500","16,075,508.00","26,595,270.6666666667","23,165,295.00","Doji","None","None","65.85%","1.49%","-1.45%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","1.6585365854","0"
"ATNB","0.70","0.00","0.00%","0.72","0.70","0.72","0.70","2,687,000.00","1,896,900.00","1,765,000.00","0.76","0.30","0.68","0.62","0.74","0.75","0.6770","0.6502","0.6037","0.48765","0.6820416603","0.6522837147","0.6024831151","0.5295842819","UPTREND","UPTREND","UPTREND","56.1097402122","NEUTRAL","0.0146318318","4.53%","NEUTRAL","77.8997202496","62.6262626263","-45.4545454545","3,542,100","6,083,600","5,662,900","2,489,682.00","4,314,684.6666666667","3,980,193.00","Black Marubozu","Bearish Harami","None","52.17%","2.94%","0.00%","3,024,149.9999","9,970,229.9999","19,634,389.9999","38,891,259.00","54,024,948.9995","0.00","0.00%","0.00","0","0.00","0"
"AUB","58.85","0.15","0.26%","57.80","57.75","58.95","58.70","33,710.00","1,983,155.00","1,398,619.50","60.00","48.35","57.82","54.20","58.95","60.00","58.7875","59.1060","59.32","59.47325","58.8099608834","59.0079442149","59.059517837","58.0608224281","SIDEWAYS","SIDEWAYS","SIDEWAYS","49.8670744881","NEUTRAL","-0.1058095537","1.62%","LOW","-18.7317672348","80.8080808081","-9.0909090909","17,194","20,570","25,705","1,010,559.25","1,210,353.20","1,507,412.8750","White Long Day","None","Three White Soldiers","-1.59%","-0.25%","-0.17%","2,939,240.50","13,403,586.50","24,864,638.50","33,967,472.50","324,473,363.9998","6.07","24.90%","9.6952224053","0","1.0412243454","0"
"BC","1.60","0.05","3.23%","1.70","1.60","1.70","1.55","55,000.00","91,750.00","0.00","2.30","1.41","1.52","1.43","1.73","1.80","1.5990","1.6756","1.7503","1.8522","1.5923710004","1.6589069537","1.7332990427","1.8430601829","DOWNTREND","DOWNTREND","DOWNTREND","49.0199609366","NEUTRAL","-0.0447388296","4.77%","NEUTRAL","27.9206465834","36.4341085271","-55.8139534884","69,700","63,467","50,250","109,760.00","100,919.3333333333","80,128.50","Black Marubozu","None","None","-7.51%","-1.23%","3.23%","0.00","0.00","0.00","0.00","0.00","0.25","139.68%","6.40","0","0.2684563758","0"
"BCB","1.70","0.10","6.25%","1.58","1.58","1.70","1.60","5,000.00","8,140.00","3,400.00","2.27","1.58","1.59","1.0667","1.71","1.96","1.6810","1.7104","1.7739","1.88175","1.6748733633","1.7100844132","1.7707987907","1.889684372","DOWNTREND","SIDEWAYS","SIDEWAYS","51.2755378454","NEUTRAL","-0.0166754072","3.62%","NEUTRAL","-20.202020202","0.00","-45.4545454545","31,100","25,333","53,200","50,625.00","41,630.6666666667","92,299.50","White Marubozu","None","None","-2.86%","6.25%","6.25%","-73,500.00","-131,550.00","-14,660.00","-1,262,910.00","-18,310,405.9998","0.00","0.00%","0.00","0","0.00","0"
"BCOR","5.39","0.39","7.80%","5.39","5.39","5.39","5.00","100.00","539.00","0.00","6.30","4.51","4.92","4.66","5.40","6.30","5.2075","5.1674","5.1103","5.2731","5.2238456638","5.1677025323","5.1703524608","5.2303089471","UPTREND","SIDEWAYS","SIDEWAYS","53.185415692","NEUTRAL","0.0480966301","5.44%","HIGH","81.1492913997","74.8633879781","-3.2786885246","6,310","6,560","5,485","32,465.30","33,891.3333333333","28,181.30","White Marubozu","None","None","10.68%","-0.19%","0.19%","4,851.00","4,851.00","9,567.00","41,521.00","-344,976.9998","0.22","83.33%","24.50","0","2.9135135135","0"
"BDO","128.50","2.50","1.98%","126.10","126.00","128.70","126.00","1,066,250.00","136,301,618.00","28,613,358.00","167.70","118.80","126.00","122.10","132.60","137.45","129.8850","136.19","145.9310","141.41","130.8041974133","135.7075101226","139.7816291512","138.6258303959","UPTREND","DOWNTREND","DOWNTREND","43.8891150654","NEUTRAL","-2.1059744876","2.72%","LOW","-73.2919254658","20.0501253133","-71.4285714286","1,620,102","1,932,297","2,010,125","213,263,386.10","251,283,082.60","261,852,206.00","White Long Day","Tweezer Bottoms","None","-21.65%","-2.43%","-2.87%","-168,103,531.00","-445,987,096.0002","-792,488,932.0001","-3,052,361,966.0001","-5,613,424,183.20","6.36","2.58%","20.2044025157","0","1.9119178694","0"
"BEL","3.47","0.01","0.29%","3.49","3.43","3.49","3.46","84,000.00","289,390.00","10,390.00","4.35","3.20","3.38","3.25","3.54","3.68","3.4065","3.5374","3.6679","3.7048","3.4447603289","3.5161943146","3.6035854362","3.6547255737","UPTREND","DOWNTREND","SIDEWAYS","52.3758046471","NEUTRAL","-0.0287567155","2.19%","LOW","82.8772478499","48.8095238095","-46.4285714286","390,100","289,867","386,500","1,353,976.00","1,003,280.00","1,316,920.00","Hanging Man","None","None","-10.57%","3.27%","0.58%","-885,840.00","-46,500.00","-7,138,709.9997","-1,236,489.9997","-62,102,899.9993","0.29","0.00%","11.9655172414","0","1.3346153846","0"
"BH","1,703.00","0.00","0.00%","1,703.00","1,703.00","1,703.00","1,703.00","5.00","8,515.00","0.00","2,990.00","1,001.00","1,650.00","1,400.00","1,751.50","2,945.00","1,876.25","1,456.48","1,156.9650","0.00","1,737.0987226422","1,513.1839323729","1,184.5197995959","0.00","DOWNTREND","UPTREND","UPTREND","50.3369913761","NEUTRAL","120.6814804082","12.68%","HIGH","-47.4818852772","36.2851851852","-59.60","17","146","133","31,269.00","210,302.6666666667","215,192.1250","White Marubozu","Bullish Harami","Three White Soldiers","14.60%","-10.37%","0.00%","0.00","0.00","12,795.00","49,100.00","0.00","-0.35","-122.15%","-4,865.7142857143","0","8.6446700508","0"
