"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"PRMX","4.02","-0.07","-1.71%","4.09","4.01","4.10","4.09","303,000.00","1,221,660.00","-28,280.00","7.41","3.78","4.00","3.82","4.14","4.43","4.1590","4.4208","5.3431","5.2168","4.1902617982","4.5087937177","4.89942401","4.9675515184","SIDEWAYS","DOWNTREND","DOWNTREND","39.0456387442","NEUTRAL","-0.1066954932","4.35%","NEUTRAL","-101.5358361775","12.6390904693","-92.4528301887","1,016,600","1,091,133","1,195,600","4,301,696.00","4,612,124.6666666667","5,017,174.50","Black Long Day","None","None","-29.72%","-2.66%","-1.71%","-836,280.0002","-154,039.9996","461,280.0003","-6,768,372.9998","45,113,460.0001","0.08","-50.00%","50.25","0","6.9310344828","0"
"PROP","3,601.25","-27.81","-0.77%","3,609.12","3,563.01","3,613.80","3,629.06","225,392,385.00","1,047,605,287.99","-130,003,874.9996","4,144.31","3,125.93","3,550.99","3,350.46","3,703.77","3,823.77","3,721.9365","3,864.7908","3,896.8424","3,840.9055","3,697.3793091397","3,762.2581792484","3,801.760084929","3,756.4101899553","DOWNTREND","DOWNTREND","SIDEWAYS","46.4096748566","NEUTRAL","-27.4853918226","4.11%","NEUTRAL","-152.1915707207","33.6795821053","-81.9351592265","490,360,958","546,141,620","652,718,416","1,740,425,363.8220","1,632,184,550.3340","1,726,902,487.9655","Hanging Man","None","None","-9.48%","-3.24%","-0.77%","-953,855,904.9993","-2,647,873,306.9991","-6,307,489,211.9992","-9,438,603,330.9990","-14,797,162,973.00","0.00","0.00%","0.00","0","0.00","0"
"PSB","85.50","-1.50","-1.72%","87.00","85.50","87.00","87.00","220.00","18,840.00","0.00","92.00","83.05","85.25","84.02","87.00","89.70","86.3275","87.5290","88.1005","88.3735","86.6652863347","87.2942363651","87.9183407433","89.2707407057","SIDEWAYS","SIDEWAYS","SIDEWAYS","45.8321969327","NEUTRAL","-0.3289853867","1.74%","LOW","-33.1782945736","24.2892156863","-90.5882352941","500","567","480","43,195.33","48,817.12","41,248.69","Black Marubozu","Bearish Engulfing","None","-1.89%","0.35%","-1.72%","3,440.00","3,440.00","-815,912.00","-782,869.00","-3,748,568.50","10.20","4.19%","8.3823529412","0","0.9377056372","0"
"PSE","239.00","0.20","0.08%","239.00","238.40","239.00","238.80","580.00","138,554.00","0.00","259.80","233.00","238.60","231.60","241.40","249.40","244.73","242.4720","241.02","241.0160","242.7750380783","242.3200807385","241.566533656","242.3979425345","DOWNTREND","SIDEWAYS","SIDEWAYS","39.5830250097","NEUTRAL","0.3302715458","1.14%","LOW","-141.1136536995","0.00","-94.8275862069","15,046","20,412","27,449","3,665,061.60","5,020,741.20","6,705,181.10","Dragonfly Doji","None","None","-0.42%","-2.45%","0.08%","31,178.00","-16,227,168.00","40,917,068.00","23,401,598.00","-20,413,357.9998","12.59","28.73%","18.9833200953","0","5.4691075515","0"
"PSEI","7,932.38","-38.42","-0.48%","7,948.05","7,834.11","7,949.61","7,970.80","1,748,552,645.00","6,335,297,513.18","-708,177,680.18","9,078.37","7,222.15","7,871.59","7,571.59","8,152.35","8,592.38","8,288.9630","8,561.2322","8,492.1339","8,271.4061","8,248.4648538319","8,417.9564403302","8,422.2023063181","8,257.7072382667","DOWNTREND","DOWNTREND","SIDEWAYS","32.5132423357","NEUTRAL","-123.7639736928","1.64%","LOW","-154.2352087691","21.0834641206","-84.8940879884","3,934,073,065","3,963,732,850","4,584,162,505","10,122,486,057.4760","9,204,761,300.6606666667","8,911,427,966.4565","Hanging Man","None","None","-7.31%","-6.41%","-0.48%","-7,299,865,920.64","-16,014,660,415.71","-25,758,197,544.34","-27,544,495,911.06","-8,816,929,285.95","0.00","0.00%","0.00","0","0.00","0"
"PTC","105.10","-6.40","-5.74%","111.50","105.00","111.50","111.50","570.00","61,106.00","0.00","220.00","95.00","104.70","100.20","112.25","192.50","111.57","108.8380","107.1430","110.7425","109.7058251144","108.5603840647","109.3726612789","114.5822348486","DOWNTREND","SIDEWAYS","SIDEWAYS","47.1319996622","NEUTRAL","1.1079535735","9.71%","HIGH","-40.4318947335","3.9475497962","-99.0517241379","3,491","14,069","10,682","386,869.50","2,068,434.6666666667","1,564,789.05","Black Long Day","Bearish Engulfing","None","-27.52%","-1.41%","-5.74%","0.00","97,635.00","108,025.00","43,667.00","-82,283,265.00","1.08","-11.48%","97.3148148148","0","4.2006394884","0"
"PX","6.02","0.05","0.84%","6.02","5.90","6.02","5.97","195,100.00","1,169,459.00","705,065.00","9.49","5.50","5.82","5.50","6.08","6.32","6.0515","6.4206","6.5153","7.58865","6.0839186485","6.2911155732","6.6566653625","7.2208819318","DOWNTREND","DOWNTREND","SIDEWAYS","43.6186743159","NEUTRAL","-0.1187780478","2.49%","LOW","-91.7030567686","45.9459459459","-43.2432432432","627,460","676,893","618,700","3,799,531.80","4,093,105.1333333333","3,746,318.15","Dragonfly Doji","None","None","-0.66%","-3.22%","0.84%","1,323,237.00","1,148,296.00","6,447,938.00","34,144,794.00","246,305,880.7553","0.28","55.56%","21.50","0","1.2210953347","0"
"PXP","14.02","0.72","5.41%","13.00","12.02","14.02","13.30","6,798,100.00","88,669,628.00","3,199,276.00","19.42","2.84","9.90","8.23","14.67","18.86","14.6870","12.1654","10.4260","7.5706","13.7819670829","12.576828942","10.8184951449","8.6566282666","DOWNTREND","UPTREND","UPTREND","51.8132467168","NEUTRAL","0.4240947607","11.33%","HIGH","-63.7491885287","60.3435980001","-28.0400572246","12,046,520","10,106,940","13,006,810","155,533,048.60","135,770,981.4666666667","195,191,517.10","None","Bullish Engulfing","None","76.13%","-23.56%","5.41%","-3,734,286.00","-58,869,239.9997","-100,670,247.9997","-93,127,258.9994","117,691,157.1321","-0.04","75.00%","-350.50","0","36.8947368421","0"
"RCB","45.80","0.80","1.78%","44.00","43.80","45.80","45.00","48,600.00","2,167,910.00","1,678,240.00","66.00","37.70","44.12","38.88","45.98","49.95","46.3550","49.1230","52.4370","54.0150","46.4080677008","48.5822196049","50.6258365536","50.7767039646","DOWNTREND","DOWNTREND","DOWNTREND","36.8920732704","NEUTRAL","-1.0041415206","1.93%","LOW","-142.5422483468","51.6532921811","-32.00","106,400","85,600","83,080","4,891,639.00","3,948,424.00","3,841,630.00","White Long Day","None","None","-17.25%","-1.61%","1.78%","-1,784,610.00","-3,290,510.00","20,217,000.00","-60,459,937.00","-380,444,738.9995","2.69","-24.65%","17.0260223048","0","0.985582096","0"
"RCI","2.21","-0.03","-1.34%","2.20","2.19","2.22","2.24","43,000.00","94,800.00","0.00","4.95","1.80","2.08","2.00","2.38","3.35","2.6380","2.5256","2.3044","2.3919","2.5274666128","2.5269626793","2.4284465466","2.3835675728","DOWNTREND","UPTREND","UPTREND","41.7371556141","NEUTRAL","-0.0540837621","14.49%","HIGH","-118.5893350329","13.7135834598","-82.7586206897","213,500","658,600","683,250","522,480.00","1,899,507.3333333333","2,002,900.00","None","None","None","-13.33%","-28.01%","-1.34%","-8,560.00","-35,660.0001","-13,877,410.0001","-13,840,990.0001","-13,799,130.0001","-0.03","-200.00%","-73.6666666667","0","0.5989159892","0"
"REG","2.54","-0.16","-5.93%","2.54","2.54","2.54","2.70","4,000.00","10,160.00","0.00","5.85","2.47","2.52","2.38","2.71","3.00","2.6085","2.5844","2.6038","2.6141","2.5981034497","2.5978802233","2.6021606509","2.6076479801","UPTREND","SIDEWAYS","SIDEWAYS","47.9872398952","NEUTRAL","0.0067336575","6.12%","HIGH","-67.7290836653","16.3398692811","-94.1176470588","58,700","42,200","67,700","163,979.00","117,128.00","132,248.50","White Marubozu","None","None","-2.31%","0.79%","-5.93%","0.00","0.00","25,000.00","67,680.00","-1,998,620.00","0.01","-80.00%","254.00","0","0.9407407407","0"
"RFM","4.70","0.00","0.00%","4.70","4.70","4.70","4.70","20,000.00","94,000.00","94,000.00","5.47","4.22","4.65","4.48","4.72","4.88","4.7895","4.8118","4.8791","4.6775","4.7689068045","4.8097136574","4.8014712133","4.7470955684","DOWNTREND","SIDEWAYS","SIDEWAYS","41.2118517056","NEUTRAL","-0.0268614097","0.95%","LOW","-86.7810292634","0.00","-100.00","70,600","327,533","308,850","332,006.00","1,581,676.6666666667","1,489,287.00","White Marubozu","Tweezer Bottoms","None","-5.43%","-3.09%","0.00%","-122,280.00","10,356,820.00","25,303,669.9998","55,460,747.9999","184,216,751.9996","0.29","7.41%","16.2068965517","0","1.5824915825","0"
"RLC","19.86","-0.59","-2.89%","20.45","19.80","20.45","20.45","951,900.00","18,954,207.00","-5,169,507.00","27.40","18.62","19.32","18.81","20.48","21.10","19.9920","20.3526","21.5448","23.19365","20.1258530918","20.5145880362","21.4120151415","22.7251451644","UPTREND","SIDEWAYS","DOWNTREND","46.9352230677","NEUTRAL","-0.0798048616","3.28%","NEUTRAL","10.5861089595","56.7227604964","-62.2641509434","1,778,780","1,749,167","1,976,655","35,917,128.10","35,293,837.9333333333","39,401,448.85","Black Long Day","Tweezer Tops","None","-6.76%","2.37%","-2.89%","364,531.0008","9,888,194.0008","-97,155,209.9993","-697,441,639.9993","-1,723,258,014.9993","1.42","-5.33%","13.985915493","0","1.2373831776","0"
"RLT","0.52","0.01","1.96%","0.51","0.51","0.53","0.51","2,482,000.00","1,296,340.00","9,690.00","0.85","0.46","0.50","0.4825","0.53","0.56","0.5295","0.5370","0.55195","0.558725","0.5270346584","0.5361683271","0.5443275463","0.5499075119","SIDEWAYS","SIDEWAYS","SIDEWAYS","46.7433068063","NEUTRAL","-0.0026103772","4.75%","NEUTRAL","-48.3660130719","23.8095238095","-71.4285714286","2,829,300","3,936,267","4,121,200","1,471,605.00","2,104,886.6666666667","2,183,111.75","None","None","None","-16.13%","0.00%","1.96%","379,770.00","486,770.00","123,220.00","572,690.00","15,444,080.0003","0.02","300.00%","26.00","0","0.7878787879","0"
"ROCK","1.96","0.01","0.51%","1.95","1.93","1.97","1.95","156,000.00","304,210.00","107,240.00","2.78","1.68","1.93","1.81","2.02","2.12","1.9860","2.0070","2.0582","1.9209","1.9930630555","2.0115389301","2.0036206624","1.9378448112","UPTREND","SIDEWAYS","SIDEWAYS","45.057091175","NEUTRAL","-0.0022042548","3.99%","NEUTRAL","-50.8674414688","29.7777777778","-80.00","1,000,800","938,133","876,850","2,043,000.00","1,901,485.3333333333","1,755,289.50","None","None","None","-7.55%","2.62%","0.51%","1,261,310.00","4,411,820.0003","11,281,510.0003","14,883,870.0006","16,820,967.0609","0.36","24.14%","5.4444444444","0","0.7259259259","0"
"ROX","3.40","0.00","0.00%","3.40","3.40","3.40","3.40","3,000.00","10,200.00","0.00","5.82","2.73","3.38","3.17","3.45","3.67","3.4245","3.7072","4.1404","4.2837","3.4734010311","3.6943721195","3.9280988446","4.0243129873","SIDEWAYS","DOWNTREND","DOWNTREND","44.9739797674","NEUTRAL","-0.1012227163","4.61%","NEUTRAL","-43.204812688","31.5315315315","-72.972972973","17,900","23,133","23,900","61,384.00","79,115.3333333333","81,620.50","White Marubozu","Tweezer Bottoms","None","-16.26%","0.00%","0.00%","0.00","3,490.00","84,950.00","62,170.00","12,281,193.00","-0.07","12.50%","-48.5714285714","0","0.5044510386","0"
"RRHI","87.00","0.40","0.46%","90.00","86.00","90.00","86.60","1,192,970.00","104,280,242.00","-43,875,821.00","108.10","73.80","84.52","79.85","88.75","95.00","90.4625","94.1510","94.3090","92.6150","89.5895176309","92.3890703382","93.1924471523","91.4024958274","DOWNTREND","DOWNTREND","SIDEWAYS","36.5531645256","NEUTRAL","-2.0603915715","2.64%","LOW","-52.7109899737","28.9548477048","-71.1711711712","1,630,466","1,286,867","1,101,407","141,833,250.35","113,324,374.10","97,625,340.8250","Black Long Day","None","None","-9.56%","-8.42%","0.46%","-114,095,084.50","-468,813,172.50","-813,880,794.00","-1,238,826,735.00","-2,891,428,116.5006","3.62","7.42%","24.0331491713","0","2.4006622517","0"
"RWM","4.05","0.08","2.02%","3.90","3.80","4.09","3.97","4,542,000.00","18,131,380.00","10,424,530.00","4.49","2.86","3.53","3.36","4.08","4.26","3.5545","3.7188","3.8226","3.6970","3.6573096645","3.6907822412","3.7379863354","3.6992811892","UPTREND","DOWNTREND","SIDEWAYS","71.6621269788","OVERBOUGHT","-0.0137799612","3.97%","NEUTRAL","201.5290519878","79.3248945147","-8.8607594937","2,897,800","2,044,400","1,631,950","11,177,733.00","7,843,418.00","6,223,555.00","None","None","None","1.76%","19.12%","2.02%","34,784,390.0003","35,419,890.0003","39,992,230.0003","43,746,019.9994","1,698,605.9991","0.02","-92.31%","202.50","0","1.5517241379","0"
"SBS","7.10","-0.40","-5.33%","7.40","7.00","7.40","7.50","417,200.00","2,973,075.00","513,890.00","11.80","5.40","7.05","5.88","7.85","10.40","7.2270","6.4310","6.1423","6.0711705","7.2456888637","6.6974574676","6.3597898549","6.1433744923","UPTREND","UPTREND","UPTREND","50.2492057306","NEUTRAL","0.4271883671","10.02%","HIGH","-6.550058548","25.6666666667","-78.3333333333","1,373,870","3,777,547","2,844,480","10,963,734.20","33,962,025.20","25,538,786.65","Black Long Day","None","None","26.79%","18.33%","-5.33%","4,896,981.00","7,484,457.0007","8,059,157.0007","15,431,278.0007","96,711,040.4403","0.09","-89.16%","78.8888888889","0","2.679245283","0"
"SCC","30.35","-0.60","-1.94%","30.80","29.65","30.80","30.95","2,351,800.00","71,004,625.00","-7,085,755.00","50.00","29.60","29.65","28.09","31.40","37.75","33.2950","35.6610","36.6395","39.55875","32.7291045979","34.8060702634","36.5367441887","37.5537313323","DOWNTREND","DOWNTREND","SIDEWAYS","30.5483933537","NEUTRAL","-1.3754548945","3.73%","NEUTRAL","-106.2672952039","18.8392759259","-86.3636363636","2,622,650","2,767,007","2,709,700","81,737,916.00","89,064,773.6666666667","90,210,950.75","None","None","None","-17.53%","-17.53%","-1.94%","-62,599,275.00","-511,400,040.00","-820,373,774.9997","-1,276,721,095.0001","3,687,929,765.0003","13.18","18.85%","2.3027314112","0","0.9191399152","0"
"SECB","244.60","0.00","0.00%","242.00","240.00","244.80","244.60","197,050.00","48,025,552.00","-7,675,630.00","268.20","199.00","242.30","231.50","252.70","261.50","247.92","248.8360","250.0260","243.8320","248.1774042675","248.8330084625","248.0792069636","241.8455566727","SIDEWAYS","SIDEWAYS","SIDEWAYS","44.2246616102","NEUTRAL","-0.1811626694","2.64%","LOW","-150.0588928151","38.1318681319","-67.1428571429","514,007","511,765","481,155","126,670,352.00","126,370,322.40","118,748,156.50","None","None","None","-2.70%","-0.65%","0.00%","-24,683,594.00","-49,055,968.00","-145,481,200.00","-655,499,276.00","-3,569,000,984.00","12.36","7.11%","19.7896440129","0","1.7878810029","0"
"SERV","1,653.99","-25.99","-1.55%","1,669.40","1,640.10","1,669.40","1,679.98","186,221,952.00","1,230,280,906.35","-146,032,176.00","1,779.93","1,489.97","1,647.04","1,594.75","1,713.25","1,773.55","1,728.0060","1,709.3616","1,670.7018","1,690.54015","1,702.3682420992","1,683.2670958206","1,670.3296663572","1,651.6836431338","DOWNTREND","SIDEWAYS","SIDEWAYS","46.3205089728","NEUTRAL","14.6133645821","3.63%","NEUTRAL","-181.2735460343","20.8910985407","-90.0665093328","307,732,796","319,963,067","451,668,334","1,699,271,775.1030","1,683,812,054.4333333333","1,684,676,419.1155","None","None","None","2.11%","-5.26%","-1.55%","-34,073,232.4988","920,225,003.5013","1,548,847,955.0005","6,135,242,412.5001","1,168,808,054.9948","0.00","0.00%","0.00","0","0.00","0"
"SEVN","116.00","3.00","2.65%","113.00","113.00","116.00","113.00","8,850.00","1,019,630.00","914,060.00","195.00","92.7273","108.00","103.30","116.50","121.50","111.2450","109.1640","116.812542","110.378995","111.1969158171","111.4302217715","111.9659316814","108.7888690159","DOWNTREND","SIDEWAYS","DOWNTREND","58.8883499818","NEUTRAL","0.2119532425","4.43%","NEUTRAL","86.972544684","45.1666666667","-50.00","1,075,292","771,777","584,116","116,681,370.40","83,956,575.9333333333","63,562,638.55","White Marubozu","Bullish Engulfing","None","1.40%","-0.85%","2.65%","42,755,910.00","41,559,029.00","42,069,879.00","-37,227,631.00","616,857,653.75","2.57","3.63%","45.1361867704","0","9.8305084746","0"
"SFI","0.1330","-0.0040","-2.92%","0.1370","0.1330","0.1370","0.1370","2,710,000.00","363,990.00","0.00","0.19","0.1290","0.1325","0.1295","0.1370","0.1430","0.13515","0.13314","0.1352","0.140345","0.1347449651","0.1343747699","0.1357918582","0.1388840073","SIDEWAYS","SIDEWAYS","SIDEWAYS","47.2481488835","NEUTRAL","0.0007321298","3.12%","NEUTRAL","-82.8402366864","24.9158249158","-88.8888888889","1,317,000","1,736,000","2,991,000","178,327.50","235,602.3333333333","407,457.75","Black Marubozu","Bearish Engulfing","None","-0.75%","0.76%","-2.92%","5,460.00","7,400.00","-39,120.00","145,910.00","2,110,697.9989","0.00","0.00%","0.00","0","3.3250","0"
"SFIP","2.15","0.05","2.38%","1.95","1.95","2.15","2.10","8,000.00","16,000.00","0.00","4.38","1.91","1.98","1.91","2.26","3.65","2.0850","2.0822","2.1027","2.24345","2.0967631403","2.0972133506","2.1172737643","2.086352362","UPTREND","SIDEWAYS","SIDEWAYS","52.6660787837","NEUTRAL","0.0027526478","6.38%","HIGH","13.5642135642","41.6666666667","-37.50","13,300","14,600","17,800","19,584.00","24,503.3333333333","32,386.00","White Marubozu","None","Three White Soldiers","1.42%","-4.44%","2.38%","0.00","14,710.00","25,700.00","24,700.00","-204,080.00","0.00","0.00%","0.00","0","0.00","0"
"SGI","1.74","-0.05","-2.79%","1.79","1.71","1.79","1.79","943,000.00","1,625,990.00","0.00","2.10","1.32","1.65","1.56","1.87","2.04","1.7090","1.6704","1.6589","1.5815","1.7279224546","1.6895506938","1.6520810089","1.5864019029","UPTREND","SIDEWAYS","SIDEWAYS","52.2475913006","NEUTRAL","0.029807409","5.49%","HIGH","28.233151184","58.3147653001","-56.25","3,561,200","4,239,267","3,271,950","6,528,215.00","7,748,667.3333333333","5,957,961.50","None","Bearish Engulfing","None","10.83%","9.43%","-2.79%","-562,500.00","-588,090.00","-603,920.00","-314,410.00","24,984,689.9992","0.16","-51.52%","10.8750","0","0.3252336449","0"
"SGP","630.00","-60.00","-8.70%","630.00","601.00","762.00","690.00","8,590.00","5,920,070.00","4,520.00","1,100.00","174.00","407.40","175.10","726.00","988.75","550.0250","335.0560","264.2630","243.8135","539.683446178","400.6518412196","320.2093199555","315.2845083612","UPTREND","UPTREND","UPTREND","57.2733362013","NEUTRAL","100.1953495405","19.08%","HIGH","48.7240785521","37.811011855","-64.4718792867","5,088","8,691","7,079","3,167,878.00","6,158,573.8666666667","4,784,283.25","Doji","None","None","250.00%","259.59%","-8.70%","41,610.00","20,985.00","59,359.00","-19,857.00","0.00","0.02","0.00%","31,500.00","0","4,500.00","0"
"SHLPH","54.35","-1.20","-2.16%","55.50","54.35","55.50","55.55","559,330.00","30,429,292.50","-8,556,940.00","74.50","54.35","54.35","54.35","61.62","64.48","57.2450","59.6380","60.2480","63.72575","57.938373212","58.9310102517","60.5769554414","63.4853236991","UPTREND","DOWNTREND","SIDEWAYS","35.8538483268","NEUTRAL","-0.1936590704","3.08%","NEUTRAL","-78.2472613459","30.0546448088","-100.00","1,992,384","1,393,131","1,095,656","117,224,758.15","81,716,079.30","64,154,858.70","Black Marubozu","None","None","-10.90%","-4.31%","-2.16%","-130,488,054.50","-530,181,521.00","-638,536,686.00","-668,725,543.5003","0.00","4.79","15.42%","11.3465553236","0","2.3733624454","0"
"SHNG","3.20","-0.12","-3.61%","3.26","3.01","3.30","3.32","344,000.00","1,095,180.00","94,800.00","3.59","3.01","3.10","2.98","3.35","3.46","3.2440","3.2310","3.2058","3.2192","3.2473923214","3.2312695611","3.2213422039","3.2244519987","UPTREND","SIDEWAYS","SIDEWAYS","45.2389710513","NEUTRAL","0.010140619","2.70%","LOW","-163.7754150345","35.3097841323","-67.2413793103","1,002,500","732,800","556,400","3,285,625.00","2,398,778.6666666667","1,820,814.00","None","None","None","2.24%","-1.54%","-3.61%","-113,660.00","1,162,790.00","1,130,430.00","679,020.00","1,460,319.9999","0.66","10.00%","4.8484848485","0","0.5177993528","0"
"SLF","1,930.00","0.00","0.00%","1,930.00","1,930.00","1,930.00","1,930.00","15.00","28,950.00","0.00","2,000.00","1,595.00","1,925.00","1,860.00","1,950.00","1,997.50","1,930.75","1,932.14","1,918.03","1,807.61","1,931.435218687","1,924.9767218184","1,896.8113624804","1,830.0895057439","SIDEWAYS","SIDEWAYS","SIDEWAYS","49.819537726","NEUTRAL","2.0207839575","0.90%","LOW","-17.5438596491","23.3333333333","-80.00","310","286","240","601,730.00","553,615.3333333333","464,884.75","White Marubozu","Tweezer Bottoms","None","0.00%","0.52%","-1.03%","0.00","19,900.00","188,750.00","268,625.00","-575,040.00","3.51","-13.33%","549.8575498575","0","58.5558252427","0"
"SLI","1.01","0.02","2.02%","0.98","0.98","1.01","0.99","1,513,000.00","1,502,960.00","0.00","1.11","0.96","0.98","0.94","1.02","1.06","1.0070","1.0176","1.0221","1.0259","1.0063319814","1.0135606882","1.0192975305","1.0202563533","SIDEWAYS","SIDEWAYS","SIDEWAYS","50.7794202571","NEUTRAL","-0.003896536","1.91%","LOW","-69.6517412935","0.00","-40.00","793,300","783,533","779,450","794,466.00","786,282.6666666667","782,017.00","White Marubozu","None","None","0.00%","0.00%","2.02%","0.00","30,700.00","35,840.00","-641,730.00","-15,739,511.0002","0.10","25.00%","10.10","0","0.6392405063","0"
"SM","940.00","-9.00","-0.95%","949.00","910.50","950.50","949.00","267,950.00","247,850,545.00","-64,798,415.00","1,142.00","653.00","920.50","866.25","980.00","1,012.50","951.80","996.12","989.2250","910.7850","955.4183045589","973.7919378131","965.3515912383","914.4701117377","DOWNTREND","DOWNTREND","SIDEWAYS","44.842530267","NEUTRAL","-13.6891093351","3.18%","NEUTRAL","-97.7191881147","68.018018018","-54.0540540541","418,974","364,654","354,985","393,724,925.25","343,940,005.8333333333","335,826,274.6250","Hanging Man","None","None","-5.05%","0.00%","-0.95%","-44,087,740.00","-638,730,705.00","-2,270,618,925.00","-5,138,414,987.50","-7,969,787,059.30","27.38","6.37%","34.3316289262","0","2.5601220143","0"
"SMC","138.50","1.50","1.09%","135.00","134.70","140.00","137.00","195,720.00","26,981,852.00","16,060,295.00","152.00","96.60","133.55","129.65","139.75","145.50","140.19","141.1020","126.7820","114.1835","139.8261448774","137.1486666141","129.3037522692","119.0023423675","DOWNTREND","SIDEWAYS","UPTREND","47.1905732456","NEUTRAL","-0.1173369111","2.46%","LOW","-89.3484198205","41.0256410256","-57.6923076923","273,041","260,255","255,859","37,778,466.40","36,333,776.7333333333","35,754,604.50","White Long Day","Bullish Engulfing","None","24.10%","-1.77%","1.09%","-15,748,034.00","837,678.00","-107,751,136.0004","-49,511,572.9999","591,054,721.50","7.88","-30.69%","17.576142132","0","1.7891745253","0"
"SMC2B","76.50","0.00","0.00%","76.00","75.50","76.50","76.50","260.00","19,645.00","0.00","78.05","74.00","75.58","74.25","76.95","80.00","76.6175","76.5910","76.4680","76.53375","76.512527433","76.5870154821","76.5599766321","76.7300766111","SIDEWAYS","SIDEWAYS","SIDEWAYS","49.5477953066","NEUTRAL","-0.1124458552","0.98%","LOW","-43.5354960038","60.00","-40.00","14,473","12,185","10,860","1,090,984.95","920,084.0333333333","822,089.4750","None","None","None","0.00%","-1.29%","0.00%","-8,495,229.50","-10,899,571.50","-12,429,571.50","-15,410,871.50","-112,131,748.50","0.00","0.00%","0.00","0","0.00","0"
"SMC2C","79.00","-0.95","-1.19%","79.50","79.00","79.50","79.95","10,200.00","809,550.00","0.00","83.00","75.00","76.55","75.78","79.95","82.50","79.31","79.8960","80.5630","80.7305","79.1412283067","79.7912542746","80.231628658","80.5663082265","DOWNTREND","SIDEWAYS","SIDEWAYS","47.9122879794","NEUTRAL","-0.4676345051","1.47%","LOW","-16.36205396","47.191011236","-44.9438202247","38,251","31,123","50,861","3,013,585.78","2,456,220.3533333333","3,983,719.5650","Black Marubozu","None","None","-1.25%","-1.56%","1.09%","-12,436,372.50","-14,691,572.50","-24,380,179.00","-37,831,421.00","-221,967,972.50","0.00","0.00%","0.00","0","0.00","0"
"SMC2D","75.00","0.00","0.00%","75.00","75.00","75.00","75.00","20,000.00","1,500,000.00","0.00","78.50","74.50","74.50","74.50","75.50","78.00","75.4150","75.6770","76.1305","76.43975","75.3238939564","75.6597038431","75.9829654748","76.3612057905","SIDEWAYS","SIDEWAYS","SIDEWAYS","45.8398121817","NEUTRAL","-0.1972139837","0.56%","LOW","-57.4594471099","34.4444444445","-58.3333333333","11,286","13,338","12,336","846,851.30","960,066.20","897,712.50","White Marubozu","Bullish Harami","None","-0.86%","-0.99%","0.00%","-762,775.00","-762,775.00","-1,308,425.00","-2,397,010.00","-14,319,947.00","0.00","0.00%","0.00","0","0.00","0"
"SMC2E","77.00","0.00","0.00%","77.00","77.00","77.00","77.00","12,540.00","965,580.00","0.00","81.60","75.00","76.40","75.00","78.00","80.45","76.7125","77.2170","77.9130","78.09125","76.801579529","77.1655309986","77.6012482534","77.8792834984","SIDEWAYS","SIDEWAYS","SIDEWAYS","51.0874421273","NEUTRAL","-0.1676766457","0.67%","LOW","53.8532961931","90.00","0.00","78,215","55,550","44,977","5,993,130.40","4,180,067.00","3,392,439.85","White Marubozu","Bullish Harami","Three White Soldiers","0.65%","0.00%","0.00%","0.00","0.00","2,310.00","-12,299,453.00","-10,525,135.00","0.00","0.00%","0.00","0","0.00","0"
"SMC2F","77.75","0.25","0.32%","77.30","77.30","77.75","77.50","3,850.00","298,820.00","0.00","82.70","77.30","77.40","76.00","78.10","81.00","79.2125","79.6850","80.4060","80.41325","78.8570466574","79.5184604247","79.9926753765","80.1371509929","DOWNTREND","SIDEWAYS","SIDEWAYS","43.0730477003","NEUTRAL","-0.3304124242","1.04%","LOW","-107.4803913417","0.00","-87.323943662","30,939","24,718","23,344","2,404,310.60","1,914,573.40","1,822,781.90","White Marubozu","None","Three White Soldiers","-5.13%","-1.58%","-0.45%","0.00","-16,459,170.00","-13,702,800.00","-15,943,665.50","-30,904,287.00","0.00","0.00%","0.00","0","0.00","0"
"SMC2G","76.00","0.30","0.40%","76.00","76.00","76.00","75.70","8,000.00","608,000.00","0.00","79.95","75.00","75.35","75.00","76.50","79.20","76.62","76.9370","77.8435","78.13975","76.4772051225","76.9619799236","77.4604866283","77.8277943043","DOWNTREND","SIDEWAYS","SIDEWAYS","42.2564639727","NEUTRAL","-0.2396295936","0.67%","LOW","-116.1987041037","32.2222222222","-60.00","4,967","11,558","14,315","378,135.40","883,413.60","947,239.70","White Marubozu","Bullish Harami","None","-0.78%","-2.56%","0.40%","0.00","30,980.00","-1,847,820.00","-1,760,758.00","0.00","0.00","0.00%","0.00","0","0.00","0"
