"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)_VALUE","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"CYBR","0.42","0.00","0.00%","0.42","0.42","0.42","0.42","30,000.00","12,600.00","0.00","0.55","0.42","0.42","0.42","0.45","0.4750","0.44525","0.46","0.45715","0.472625","0.4423789992","0.4530217185","0.459944726","0.4749345549","DOWNTREND","DOWNTREND","SIDEWAYS","29.6977392637","OVERSOLD","-0.0072546654","2.81%","LOW","-174.1741741742","0.00","-100.00","728,000","531,333","455,000","315,565.00","231,250.00","198,425.00","White Marubozu","Tweezer Bottoms","None","-7.69%","-7.69%","-6.67%","0.00","182,000.00","186,400.00","417,650.00","-607,384.0009","0.00","-100.00%","0.00","0","-0.5675675676","0"
"DAVIN","5.03","0.03","0.60%","5.00","4.95","5.03","5.00","54,200.00","268,303.00","0.00","7.31","4.95","4.98","4.61","5.16","5.48","5.1890","5.2986","5.3817","5.56415","5.1814531919","5.2792125481","5.3869405622","5.5137889078","DOWNTREND","SIDEWAYS","SIDEWAYS","41.4230000297","NEUTRAL","-0.0532778115","2.60%","LOW","-179.9884517034","0.00","-83.3333333333","49,390","42,960","45,035","250,050.10","218,709.0666666667","230,662.15","Hammer","None","None","-6.68%","-7.71%","-6.68%","9,850.00","12,545.00","-114,355.00","59,924.00","-14,518,405.00","0.00","0.00%","0.00","0","503.00","0"
"DD","30.55","-0.15","-0.49%","30.60","30.50","30.75","30.70","123,000.00","3,761,300.00","24,480.00","51.00","29.80","30.52","29.90","31.22","32.25","31.08","31.5830","34.3890","37.9705","31.0792799627","31.8972118758","33.8846035401","37.3378339575","SIDEWAYS","SIDEWAYS","DOWNTREND","42.2359332581","NEUTRAL","-0.2000350482","2.56%","LOW","-138.4920634921","10.4166666666","-97.9166666667","338,370","315,773","282,915","10,651,098.00","9,905,754.3333333333","8,868,263.25","Shooting Star","None","None","-23.05%","-2.08%","-1.61%","682,970.00","-16,704,425.00","-8,692,024.9999","-13,414,495.0007","345,526,589.4989","0.61","238.89%","50.0819672131","0","5.3130434783","0"
"DDPR","101.00","0.50","0.50%","101.00","101.00","101.00","100.50","50,900.00","5,140,900.00","0.00","107.50","100.00","100.30","100.00","101.15","104.30","100.86","101.0980","102.5760","104.0335","100.842727733","101.3282870338","102.255852609","103.2585269607","SIDEWAYS","SIDEWAYS","SIDEWAYS","50.5902649401","NEUTRAL","-0.1464803284","0.68%","LOW","44.0860215054","50.6060606061","-30.00","25,762","26,697","23,564","2,599,600.80","2,694,425.1333333333","2,377,520.75","White Marubozu","Bullish Harami","None","-5.34%","0.70%","-0.20%","0.00","0.00","-10,130,048.00","-7,309,995.00","47,184,961.00","0.00","0.00%","0.00","0","0.00","0"
"DELM","9.80","0.00","0.00%","9.80","9.80","9.98","9.80","21,700.00","214,182.00","0.00","12.50","9.00","9.38","9.00","9.89","10.19","9.5115","9.9462","10.3545","10.87855","9.6226044505","9.9022849936","10.2660100563","10.7180708304","SIDEWAYS","DOWNTREND","DOWNTREND","53.919126742","NEUTRAL","-0.1710610869","2.49%","LOW","68.8888888889","78.231292517","-18.3673469388","10,040","18,660","17,085","95,747.10","173,052.9333333333","160,125.65","Gravestone Doji","None","None","-10.26%","-3.73%","3.70%","-2,854.9999","-1,294,731.9997","-1,663,398.9998","-9,582,341.9999","-7,863,605.9996","1.89","-35.71%","5.1851851852","0","0.5334784976","0"
"DFNN","7.84","-0.04","-0.51%","7.36","7.36","7.84","7.88","600.00","4,464.00","0.00","11.74","6.50","7.45","7.20","7.99","8.25","7.7645","7.6480","7.8842","7.9734","7.787370674","7.7724970426","7.8165973191","7.8781775013","UPTREND","SIDEWAYS","SIDEWAYS","51.998114951","NEUTRAL","0.0569763478","4.79%","NEUTRAL","-12.1356021633","62.0488980716","-26.25","113,990","105,240","102,790","908,066.70","831,667.60","809,908.55","White Marubozu","Bullish Harami","Three White Soldiers","11.84%","3.43%","2.48%","-40,312.00","101,634.00","2,090,197.00","4,373,999.0001","-128,685,305.9986","0.16","-23.81%","49.00","0","2.0962566845","0"
"DIZ","7.29","-0.01","-0.14%","7.35","7.29","7.35","7.30","200.00","1,464.00","0.00","10.76","7.01","7.24","7.05","7.79","8.27","7.4855","7.5990","7.4505","7.85445","7.5038865767","7.5419605373","7.604882801","7.9049385824","SIDEWAYS","SIDEWAYS","SIDEWAYS","42.0235984521","NEUTRAL","-0.0475338218","4.46%","NEUTRAL","-83.5762876579","45.3703703704","-69.4444444444","8,410","5,847","4,930","61,010.20","42,443.2666666667","35,901.70","Black Marubozu","None","None","2.68%","-1.49%","-6.42%","0.00","0.00","-4,745.00","-41,256.9998","-1,339,511.9998","-0.05","28.57%","-145.80","0","-145.80","0"
"DMC","10.78","0.12","1.13%","10.66","10.44","10.86","10.66","13,945,700.00","149,865,778.00","-6,933,684.00","16.70","10.00","10.08","10.07","10.82","11.75","10.6060","11.8332","12.9960","14.1893","10.7739983606","11.6398146012","12.570100657","13.309582885","DOWNTREND","DOWNTREND","DOWNTREND","46.5318057851","NEUTRAL","-0.4938202561","3.88%","NEUTRAL","6.58365536","45.5026455027","-38.0952380952","6,343,660","8,034,580","8,346,790","67,414,953.40","85,298,894.40","89,637,937.50","None","None","None","-25.14%","-2.36%","5.69%","-20,067,910.00","-337,211,390.00","-637,078,140.00","-1,108,532,190.0004","-80,229,068.2005","1.13","9.71%","9.5398230088","0","1.9284436494","0"
"DMPA1","10.10","0.00","0.00%","10.10","10.10","10.10","10.10","8,000.00","80,800.00","0.00","11.10","10.00","10.00","10.00","10.15","10.50","10.1550","10.2028","10.3626","0.00","10.1265912819","10.2094207709","10.3226082063","0.00","DOWNTREND","SIDEWAYS","SIDEWAYS","47.1730392994","NEUTRAL","-0.0570674069","0.89%","LOW","-35.7142857143","0.00","-66.6666666667","8,538","6,791","6,157","85,812.78","68,509.0533333333","62,319.59","White Marubozu","Tweezer Bottoms","None","0.00%","0.00%","1.00%","0.00","54,035.00","54,035.00","15,235.00","0.00","-2.54","-206.72%","-3.9763779528","0","0.3314735806","0"
"DMPA2","10.26","0.16","1.58%","10.20","10.20","10.26","10.10","14,910.00","152,949.60","0.00","10.60","10.00","10.10","10.00","10.36","10.40","10.2210","10.2420","0.00","0.00","10.2222724009","10.2310244122","0.00","0.00","SIDEWAYS","SIDEWAYS","NONE","52.3975745883","NEUTRAL","-0.0081979468","0.56%","LOW","59.8290598291","0.00","0.00","4,618","4,907","4,742","47,275.18","50,233.1866666667","48,542.00","White Marubozu","None","Three White Soldiers","0.59%","0.20%","1.58%","0.00","32,537.9999","109,625.9997","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"DNA","2.86","0.05","1.78%","2.87","2.83","2.87","2.81","47,000.00","133,900.00","0.00","6.65","2.80","2.80","2.80","2.97","3.30","3.0865","3.2742","3.5930","4.0532","3.0630367447","3.2799102985","3.5626242034","4.4897968784","DOWNTREND","DOWNTREND","DOWNTREND","34.2688759292","NEUTRAL","-0.1136523024","5.83%","HIGH","-132.8316873073","11.1448834853","-87.7551020408","227,000","272,000","228,600","682,559.00","819,482.6666666667","692,784.00","Hanging Man","Bearish Harami","None","-23.53%","-5.61%","-3.70%","8,880.00","66,830.00","66,830.00","-1,131,510.00","1,074,246.00","0.05","25.00%","57.20","0","9.2258064516","0"
"DNL","10.80","0.04","0.37%","10.80","10.76","10.92","10.76","1,031,000.00","11,135,766.00","-7,507,376.00","12.84","9.98","10.72","10.13","11.17","11.65","10.8030","10.9980","11.3594","11.0196","10.8530175806","10.975982351","11.1155268521","11.2266222017","UPTREND","SIDEWAYS","SIDEWAYS","47.5761023088","NEUTRAL","-0.0087873517","1.93%","LOW","10.3174603175","38.006332124","-64.7058823529","2,560,270","2,904,207","2,724,145","28,068,080.80","31,544,597.7333333333","29,431,703.80","Doji","None","None","-2.35%","-0.37%","-2.70%","-48,398,768.00","-70,065,744.00","-249,817,134.00","-225,708,598.0001","1,036,581,192.0002","0.42","10.53%","25.7142857143","0","4.9090909091","0"
"DWC","2.11","-0.01","-0.47%","2.11","2.11","2.11","2.12","1,000.00","2,110.00","0.00","4.20","2.00","2.10","2.01","2.20","2.32","2.1610","2.3192","2.4711","2.4617","2.1844185687","2.2890699608","2.377425188","2.3879651764","SIDEWAYS","DOWNTREND","DOWNTREND","43.3905262512","NEUTRAL","-0.0516156036","4.11%","NEUTRAL","-121.0727969349","3.5087719298","-100.00","7,100","7,200","15,700","15,341.00","15,651.3333333333","34,007.50","White Marubozu","None","None","-15.26%","-1.40%","-0.94%","0.00","0.00","-100,740.00","-235,960.00","764,930.0001","-0.03","-200.00%","-70.3333333333","0","1.0765306122","0"
"EAGLE","15.94","-0.02","-0.13%","15.96","15.88","15.98","15.96","475,400.00","7,576,950.00","1,133,732.00","16.68","13.82","15.77","15.21","16.26","16.49","15.9930","15.26","15.0116","14.9888","15.9110472245","15.4717803782","15.207994434","15.1985632839","UPTREND","UPTREND","SIDEWAYS","55.4961190165","NEUTRAL","0.2985448029","1.82%","LOW","-11.1557340473","35.1642603055","-68.5185185185","1,834,480","2,365,473","3,144,870","29,619,218.40","38,218,925.8666666667","50,045,431.90","Hanging Man","None","None","7.85%","1.14%","-1.60%","39,773,005.9997","198,040,889.9996","467,566,829.9996","626,013,991.9996","0.00","0.20","-9.09%","79.70","0","2.9247706422","0"
"ECP","19.90","0.40","2.05%","21.00","18.10","21.50","19.50","219,500.00","4,362,828.00","179,540.00","76.50","3.00","17.45","16.85","20.70","24.82","21.1215","25.0036","33.2771","19.12585","21.0589662843","25.0861586834","25.9821256227","21.5044818334","DOWNTREND","DOWNTREND","DOWNTREND","40.134221756","NEUTRAL","-2.0786224009","10.36%","HIGH","-65.571670989","33.3333333333","-55.3571428571","140,930","114,420","104,940","2,749,192.00","2,276,002.00","2,151,885.50","None","None","None","7.57%","-17.94%","-1.00%","269,690.00","253,770.00","241,860.00","806,995.5001","1,184,634.5010","0.02","0.00%","995.00","0","19.90","0"
"EDC","5.28","0.00","0.00%","5.28","5.19","5.28","5.28","2,788,400.00","14,551,718.00","1,998,725.00","8.90","4.80","5.16","4.80","5.32","5.50","5.2980","5.4756","5.5495","5.8237","5.2960875214","5.4134578246","5.5339516642","5.6738647058","DOWNTREND","DOWNTREND","SIDEWAYS","45.7228964745","NEUTRAL","-0.07303171","1.95%","LOW","-36.5957446809","53.7037037037","-38.8888888889","2,840,350","2,658,613","2,541,425","14,733,138.30","13,904,791.40","13,380,475.35","Dragonfly Doji","Bullish Harami","None","-8.01%","-2.22%","2.72%","7,774,035.00","-6,049,338.00","78,889,282.00","-108,883,438.0002","-613,648,874.3304","0.33","-32.65%","16.00","0","1.6296296296","0"
"EEI","11.80","0.00","0.00%","11.80","11.60","11.80","11.80","18,900.00","221,886.00","-24,448.00","15.30","9.58","11.61","11.17","12.00","12.38","11.8510","11.4572","11.7168","12.2945","11.7650624387","11.6438350971","11.6751624712","11.5186000885","SIDEWAYS","UPTREND","SIDEWAYS","51.5952676615","NEUTRAL","0.0965547208","2.76%","LOW","-43.4504047993","48.2280431433","-45.4545454545","395,450","332,847","555,800","4,741,930.80","3,973,938.1333333333","6,628,875.90","Dragonfly Doji","None","None","-1.67%","-3.28%","1.72%","-45,212.0001","13,223,693.9996","46,173,495.9996","44,748,617.9996","-383,469,577.0004","0.80","226.98%","14.75","0","1.7507418398","0"
"ELI","0.62","-0.03","-4.62%","0.63","0.62","0.65","0.65","909,000.00","572,420.00","0.00","0.82","0.62","0.62","0.62","0.65","0.68","0.6445","0.6534","0.6479","0.66755","0.6439096451","0.6493927276","0.6536195414","0.6676239977","DOWNTREND","SIDEWAYS","SIDEWAYS","39.6877801397","NEUTRAL","-0.0058800079","3.80%","NEUTRAL","-76.5765765766","45.00","-100.00","420,300","817,600","767,100","265,714.00","521,358.00","493,810.50","Shooting Star","Tweezer Tops","None","-4.62%","-6.06%","-3.13%","-4,480.00","-4,049,210.00","-5,964,389.9998","-30,205,439.9998","-105,799,979.9984","0.04","0.00%","15.50","0","0.3604651163","0"
"EMP","7.18","0.01","0.14%","7.18","7.16","7.20","7.17","190,200.00","1,363,552.00","-182,372.00","8.96","6.78","7.14","6.89","7.19","7.43","7.1820","7.3060","7.5533","7.3883","7.1976557426","7.3011433694","7.3803501964","7.3706848056","SIDEWAYS","SIDEWAYS","SIDEWAYS","42.3925375158","NEUTRAL","-0.0479835815","1.13%","LOW","-24.7469066367","23.3333333333","-70.00","1,218,820","1,037,007","944,730","8,754,139.20","7,449,215.00","6,788,482.50","Doji","Tweezer Bottoms","None","-2.31%","-0.28%","0.28%","-5,538,217.00","-29,342,098.00","-103,235,372.00","-113,506,496.00","-449,071,306.9995","0.40","-16.67%","17.95","0","1.8845144357","0"
"EURO","1.76","-0.02","-1.12%","1.76","1.76","1.76","1.78","5,000.00","8,800.00","0.00","1.93","1.54","1.66","1.54","1.79","1.86","1.7190","1.7328","1.7126","1.72505","1.7329704499","1.7262759659","1.7231245571","1.7256443706","UPTREND","SIDEWAYS","SIDEWAYS","53.5499686161","NEUTRAL","0.0020615744","3.14%","NEUTRAL","65.2173913043","88.0952380952","-21.4285714286","4,600","4,667","11,200","7,856.00","7,918.00","19,025.50","White Marubozu","None","Three White Soldiers","6.02%","-1.68%","-1.68%","0.00","0.00","261,840.00","293,790.00","240,510.00","0.01","0.00%","176.00","0","1.3968253968","0"
"EVER","0.1190","0.00","0.00%","0.1190","0.1190","0.1190","0.1190","20,000.00","2,380.00","0.00","0.1970","0.1150","0.1170","0.1170","0.1240","0.1290","0.12085","0.12604","0.13337","0.14444","0.1214080578","0.1258214305","0.1321680471","0.1404680582","SIDEWAYS","DOWNTREND","DOWNTREND","41.7633749374","NEUTRAL","-0.0019470358","2.46%","LOW","-115.5555555556","0.00","-100.00","123,000","160,000","185,500","14,825.00","19,266.6666666667","22,458.00","White Marubozu","Tweezer Bottoms","None","-19.59%","-1.65%","-0.83%","0.00","0.00","9,840.00","41,190.00","3,473,399.9996","0.00","-100.00%","0.00","0","0.34","0"
"EW","14.72","-0.10","-0.67%","14.90","14.72","15.00","14.82","828,300.00","12,269,124.00","-8,638,506.00","24.06","14.72","14.69","14.25","15.64","17.44","16.17","17.7126","18.7266","20.1350","16.0616131473","17.2399278545","18.3169481504","18.71548863","DOWNTREND","DOWNTREND","DOWNTREND","27.1391813675","OVERSOLD","-0.6347916772","3.10%","NEUTRAL","-153.5035306898","0.00","-100.00","762,680","765,520","865,260","11,981,322.80","12,214,436.1333333333","14,000,122.20","None","None","None","-30.89%","-15.30%","-6.95%","-17,346,528.00","-14,821,743.9997","21,092,010.0008","446,093,727.5005","-1,148,806,423.45085","1.88","-46.44%","7.829787234","0","0.8302312465","0"
"FAF","0.62","-0.05","-7.46%","0.63","0.62","0.63","0.67","103,000.00","64,170.00","-8,060.00","0.82","0.62","0.61","0.44","0.69","0.72","0.6595","0.6718","0.6708","0.68135","0.6604402018","0.6673230266","0.6725014604","0.6845083502","SIDEWAYS","SIDEWAYS","SIDEWAYS","42.3273086987","NEUTRAL","-0.0040665823","4.53%","NEUTRAL","-163.2183908046","33.3333333333","-100.00","58,300","768,733","578,200","37,119.00","520,846.00","391,722.50","Black Marubozu","None","Evening Star","-13.89%","-10.14%","-7.46%","-10,820.00","-273,550.00","-255,110.00","-265,550.00","-7,624,570.00","-0.05","0.00%","-12.40","0","0.5166666667","0"
"FB","68.90","-0.40","-0.58%","69.30","68.20","69.30","69.30","120,790.00","8,317,231.50","-119,525.00","71.90","29.50","65.05","62.85","69.30","70.90","65.8575","64.56","62.1430","50.05435","66.1736467688","64.6511601997","60.7948171733","52.9540197551","UPTREND","SIDEWAYS","SIDEWAYS","63.7338941692","NEUTRAL","0.4097564272","3.53%","NEUTRAL","204.4836956522","85.079787234","-8.5106382979","403,247","337,840","312,019","26,373,366.65","22,087,939.80","20,417,053.2250","Hanging Man","Tweezer Tops","None","30.25%","6.08%","6.00%","14,861,235.4997","76,641,636.4996","110,116,024.9996","92,934,771.4996","-10,447,514,948.5084","3.38","10.82%","20.3846153846","0","3.5904116727","0"
"FBP2","975.00","-15.00","-1.52%","980.00","975.00","980.00","990.00","5,000.00","4,880,000.00","0.00","1,025.00","920.00","972.50","943.00","990.00","1,025.00","981.50","985.36","994.04","1,004.48","982.851505062","986.127794676","992.5870843763","1,001.2672554729","SIDEWAYS","SIDEWAYS","SIDEWAYS","45.0821376247","NEUTRAL","-0.7262577692","0.98%","LOW","-47.3108844284","55.0787224472","-82.4561403509","1,004","1,440","1,702","982,345.00","1,414,391.6666666667","1,666,948.25","Black Marubozu","None","None","-2.50%","-1.52%","-1.52%","48,800.00","-603,950.00","620,800.00","615,900.00","-15,541,215.00","0.00","0.00%","0.00","0","0.00","0"
"FDC","7.64","0.14","1.87%","7.50","7.50","7.65","7.50","31,500.00","239,375.00","0.00","8.15","7.20","7.50","7.28","7.68","7.96","7.5865","7.5468","7.5721","7.66","7.5823398157","7.5673454965","7.5919550102","7.6211490801","SIDEWAYS","SIDEWAYS","SIDEWAYS","53.3170693196","NEUTRAL","0.0187204439","1.89%","LOW","37.6344086022","81.9444444445","-8.3333333333","75,890","57,933","65,700","566,189.20","433,263.0666666667","494,037.15","White Long Day","Bullish Engulfing","None","-1.42%","3.95%","-0.52%","27,434.00","185,814.00","-5,000.00","-5,000.00","-15,458,229.00","1.16","24.73%","6.5862068966","0","0.5895061728","0"
"FERRO","3.75","0.02","0.54%","3.77","3.58","3.77","3.73","20,000.00","74,840.00","0.00","5.90","3.00","3.64","3.34","3.79","3.96","3.6120","3.5128","3.5270","3.8854","3.6487443218","3.5805764909","3.6213097554","3.7054351505","UPTREND","SIDEWAYS","SIDEWAYS","59.8518404735","NEUTRAL","0.0678866525","4.83%","NEUTRAL","56.7458019687","60.7180070096","-39.7058823529","183,600","152,133","125,850","694,072.00","567,000.00","465,499.50","Hanging Man","None","None","10.29%","9.65%","-0.27%","0.00","-20,000.00","-20,000.00","-2,220.00","-934,915.0002","0.03","50.00%","125.00","0","3.0737704918","0"
"FEU","950.00","10.00","1.06%","950.00","950.00","950.00","940.00","10.00","9,500.00","0.00","1,020.00","900.00","940.00","900.00","977.50","1,020.00","926.20","958.57","967.64","967.9475","934.7627585505","949.2162903806","960.0311342173","967.3033855941","UPTREND","DOWNTREND","SIDEWAYS","53.2593983891","NEUTRAL","-9.717167452","1.70%","LOW","75.7867694284","100.00","0.00","199","225","537","185,687.00","207,058.00","511,786.00","White Marubozu","None","Three White Soldiers","-1.04%","1.06%","1.06%","-18,800.00","-72,900.00","-7,669,500.00","-8,283,600.00","23,770,075.00","34.30","-27.71%","27.6967930029","0","1.7272727273","0"
"FFI","8.36","-0.42","-4.78%","9.87","8.36","9.87","8.78","500.00","4,633.00","0.00","14.24","7.54","8.33","8.04","9.32","9.60","8.7175","8.8730","8.6388","8.10305","8.6580381659","8.706849229","8.5665036124","8.2419285858","DOWNTREND","SIDEWAYS","SIDEWAYS","43.2268465177","NEUTRAL","-0.0606041579","3.93%","NEUTRAL","56.8885179776","33.9826839827","-98.0519480519","4,450","3,313","2,830","37,617.70","28,064.5333333333","24,217.75","Black Marubozu","Bearish Engulfing","None","9.00%","-4.78%","-4.78%","2,632.00","2,632.00","2,632.00","-47,176.0004","-642,394.0004","0.07","141.18%","119.4285714286","0","1.8619153675","0"
"FGEN","14.90","0.00","0.00%","14.90","14.84","15.28","14.90","469,400.00","6,982,082.00","-169,904.00","19.82","14.32","14.82","14.38","15.15","15.75","15.2740","16.1128","15.9414","16.8431","15.2985125045","15.7146795855","16.1171211459","17.0091769596","DOWNTREND","DOWNTREND","SIDEWAYS","37.0065063412","NEUTRAL","-0.3004443911","2.51%","LOW","-88.3790099851","14.8148148148","-84.4444444444","445,520","467,800","427,315","6,728,149.40","7,114,887.60","6,517,488.20","Doji","None","None","-12.35%","-4.36%","0.68%","1,056,084.00","-15,093,598.00","-44,317,728.0001","20,116,421.9999","-179,813,934.0036","0.02","-50.00%","745.00","0","28.6538461538","0"
"FGENF","107.00","0.00","0.00%","103.60","103.60","107.00","107.00","7,080.00","733,794.00","0.00","116.50","100.00","105.25","101.90","107.80","115.00","105.9250","106.6140","107.6880","109.60","106.3695466591","106.6947098598","107.6255154034","108.5969705869","UPTREND","SIDEWAYS","SIDEWAYS","52.1232171847","NEUTRAL","-0.0004195968","1.43%","LOW","5.6216931217","80.5727549987","-20.9302325581","857","1,395","2,057","89,284.40","145,227.2666666667","212,528.80","White Marubozu","None","Three White Soldiers","-6.96%","0.09%","0.00%","0.00","3,234.00","5,304.00","164,374.00","-14,231,752.00","0.00","0.00%","0.00","0","0.00","0"
"FGENG","107.10","-1.90","-1.74%","108.00","107.10","108.00","109.00","1,990.00","214,911.00","0.00","118.70","106.00","106.00","102.50","109.00","115.00","108.90","110.7720","112.7990","114.4905","108.9611624293","110.5773234085","112.1735099364","113.657543268","DOWNTREND","SIDEWAYS","SIDEWAYS","43.3070789319","NEUTRAL","-0.850569659","1.27%","LOW","-79.9319727891","40.00","-80.00","52,496","45,991","34,679","5,672,818.00","5,012,926.20","3,780,129.75","Black Marubozu","None","None","-8.46%","1.04%","-1.74%","0.00","0.00","99,372.00","22,610.00","-43,083,171.00","0.00","0.00%","0.00","0","0.00","0"
"FINA","1,882.51","-11.54","-0.61%","1,895.87","1,879.75","1,897.95","1,894.05","10,382,627.00","693,484,733.25","-109,004,460.9996","2,337.91","1,845.23","1,848.54","1,776.82","1,908.36","1,976.98","1,911.4740","2,000.8106","2,117.2333","2,074.7271","1,918.2866418628","1,983.0723454098","2,032.6718656547","2,030.773554498","SIDEWAYS","DOWNTREND","DOWNTREND","40.8224548773","NEUTRAL","-34.3184160371","1.79%","LOW","-64.8324031463","26.7335707291","-67.7201489306","12,141,324","15,549,439","14,443,072","818,417,937.4250","861,086,323.0593333333","877,893,897.4290","Black Long Day","None","None","-15.59%","-4.42%","-2.03%","-578,999,451.4998","-1,827,617,180.9991","-3,244,345,876.9990","-7,918,450,246.9993","-11,822,944,842.5024","0.00","0.00%","0.00","0","0.00","0"
"FJP","4.97","0.92","22.72%","4.99","4.97","4.99","4.05","16,000.00","79,770.00","0.00","6.90","4.01","4.05","3.80","4.98","6.20","4.8330","4.80","5.1818","5.5288","4.7258868028","4.8659934437","5.0851269538","5.2600635524","DOWNTREND","SIDEWAYS","DOWNTREND","53.2653018042","NEUTRAL","-0.0634709146","7.58%","HIGH","24.3253515773","0.00","-67.7192982456","32,500","35,573","37,120","152,347.00","171,149.60","182,064.15","Black Marubozu","None","None","12.44%","22.72%","10.44%","0.00","0.00","0.00","0.00","0.00","0.02","-33.33%","248.50","0","0.9822134387","0"
"FJPB","5.99","0.78","14.97%","5.99","5.99","5.99","5.21","500.00","2,995.00","2,995.00","6.38","5.00","5.21","5.00","6.24","7.00","5.3995","5.7714","5.8040","4.5418","5.4926607331","5.6096220339","5.3989767982","4.4071243432","UPTREND","DOWNTREND","SIDEWAYS","56.9362195527","NEUTRAL","-0.0862784031","5.55%","HIGH","151.7895644674","38.6473429952","-28.2608695652","23,360","17,000","14,540","134,999.20","97,314.1333333333","82,358.60","White Marubozu","None","Morning Star","6.96%","10.93%","14.97%","2,995.00","24,995.00","47,954.9997","133,039.9997","0.00","0.00","0.00%","0.00","0","0.00","0"
"FLI","1.57","-0.02","-1.26%","1.58","1.56","1.58","1.59","18,084,000.00","28,497,590.00","-20,671,620.00","2.25","1.56","1.56","1.50","1.65","1.70","1.6470","1.6908","1.7655","1.83735","1.6442318851","1.6897700863","1.740277576","1.7778779022","DOWNTREND","SIDEWAYS","DOWNTREND","33.9265857694","NEUTRAL","-0.0220227114","2.70%","LOW","-230.1013024602","22.8937728938","-92.8571428571","11,051,800","10,751,667","10,101,100","17,946,453.00","17,541,300.00","16,566,368.50","None","None","None","-16.49%","-5.42%","-5.42%","-63,174,990.00","-159,404,660.00","-248,107,460.00","-333,167,410.00","-147,344,810.0016","0.24","4.35%","6.5416666667","0","0.5858208955","0"
"FMETF","117.50","0.30","0.26%","117.70","117.50","117.90","117.20","21,550.00","2,533,577.00","0.00","137.20","116.10","116.60","113.0909","118.55","122.55","117.8750","120.5220","126.1160","125.2795","118.1911185687","120.6084573636","123.0333481353","123.1474039216","SIDEWAYS","SIDEWAYS","DOWNTREND","44.6107911809","NEUTRAL","-0.9814765774","1.27%","LOW","-30.2107588513","16.0947712418","-79.1666666667","20,356","28,491","27,164","2,421,543.80","3,365,330.60","3,207,511.30","Spinning Top","None","None","-9.96%","-2.08%","-0.09%","458,991.00","1,074,634.00","1,978,339.00","2,478,173.00","7,308,638.6002","8.00","93.24%","14.6875","0","0.9692320383","0"
"FNI","2.39","0.03","1.27%","2.39","2.36","2.39","2.36","820,000.00","1,950,650.00","-33,280.00","3.17","2.01","2.30","2.12","2.42","2.52","2.3130","2.3872","2.4469","2.56645","2.3326147864","2.3685638201","2.4370970113","2.5260212229","UPTREND","DOWNTREND","SIDEWAYS","55.1905559056","NEUTRAL","-0.0148790767","3.74%","NEUTRAL","114.7378832839","85.8333333333","0.00","1,745,000","1,683,133","2,367,050","4,043,514.00","3,882,978.6666666667","5,478,068.50","Dragonfly Doji","None","None","-9.13%","1.27%","3.91%","1,012,280.00","4,686,979.9999","-7,286,439.9999","177,030,610.00","1,666,555.1311","0.13","0.00%","18.3846153846","0","2.0964912281","0"
"FOOD","0.59","-0.01","-1.67%","0.58","0.58","0.59","0.60","568,000.00","330,640.00","-12,820.00","0.98","0.52","0.58","0.56","0.62","0.68","0.6090","0.5956","0.6017","0.68235","0.6032038966","0.60067791","0.6185230845","0.6680263357","SIDEWAYS","SIDEWAYS","SIDEWAYS","47.2539056552","NEUTRAL","0.0057268439","5.92%","HIGH","-104.7619047619","26.2626262626","-81.8181818182","4,154,800","3,386,800","3,778,050","2,604,913.00","2,116,404.00","2,331,698.50","White Marubozu","Bullish Harami","None","-4.84%","-3.28%","-1.67%","-5,690.00","-67,240.00","252,019.9999","-165,010.0002","1,745,729.9997","0.00","0.00%","0.00","0","0.00","0"
"FPH","63.85","0.95","1.51%","64.15","63.00","64.15","62.90","109,620.00","7,019,078.00","492,311.00","72.65","60.75","62.20","60.88","64.00","66.00","63.8750","64.7550","63.6310","64.4120","63.758411935","64.0646909914","64.0957579917","64.9134169141","DOWNTREND","SIDEWAYS","SIDEWAYS","49.4036888983","NEUTRAL","-0.3762899221","1.84%","LOW","-37.6110766687","29.3532338308","-47.7611940299","63,088","82,153","81,627","4,027,565.90","5,248,353.7333333333","5,226,393.50","Hanging Man","None","None","2.98%","-1.69%","0.08%","-1,973,491.00","-5,066,183.00","36,520,442.00","99,573,945.9992","304,452,150.4996","10.96","-38.04%","5.825729927","0","0.3458455205","0"
