"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)_VALUE","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"ACPB2","510.00","0.00","0.00%","510.00","510.00","510.00","510.00","20.00","10,200.00","0.00","540.00","500.00","502.00","500.00","515.00","534.50","509.90","511.60","516.90","519.3175","508.9913877464","511.6710228697","515.0879117814","519.187223931","DOWNTREND","SIDEWAYS","SIDEWAYS","50.3982651193","NEUTRAL","-1.4098126676","1.16%","LOW","11.7994100295","50.1424501424","-38.4615384615","11,053","7,797","7,029","5,572,625.00","3,931,406.6666666667","3,551,503.25","White Marubozu","Bullish Harami","Three White Soldiers","-3.04%","0.79%","0.00%","20,400.00","20,400.00","102,800.00","164,900.00","-15,664,605.00","0.00","0.00%","0.00","0","0.00","0"
"ACR","1.25","0.00","0.00%","1.25","1.25","1.25","1.25","52,000.00","65,000.00","0.00","1.94","1.21","1.22","1.19","1.26","1.30","1.2595","1.2738","1.2934","1.3389","1.2569699664","1.2710495753","1.2943914539","1.337811318","DOWNTREND","SIDEWAYS","SIDEWAYS","46.1435511448","NEUTRAL","-0.0067501737","1.71%","LOW","-45.7142857143","57.1428571429","-42.8571428571","132,800","164,200","157,550","163,459.00","203,725.3333333333","196,496.50","White Marubozu","Bullish Harami","None","-7.41%","-1.57%","0.00%","-6,650.00","-373,940.00","-367,660.00","-436,650.0001","-77,438,570.0001","245,777,710.00","614,444,274,900.00%","0.0000000051","0","0.7142857143","0"
"AEV","65.00","0.50","0.78%","64.45","63.05","65.00","64.50","318,480.00","20,627,800.50","441,684.00","79.00","59.30","62.30","59.30","69.85","76.12","63.81","67.3640","71.3835","72.1570","64.168577332","66.8496073153","69.3191009022","71.2180431681","DOWNTREND","DOWNTREND","DOWNTREND","50.5821894688","NEUTRAL","-1.600992158","3.26%","NEUTRAL","19.0746993662","75.5119664446","0.00","861,785","1,158,382","1,140,050","54,364,926.45","72,022,139.60","72,238,764.6250","Hammer","None","None","-12.16%","-6.94%","4.08%","-87,572,458.50","-464,942,744.00","-770,536,337.9997","-1,846,077,041.50","-3,259,094,484.5027","3.86","-1.53%","16.8393782383","0","2.3853211009","0"
"AGI","13.10","0.12","0.92%","13.22","13.00","13.22","12.98","2,888,100.00","37,832,932.00","-2,175,260.00","17.30","12.56","12.97","12.44","13.25","13.70","13.1490","13.4968","14.4782","14.8866","13.2145707814","13.5934383464","14.117907181","14.4832943898","UPTREND","SIDEWAYS","DOWNTREND","44.4790153847","NEUTRAL","-0.1418175103","2.27%","LOW","-36.0308836145","7.50","-82.50","4,013,070","4,371,200","5,284,905","53,475,139.00","57,922,024.00","69,670,969.70","None","None","None","-18.13%","0.46%","0.15%","-74,877,794.00","-141,616,390.00","-734,606,066.0002","-487,971,434.0002","-2,686,954,400.4792","2.18","-3.54%","6.0091743119","0","0.4730949801","0"
"ALCO","0.80","-0.02","-2.44%","0.82","0.79","0.82","0.82","2,970,000.00","2,377,160.00","2,430.00","1.32","0.79","0.78","0.74","0.84","0.88","0.8310","0.8474","0.8739","0.9297","0.8305855954","0.847538782","0.8753852511","0.9072936468","DOWNTREND","SIDEWAYS","SIDEWAYS","36.1686550289","NEUTRAL","-0.0073255595","3.02%","NEUTRAL","-229.2490118577","0.00","-88.8888888889","1,026,600","1,066,800","912,650","841,707.00","883,488.6666666667","755,485.50","Black Long Day","Bearish Engulfing","None","-11.11%","-3.61%","-4.76%","-5,770.00","5,000.00","1,499,399.9999","2,344,689.9999","-370,680,301.0002","0.03","-81.25%","26.6666666667","0","0.8421052632","0"
"ALCPB","100.40","-2.60","-2.52%","100.40","100.40","100.40","103.00","10,000.00","1,004,000.00","0.00","109.00","100.00","100.20","100.20","107.00","109.00","106.04","107.1280","106.8410","106.2640","105.5566694671","106.5198260756","106.6210131083","106.1864983306","DOWNTREND","SIDEWAYS","SIDEWAYS","30.6720978396","NEUTRAL","-0.6647233205","1.32%","LOW","-263.0004601933","0.00","-100.00","4,221","5,331","7,052","437,150.00","560,966.00","717,181.85","White Marubozu","None","Three White Soldiers","-7.04%","-3.46%","-2.52%","144,720.00","289,643.00","-3,237,387.00","-5,578,921.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ALHI","13.90","-0.10","-0.71%","13.36","13.36","13.90","14.00","1,900.00","25,630.00","0.00","29.25","6.02","13.54","12.99","15.50","16.19","14.5650","15.4616","15.3846","11.75335","14.7257877406","15.0504642058","14.4320951445","12.7841769181","UPTREND","DOWNTREND","SIDEWAYS","41.1747196551","NEUTRAL","-0.2472144351","6.68%","HIGH","-124.0509429341","39.2655367232","-67.7966101695","4,250","4,627","18,515","59,774.20","65,442.80","273,536.90","White Marubozu","Bullish Harami","Three White Soldiers","7.92%","-5.83%","-10.32%","3,100.00","47,424.00","510,830.00","-2,627,108.0001","-2,588,924.0006","0.52","-3.70%","26.7307692308","0","2.1752738654","0"
"ALI","41.30","-0.60","-1.43%","42.00","41.00","42.00","41.90","4,470,700.00","184,467,455.00","-138,969,755.00","47.50","38.45","41.15","39.78","42.15","46.00","41.1675","40.9790","42.6885","42.92775","41.3353929307","41.4358305982","41.9500099645","41.8238711099","UPTREND","SIDEWAYS","DOWNTREND","50.20652662","NEUTRAL","0.1717814","2.35%","LOW","27.9360256573","49.0476190476","-58.5714285714","7,739,560","7,229,947","7,874,665","323,843,741.00","299,235,076.6666666667","324,560,087.00","Black Long Day","Bearish Engulfing","None","-7.40%","1.23%","-1.67%","-196,207,070.00","-14,971,975.00","-207,702,210.00","-4,959,619,265.00","-8,189,659,622.8003","1.76","15.79%","23.4659090909","0","3.1574923547","0"
"ALLS","4,654.67","7.32","0.16%","4,657.69","4,631.35","4,657.69","4,647.35","0.00","0.00","0.00","5,287.61","4,577.58","4,602.80","4,440.50","4,673.88","4,858.82","4,660.4110","4,762.8930","4,931.5827","4,884.13065","4,674.7349838471","4,757.1982931659","4,831.2661902344","4,827.3398086349","UPTREND","SIDEWAYS","SIDEWAYS","45.2620340543","NEUTRAL","-34.3867804813","1.09%","LOW","-22.7977451272","25.670542164","-67.1785234899","0","0","0","0.00","0.00","0.00","Hanging Man","None","None","-6.72%","-1.45%","-0.22%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ANI","14.58","-0.02","-0.14%","14.60","14.38","14.62","14.60","628,900.00","9,148,664.00","2,164,270.00","15.00","6.26","14.34","13.90","14.65","15.00","14.5040","14.2108","13.2450","11.9684","14.5019062229","14.1179639044","13.4019878832","11.9532852717","UPTREND","SIDEWAYS","UPTREND","55.1874868653","NEUTRAL","0.1683273128","1.84%","LOW","23.4324707094","52.962962963","-46.6666666667","1,317,960","1,134,947","1,050,165","19,328,924.60","16,576,363.4666666667","15,275,002.50","Hanging Man","None","None","19.51%","4.14%","-0.41%","16,875,848.00","87,886,732.00","96,972,058.00","110,250,498.00","281,808,973.0019","0.33","189.19%","44.1818181818","0","5.5437262357","0"
"ANS","6.25","-0.15","-2.34%","6.35","6.25","6.35","6.40","20,500.00","128,405.00","0.00","7.90","6.08","6.24","6.00","6.58","6.82","6.4870","6.6908","6.8876","6.9353","6.5030171061","6.6414922762","6.7715165254","6.7790315859","SIDEWAYS","DOWNTREND","SIDEWAYS","33.2641625102","NEUTRAL","-0.0427388394","2.65%","LOW","-175.9603469641","46.4646464646","-100.00","49,200","43,273","42,095","317,109.60","279,386.40","271,631.40","Black Marubozu","None","None","-11.35%","-4.58%","-5.02%","269,510.00","273,434.00","223,164.00","-838,209.00","-68,635,240.00","1.35","-50.00%","4.6296296296","0","0.416389074","0"
"AP","38.30","0.55","1.46%","38.30","37.75","38.30","37.75","595,900.00","22,708,195.00","-3,243,270.00","43.10","37.00","37.65","37.20","38.58","39.82","38.2975","38.5160","39.4280","40.01","38.2732854409","38.5721460663","39.102150594","39.8286192811","SIDEWAYS","SIDEWAYS","SIDEWAYS","49.7415931707","NEUTRAL","-0.075572497","1.98%","LOW","-57.6131687243","26.6666666667","-46.6666666667","877,680","1,037,100","1,074,265","33,709,358.50","39,742,002.6666666667","41,225,916.00","Dragonfly Doji","Tweezer Bottoms","None","-7.82%","0.79%","-1.42%","-52,823,249.9997","-276,385,774.9997","-352,449,309.9997","-1,027,669,549.9999","-3,171,759,890.0002","2.72","3.42%","14.0808823529","0","2.5584502338","0"
"APC","0.45","0.01","2.27%","0.4450","0.4450","0.4650","0.44","1,520,000.00","677,950.00","0.00","0.91","0.42","0.44","0.4225","0.4625","0.4975","0.47","0.4992","0.49115","0.51835","0.4684241417","0.4859137935","0.49522839","0.506196318","DOWNTREND","DOWNTREND","SIDEWAYS","39.1669589543","NEUTRAL","-0.0109463575","3.88%","NEUTRAL","-122.3556317896","0.00","-80.00","2,425,000","2,147,333","2,312,500","1,117,275.00","1,001,523.3333333333","1,092,470.00","Inverted Hammer","None","None","-6.25%","-4.26%","-3.23%","55,200.00","60,050.00","348,410.00","-43,837,020.00","-61,454,359.9998","0.00","100.00%","0.00","0","15.00","0"
"APL","0.0460","-0.0010","-2.13%","0.0470","0.0440","0.0470","0.0470","4,600,000.00","206,300.00","18,000.00","0.0720","0.0370","0.0450","0.0435","0.0475","0.05","0.0473","0.04906","0.0498","0.047175","0.0472709537","0.048669629","0.0489807151","0.0484553765","DOWNTREND","DOWNTREND","SIDEWAYS","41.3005419515","NEUTRAL","-0.0007844065","3.76%","NEUTRAL","-173.9130434783","31.1111111111","-60.00","7,380,000","10,533,333","9,300,000","340,760.00","497,926.6666666667","440,605.00","Hanging Man","Tweezer Tops","None","9.52%","-4.17%","0.00%","54,800.00","-115,300.00","-110,800.00","707,210.00","-7,358,069.9995","0.00","0.00%","0.00","0","4.60","0"
"APO","0.90","-0.03","-3.23%","0.93","0.89","0.93","0.93","182,000.00","165,110.00","-62,100.00","1.36","0.88","0.88","0.85","0.97","1.04","0.9110","0.9214","0.9507","1.0280","0.9192786595","0.9261389841","0.9537891787","1.0085896429","UPTREND","SIDEWAYS","SIDEWAYS","44.6289707115","NEUTRAL","0.0009485866","2.72%","LOW","-15.5163188871","46.6666666667","-80.00","239,700","174,400","135,100","225,499.00","163,264.6666666667","126,298.00","Black Long Day","None","Three Black Crows","-10.00%","0.00%","-4.26%","-62,100.00","-61,780.00","-200,450.00","-195,180.00","81,503,220.00","-0.03","0.00%","-30.00","0","0.4147465438","0"
"APX","1.60","0.00","0.00%","1.58","1.58","1.60","1.60","1,562,000.00","2,484,990.00","15,800.00","2.42","1.48","1.59","1.48","1.66","1.76","1.6745","1.6996","1.6498","1.6694","1.6658314733","1.6822012042","1.6774481804","1.7244662591","DOWNTREND","SIDEWAYS","SIDEWAYS","38.4563857242","NEUTRAL","-0.01816981","3.13%","NEUTRAL","-141.5602836879","9.4907407407","-88.8888888889","2,066,100","2,002,467","2,197,050","3,384,465.00","3,330,478.00","3,679,062.50","White Marubozu","Tweezer Bottoms","None","3.23%","-5.88%","-3.61%","70,540.00","2,688,720.00","31,237,240.00","49,091,799.00","-35,646,970.9993","0.08","14.29%","20.00","0","1.8390804598","0"
"AR","0.0029","0.00","0.00%","0.0027","0.0027","0.0029","0.0029","25,000,000.00","69,400.00","0.00","0.0038","0.0021","0.0027","0.0024","0.0030","0.0032","0.00283","0.002976","0.002698","0.00264","0.0028336456","0.0028391279","0.0027743104","0.0027878187","DOWNTREND","DOWNTREND","UPTREND","54.8801720395","NEUTRAL","-0.0000313977","5.28%","HIGH","-2.4509803922","66.6666666667","-33.3333333333","269,800,000","229,466,667","223,800,000","766,410.00","651,180.00","638,800.00","White Marubozu","None","None","31.82%","0.00%","7.41%","-2,900.00","137,100.00","-31,400.00","-1,138,500.00","557,800.00","0.00","0.00%","0.00","0","0.00","0"
"ARA","2.02","0.00","0.00%","2.02","2.02","2.02","2.02","2,000.00","4,040.00","0.00","2.65","2.00","2.00","1.92","2.08","2.18","2.0440","2.0808","2.1432","2.26035","2.0488105461","2.0830989356","2.1428961689","2.2172630754","DOWNTREND","SIDEWAYS","SIDEWAYS","45.6114621822","NEUTRAL","-0.0168739758","2.42%","LOW","-80.3868238138","40.00","-80.00","71,600","80,400","63,650","144,488.00","163,411.3333333333","129,376.00","White Marubozu","Bullish Harami","None","-11.40%","-3.81%","-2.42%","0.00","112,629.9999","36,050.0002","-654,869.9999","-6,853,118.9995","0.00","0.00%","0.00","0","2.2696629213","0"
"AT","4.14","0.00","0.00%","4.14","4.14","4.15","4.14","105,000.00","434,740.00","-318,790.00","5.80","4.13","3.92","3.84","4.34","4.48","4.2865","4.5358","4.7208","4.83495","4.2987801885","4.4763643847","4.6331971928","4.7750046408","DOWNTREND","DOWNTREND","DOWNTREND","33.08027295","NEUTRAL","-0.0941523053","1.97%","LOW","-141.4641464146","5.7926829268","-97.5609756098","147,400","162,067","192,200","633,960.00","695,003.3333333333","830,459.00","Gravestone Doji","None","None","-17.20%","-3.94%","-1.43%","-713,860.00","-2,898,649.9998","-7,505,379.9997","-8,087,533.9997","-63,629,140.9988","-0.36","21.74%","-11.50","0","0.3901979265","0"
"ATI","13.00","0.18","1.40%","13.00","13.00","13.00","12.82","300.00","3,900.00","0.00","14.50","10.58","12.80","12.38","13.06","13.48","12.7950","12.5524","12.1160","11.7147","12.8179224335","12.5558874247","12.2243902183","11.8885057004","UPTREND","SIDEWAYS","SIDEWAYS","56.1453770075","NEUTRAL","0.1244298697","1.52%","LOW","86.9867780097","73.0158730159","-11.9047619048","276,640","220,807","174,560","3,523,811.00","2,812,138.40","2,221,456.20","White Marubozu","None","None","9.98%","3.17%","-0.46%","12,151,040.00","23,490,876.00","22,875,036.0002","24,019,336.0003","65,010,368.0001","1.34","7.20%","9.7014925373","0","1.8492176387","0"
"ATN","0.70","0.02","2.94%","0.69","0.68","0.70","0.68","5,862,000.00","4,022,400.00","0.00","0.76","0.30","0.67","0.61","0.74","0.75","0.6715","0.6362","0.58245","0.4749","0.6728636738","0.6399571384","0.5881280993","0.5160113647","UPTREND","UPTREND","UPTREND","57.4610831075","NEUTRAL","0.0173234474","5.28%","HIGH","61.8556701031","46.1538461538","-41.6666666667","23,285,800","21,252,400","33,277,350","16,231,832.00","14,550,556.6666666667","23,282,149.00","None","None","None","70.73%","4.48%","1.45%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","1.7073170732","0"
"ATNB","0.69","-0.01","-1.43%","0.71","0.69","0.71","0.70","1,225,000.00","862,130.00","0.00","0.76","0.30","0.64","0.62","0.74","0.75","0.68","0.6504","0.6060","0.489425","0.6827995974","0.6537627847","0.6042161227","0.5311804582","UPTREND","UPTREND","UPTREND","53.5548153662","NEUTRAL","0.015021675","4.47%","NEUTRAL","44.8674371176","50.00","-54.5454545455","3,644,300","3,331,800","5,654,150","2,562,697.00","2,302,747.3333333333","3,980,019.50","Black Marubozu","None","Three Black Crows","50.00%","1.47%","-1.43%","3,263,580.00","6,695,769.9999","19,304,389.9999","38,877,649.00","54,024,948.9995","0.00","0.00%","0.00","0","0.00","0"
"AUB","58.95","0.10","0.17%","58.85","58.00","58.95","58.85","101,780.00","5,994,072.50","4,364,225.50","60.00","48.35","58.08","54.20","59.00","60.00","58.7875","59.0950","59.3145","59.4705","58.8232979421","59.0056718927","59.057349167","58.0696699661","SIDEWAYS","SIDEWAYS","SIDEWAYS","51.066420179","NEUTRAL","-0.0994553868","1.62%","LOW","21.3953488372","89.898989899","-3.0303030303","26,658","26,303","28,888","1,568,177.95","1,547,911.8333333333","1,696,176.50","Hammer","None","None","-1.42%","-0.08%","0.00%","7,303,466.00","17,184,123.00","31,461,412.50","38,337,514.50","327,816,934.4998","6.07","24.90%","9.7116968699","0","1.0429936306","0"
"BC","1.58","-0.02","-1.25%","1.58","1.58","1.58","1.60","7,000.00","11,060.00","0.00","2.30","1.41","1.52","1.43","1.73","1.80","1.5915","1.6712","1.7478","1.85085","1.5911928099","1.6558125634","1.7302634181","1.8404426686","DOWNTREND","DOWNTREND","DOWNTREND","47.3698582773","NEUTRAL","-0.0429861122","4.58%","NEUTRAL","-17.9063360882","38.7596899225","-60.4651162791","62,000","56,667","50,100","97,400.00","89,854.6666666667","79,816.50","White Marubozu","None","None","-8.67%","-2.47%","1.94%","0.00","0.00","0.00","0.00","0.00","0.25","139.68%","6.32","0","0.2651006711","0"
"BCB","1.70","0.10","6.25%","1.58","1.58","1.70","1.60","5,000.00","8,140.00","3,400.00","2.27","1.58","1.59","1.0667","1.71","1.96","1.6810","1.7104","1.7739","1.88175","1.6748733633","1.7100844132","1.7707987907","1.889684372","DOWNTREND","SIDEWAYS","SIDEWAYS","51.2755378454","NEUTRAL","-0.0166754072","3.62%","NEUTRAL","-20.202020202","0.00","-45.4545454545","31,100","25,333","53,200","50,625.00","41,630.6666666667","92,299.50","White Marubozu","None","None","-2.86%","6.25%","6.25%","-73,500.00","-131,550.00","-14,660.00","-1,262,910.00","-18,310,405.9998","0.00","0.00%","0.00","0","0.00","0"
"BCOR","5.39","0.39","7.80%","5.39","5.39","5.39","5.00","100.00","539.00","0.00","6.30","4.51","4.92","4.66","5.40","6.30","5.2075","5.1674","5.1103","5.2731","5.2238456638","5.1677025323","5.1703524608","5.2303089471","UPTREND","SIDEWAYS","SIDEWAYS","53.185415692","NEUTRAL","0.0480966301","5.44%","HIGH","81.1492913997","74.8633879781","-3.2786885246","6,310","6,560","5,485","32,465.30","33,891.3333333333","28,181.30","White Marubozu","None","None","10.68%","-0.19%","0.19%","4,851.00","4,851.00","9,567.00","41,521.00","-344,976.9998","0.22","83.33%","24.50","0","2.9135135135","0"
"BDO","129.80","1.30","1.01%","129.00","127.50","130.20","128.50","1,153,240.00","149,294,375.00","1,181,830.00","167.70","118.80","126.00","120.75","130.90","137.45","129.8750","135.8060","145.6930","141.4480","130.7085595644","135.475843059","139.5839731284","138.538011188","UPTREND","DOWNTREND","DOWNTREND","46.3806516073","NEUTRAL","-2.0471690595","2.65%","LOW","-26.7561930922","25.5639097744","-61.6541353383","1,572,955","1,864,253","1,965,543","207,278,134.20","242,501,752.7333333333","256,019,763.35","None","None","None","-20.85%","-1.44%","-1.89%","-143,591,040.00","-332,799,339.00","-836,052,898.0001","-3,000,823,347.0001","-5,624,784,771.20","6.36","2.58%","20.4088050314","0","1.9312602291","0"
"BEL","3.48","0.01","0.29%","3.48","3.46","3.48","3.47","99,000.00","343,870.00","-194,510.00","4.35","3.20","3.38","3.25","3.54","3.68","3.4155","3.5284","3.6648","3.7038","3.4481164881","3.5147749297","3.6011381998","3.6529870108","UPTREND","DOWNTREND","SIDEWAYS","54.1567809205","NEUTRAL","-0.0245839844","2.07%","LOW","92.7908636688","53.5714285714","-42.8571428571","385,300","292,867","371,450","1,337,869.00","1,013,948.6666666667","1,267,457.50","Dragonfly Doji","None","None","-10.31%","3.57%","0.87%","-1,274,110.00","-190,090.00","-7,041,049.9997","-1,235,189.9997","11,317,920.0007","0.29","0.00%","12.00","0","1.3384615385","0"
"BH","1,401.00","-302.00","-17.73%","1,401.00","1,401.00","1,401.00","1,703.00","5.00","7,005.00","0.00","2,990.00","1,001.00","1,400.00","1,053.50","1,703.00","2,945.00","1,871.90","1,463.50","1,166.4750","0.00","1,705.0893204858","1,508.7845624759","1,188.8065362376","0.00","DOWNTREND","UPTREND","UPTREND","44.6953189404","NEUTRAL","104.3473853479","15.85%","HIGH","-125.3802407089","26.9777777778","-99.8666666667","14","145","132","25,199.50","208,603.00","214,425.8750","White Marubozu","None","Three White Soldiers","-5.72%","-17.73%","-17.73%","0.00","0.00","5,475.00","49,100.00","0.00","-0.35","-122.15%","-4,002.8571428571","0","7.1116751269","0"
