"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)_VALUE","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"ACPB2","504.00","2.00","0.40%","504.00","504.00","504.00","502.00","40,000.00","20,160,000.00","0.00","540.00","500.00","502.00","500.00","510.00","528.00","509.05","511.96","517.25","519.6575","508.6381749409","511.8841031772","515.4025414808","519.4670189209","SIDEWAYS","SIDEWAYS","SIDEWAYS","45.1902531298","NEUTRAL","-1.5470492656","1.37%","LOW","-74.0740740741","0.00","-90.4761904762","11,167","7,796","7,428","5,630,370.00","3,930,747.6666666667","3,753,401.75","White Marubozu","Bullish Harami","None","-4.18%","-0.40%","-1.18%","0.00","0.00","82,400.00","287,060.00","-15,685,005.00","0.00","0.00%","0.00","0","0.00","0"
"ACR","1.26","0.00","0.00%","1.26","1.24","1.26","1.26","32,000.00","39,910.00","0.00","1.94","1.23","1.23","1.19","1.28","1.33","1.2635","1.28","1.3010","1.34415","1.2651558047","1.2776270968","1.3004677913","1.3434453588","SIDEWAYS","SIDEWAYS","SIDEWAYS","47.7613948694","NEUTRAL","-0.0051418185","1.88%","LOW","-106.8702290076","0.00","-40.00","168,600","181,467","268,700","211,060.00","228,188.6666666667","337,799.50","Dragonfly Doji","Bullish Harami","None","-6.67%","-0.79%","-1.56%","6,200.00","-367,290.00","-361,010.00","-301,850.0001","-82,680,630.0001","245,777,710.00","614,444,274,900.00%","0.0000000051","0","0.72","0"
"AEV","62.70","-1.80","-2.79%","63.10","62.40","64.25","64.50","1,697,650.00","106,622,097.50","-54,466,671.50","79.00","59.30","59.30","59.30","64.70","69.85","65.3925","68.6340","71.7690","72.49625","64.7976146678","67.8110403625","70.0899274073","71.7102990537","DOWNTREND","DOWNTREND","DOWNTREND","41.4755796511","NEUTRAL","-1.8877949001","4.16%","NEUTRAL","-51.6835533722","43.6018957346","-67.7725118483","1,442,797","1,266,279","1,300,888","89,662,600.40","80,489,818.5333333333","83,952,524.6750","None","None","None","-15.27%","-10.24%","-0.24%","-114,744,234.50","-466,493,474.9997","-730,030,226.4997","-1,769,480,205.00","-3,309,350,577.0027","3.86","-1.53%","16.2435233161","0","2.3009174312","0"
"AGI","13.16","-0.28","-2.08%","13.46","13.16","13.60","13.44","7,132,100.00","95,925,340.00","5,019,444.00","17.30","12.56","13.04","12.65","13.70","14.24","13.2330","13.6828","14.6542","14.9151","13.3398963035","13.7368409984","14.2520594764","14.5709232107","SIDEWAYS","DOWNTREND","DOWNTREND","43.954902151","NEUTRAL","-0.1729143058","2.59%","LOW","22.7398779811","61.4814814815","-66.6666666667","6,270,960","6,452,940","9,489,060","83,252,847.40","85,105,975.0666666667","125,528,545.70","Black Long Day","None","None","-17.75%","0.92%","-3.24%","4,267,176.00","-192,035,640.0002","-411,887,866.0002","-404,045,006.0002","-2,577,137,596.4792","2.18","-3.54%","6.0366972477","0","0.4752618274","0"
"ALCO","0.83","0.00","0.00%","0.85","0.83","0.85","0.83","267,000.00","221,650.00","4,150.00","1.35","0.81","0.82","0.78","0.86","0.92","0.8360","0.86","0.8777","0.93775","0.8395016163","0.8547657144","0.8822833395","0.9126004241","SIDEWAYS","SIDEWAYS","SIDEWAYS","45.1939755751","NEUTRAL","-0.0070947947","3.29%","NEUTRAL","15.3256704981","28.5714285714","-71.4285714286","915,300","840,200","1,139,750","768,402.00","700,804.6666666667","948,726.00","Black Marubozu","Bearish Harami","Three Black Crows","-7.78%","0.00%","-2.35%","4,150.00","96,450.00","1,506,849.9999","2,473,719.9999","-370,618,851.0002","0.03","-81.25%","27.6666666667","0","0.8736842105","0"
"ALCPB","107.00","1.00","0.94%","106.20","106.20","107.00","106.00","1,360.00","144,720.00","144,720.00","109.00","100.00","104.00","100.75","108.00","109.00","106.57","107.3520","106.9120","106.2850","106.425737493","106.9234767275","106.8223808507","106.2772636816","DOWNTREND","SIDEWAYS","SIDEWAYS","51.8034519764","NEUTRAL","-0.494205624","0.95%","LOW","10.2632753235","0.00","-40.00","5,595","7,292","6,751","591,265.30","734,781.3333333333","687,967.65","White Marubozu","None","None","-0.93%","2.88%","0.94%","144,720.00","-3,382,357.00","-3,092,802.00","-5,578,921.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ALHI","14.40","-0.30","-2.04%","14.60","14.40","14.60","14.70","5,200.00","75,580.00","0.00","29.25","6.02","14.20","13.15","14.96","15.79","14.7370","15.6476","15.2094","11.54045","14.8441696382","15.1505008704","14.4126150513","12.6897106202","SIDEWAYS","DOWNTREND","SIDEWAYS","43.9597233876","NEUTRAL","-0.3352789145","5.01%","HIGH","-30.5721605465","67.5769252248","-31.914893617","4,040","22,753","19,465","58,080.80","337,993.60","289,888.80","Black Marubozu","None","None","11.80%","-2.44%","-3.74%","0.00","189,042.00","610,724.00","-2,014,596.0001","-2,548,116.0006","0.52","-3.70%","27.6923076923","0","2.2535211268","0"
"ALI","41.70","-1.60","-3.70%","42.90","41.70","43.10","43.30","10,874,100.00","461,505,115.00","-70,238,265.00","47.50","37.30","39.95","38.72","43.32","46.00","40.8050","40.9490","42.7715","42.94175","41.0147713458","41.3519348175","41.9752913459","41.8281276904","SIDEWAYS","SIDEWAYS","DOWNTREND","54.2214223509","NEUTRAL","-0.0851039574","2.53%","LOW","172.5899015427","84.2716049383","-44.00","9,147,680","9,370,107","10,209,815","377,547,778.50","384,769,607.00","417,673,833.25","Black Long Day","None","None","-6.50%","2.21%","1.71%","257,620,005.00","243,726,980.00","-165,277,725.00","-4,920,672,915.00","-8,351,790,622.8003","1.76","15.79%","23.6931818182","0","3.1880733945","0"
"ALLS","4,678.74","-76.06","-1.60%","4,749.99","4,678.74","4,752.55","4,754.80","0.00","0.00","0.00","5,287.61","4,577.58","4,621.44","4,408.50","4,774.96","4,985.36","4,663.8940","4,811.3518","4,946.5431","4,887.43045","4,696.7288894743","4,786.6636449917","4,854.5308430698","4,838.3733043019","SIDEWAYS","DOWNTREND","SIDEWAYS","46.0339116986","NEUTRAL","-49.3504860929","1.20%","LOW","61.4704572296","77.6321645814","-49.9728005539","0","0","0","0.00","0.00","0.00","Black Long Day","None","None","-6.24%","-0.94%","-0.65%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ANI","14.64","-0.30","-2.01%","14.92","14.62","14.92","14.94","908,100.00","13,366,872.00","1,465,770.00","15.00","5.17","14.39","13.90","15.00","15.00","14.4460","14.0468","13.1188","11.8001","14.4397900781","13.9929275983","13.2518643501","11.7908752331","UPTREND","SIDEWAYS","UPTREND","57.4756461933","NEUTRAL","0.1902183783","2.02%","LOW","144.668158091","88.3333333333","-30.00","1,250,970","1,050,013","1,042,300","18,275,698.60","15,267,646.80","15,100,397.70","Black Long Day","None","None","20.00%","4.57%","-0.27%","68,046,252.00","72,154,032.00","73,453,926.00","97,925,810.00","271,135,399.0019","-0.22","-29.41%","-66.5454545455","0","10.7647058824","0"
"ANS","6.53","-0.01","-0.15%","6.53","6.53","6.53","6.54","100.00","653.00","0.00","7.90","6.00","6.40","6.13","6.57","7.64","6.4925","6.7714","6.9109","6.9450","6.5351644771","6.6753092585","6.7983316245","6.7924174675","UPTREND","DOWNTREND","SIDEWAYS","47.5745460502","NEUTRAL","-0.0571146761","2.24%","LOW","75.4189944134","88.9506859474","-13.7931034483","43,120","44,307","37,495","278,418.70","286,239.6666666667","241,911.40","White Marubozu","None","None","-7.38%","-0.31%","-0.15%","3,924.00","-14,346.00","-39,896.00","-1,249,841.00","-68,904,750.00","1.35","-50.00%","4.837037037","0","0.4350433045","0"
"AP","38.40","0.00","0.00%","38.60","38.40","39.00","38.40","1,036,200.00","39,807,840.00","-32,840,565.00","43.10","37.00","38.20","37.20","39.00","40.30","38.4525","38.6230","39.5480","40.0580","38.4217823723","38.6972123064","39.2276428156","39.9341878425","DOWNTREND","SIDEWAYS","SIDEWAYS","49.5065585706","NEUTRAL","-0.0708535607","2.06%","LOW","30.9813463098","62.50","-43.75","1,166,130","1,268,413","1,271,065","44,752,153.00","48,760,623.3333333333","48,792,960.50","Shooting Star","Bearish Harami","None","-7.58%","1.05%","-1.41%","-158,155,720.00","-262,122,310.00","-389,542,004.9996","-1,080,907,709.9998","-3,234,026,940.0005","2.72","3.42%","14.1176470588","0","2.5651302605","0"
"APC","0.47","0.00","0.00%","0.47","0.4650","0.4750","0.47","1,180,000.00","554,700.00","0.00","0.91","0.42","0.4650","0.4375","0.4850","0.57","0.4755","0.5186","0.49245","0.51975","0.4817733227","0.4948776859","0.5005996534","0.5094724054","UPTREND","DOWNTREND","UPTREND","43.4083287351","NEUTRAL","-0.0097228295","4.31%","NEUTRAL","-59.7014925373","16.6666666667","-80.00","2,555,000","2,258,000","2,664,000","1,235,705.00","1,086,486.6666666667","1,272,117.50","Doji","None","None","-2.08%","0.00%","-2.08%","0.00","180,850.00","170,720.00","-43,888,620.00","-61,509,559.9998","0.00","100.00%","0.00","0","15.6666666667","0"
"APL","0.0480","0.0010","2.13%","0.0470","0.0460","0.0480","0.0470","12,000,000.00","555,800.00","0.00","0.0720","0.0370","0.0465","0.0445","0.05","0.0530","0.04765","0.05062","0.04954","0.04707","0.0479014325","0.0492574696","0.0492968143","0.0485762418","SIDEWAYS","DOWNTREND","SIDEWAYS","48.01755659","NEUTRAL","-0.0008861797","3.44%","NEUTRAL","-42.4469413233","26.6666666667","-60.00","12,870,000","12,013,333","11,880,000","615,810.00","572,740.00","565,720.00","None","None","None","14.29%","0.00%","2.13%","-155,100.00","-179,700.00","-148,800.00","-3,531,300.00","-7,145,509.9995","0.00","0.00%","0.00","0","0.00","0"
"APO","0.93","0.03","3.33%","0.92","0.89","0.95","0.90","234,000.00","215,040.00","320.00","1.36","0.88","0.88","0.85","0.94","0.98","0.9025","0.9206","0.9512","1.0366","0.9055835942","0.9230824472","0.9558180902","1.0129481102","SIDEWAYS","SIDEWAYS","SIDEWAYS","56.5127948532","NEUTRAL","-0.0087270316","2.30%","LOW","168.6586985392","70.4761904762","-28.5714285714","68,300","51,267","61,350","61,331.00","46,020.6666666667","55,146.50","None","None","None","-7.00%","3.33%","5.68%","320.00","320.00","-138,350.00","-132,410.00","81,565,320.00","-0.03","0.00%","-31.00","0","0.4285714286","0"
"APX","1.65","0.00","0.00%","1.65","1.64","1.67","1.65","1,282,000.00","2,114,350.00","-21,480.00","2.42","1.48","1.64","1.55","1.72","1.82","1.7020","1.7098","1.6423","1.67065","1.701179658","1.6976815527","1.6840204796","1.7305375858","SIDEWAYS","SIDEWAYS","UPTREND","43.6326388837","NEUTRAL","-0.0049349136","3.73%","NEUTRAL","-98.0769230769","25.5952380952","-85.7142857143","1,925,700","2,426,467","4,315,800","3,271,636.00","4,104,785.3333333333","7,379,841.00","Doji","None","None","6.45%","-2.94%","-2.37%","-19,750.00","3,998,760.00","38,661,800.00","49,370,069.00","-35,886,720.9993","0.08","14.29%","20.6250","0","1.8965517241","0"
"AR","0.0027","-0.0001","-3.57%","0.0027","0.0027","0.0028","0.0028","161,000,000.00","439,600.00","0.00","0.0038","0.0021","0.0026","0.0024","0.0028","0.0030","0.00284","0.003002","0.002663","0.002648","0.0028362142","0.0028436952","0.0027685498","0.0027859473","DOWNTREND","DOWNTREND","UPTREND","38.6539302144","NEUTRAL","-0.0000332913","4.91%","NEUTRAL","-200.00","0.00","-100.00","137,900,000","190,533,333","254,600,000","387,110.00","542,220.00","734,615.00","Gravestone Doji","None","None","22.73%","-6.90%","-3.57%","0.00","183,500.00","-10,100.00","-1,591,399.9999","560,700.00","0.00","0.00%","0.00","0","0.00","0"
"ARA","2.01","-0.01","-0.50%","2.06","2.01","2.06","2.02","21,000.00","42,490.00","0.00","2.65","2.01","2.00","1.92","2.06","2.16","2.0485","2.0808","2.1549","2.26815","2.0507508677","2.0894591128","2.150885476","2.2242020146","DOWNTREND","SIDEWAYS","SIDEWAYS","44.0053435501","NEUTRAL","-0.0194439635","2.44%","LOW","-64.2303433001","18.1818181818","-100.00","98,400","71,067","87,800","200,424.00","144,765.3333333333","179,724.00","Black Marubozu","None","None","-11.84%","-4.29%","0.00%","14,069.9999","112,629.9999","36,050.0002","-752,219.9999","-6,853,118.9995","0.00","0.00%","0.00","0","2.2584269663","0"
"AT","4.35","-0.05","-1.14%","4.40","4.33","4.40","4.40","61,000.00","264,650.00","-117,210.00","5.80","4.20","4.20","3.92","4.47","4.64","4.3610","4.6324","4.7372","4.86595","4.3858511156","4.5520899626","4.6886058127","4.8106036437","DOWNTREND","DOWNTREND","SIDEWAYS","41.7810428004","NEUTRAL","-0.1048426056","1.78%","LOW","-16.7072181671","56.15280595","-55.8823529412","178,500","205,133","195,750","772,312.00","893,018.00","857,340.00","Black Long Day","None","None","-13.00%","0.93%","3.57%","-983,420.00","-4,881,299.9998","-7,141,889.9997","-7,489,023.9997","-64,641,835.9990","-0.36","21.74%","-12.0833333333","0","0.4099905749","0"
"ATI","13.00","-0.02","-0.15%","13.10","13.00","13.10","13.02","4,200.00","54,730.00","-14,410.00","14.50","10.30","12.60","11.93","13.06","13.48","12.7160","12.4228","12.0508","11.6922","12.7423375999","12.4713736182","12.1492579771","11.8346264375","UPTREND","SIDEWAYS","SIDEWAYS","57.2157009547","NEUTRAL","0.1174694661","1.81%","LOW","145.3106332139","96.0317460317","-11.9047619048","166,380","122,860","126,750","2,107,240.80","1,554,630.40","1,599,202.70","Black Marubozu","Bearish Engulfing","None","9.98%","3.17%","3.17%","11,196,710.00","10,717,646.0002","10,133,098.0004","11,891,896.0003","53,909,328.0001","1.34","7.20%","9.7014925373","0","1.8492176387","0"
"ATN","0.67","-0.01","-1.47%","0.68","0.65","0.68","0.68","16,632,000.00","11,130,540.00","0.00","0.76","0.30","0.64","0.58","0.68","0.73","0.6415","0.6316","0.56545","0.463775","0.6489325955","0.6229115724","0.5734736539","0.5044362136","UPTREND","SIDEWAYS","UPTREND","56.9292318661","NEUTRAL","0.010843151","4.79%","NEUTRAL","65.5598126862","51.6203703704","-56.25","39,364,700","32,600,333","25,592,600","27,624,535.00","22,708,146.00","17,721,629.50","Hanging Man","Tweezer Tops","None","63.41%","0.00%","3.08%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","1.6341463415","0"
"ATNB","0.68","-0.01","-1.45%","0.68","0.66","0.69","0.69","4,419,000.00","2,968,830.00","1,227,810.00","0.76","0.30","0.64","0.61","0.69","0.73","0.6570","0.6468","0.5897","0.478375","0.6605819991","0.6382497002","0.5905613495","0.5200306248","UPTREND","SIDEWAYS","UPTREND","56.2919397097","NEUTRAL","0.0084420383","4.56%","NEUTRAL","68.8748685594","48.8888888889","-53.3333333333","6,541,400","5,827,867","4,958,650","4,623,493.00","4,074,568.00","3,419,144.00","Doji","None","None","47.83%","0.00%","4.62%","-55,090.00","9,402,260.00","21,308,070.00","37,418,609.0001","50,811,748.9996","0.00","0.00%","0.00","0","0.00","0"
"AUB","58.00","-1.00","-1.69%","58.95","58.00","58.95","59.00","2,100.00","121,905.00","0.00","60.00","48.35","57.68","54.20","59.00","60.00","58.8350","59.15","59.3590","59.47725","58.8397311451","59.0527728208","59.0853158925","58.0327011143","SIDEWAYS","SIDEWAYS","SIDEWAYS","37.6266943082","NEUTRAL","-0.1037984885","1.62%","LOW","-104.0257648953","80.9523809524","-57.1428571429","22,603","27,283","27,789","1,331,231.75","1,601,144.6666666667","1,630,466.9750","Black Marubozu","None","None","-3.01%","-1.69%","-1.61%","4,632,187.50","14,955,285.50","22,695,198.50","31,893,677.00","322,786,018.4998","6.07","24.90%","9.5551894563","0","1.0261854211","0"
"BC","1.55","0.00","0.00%","1.55","1.55","1.55","1.55","3,000.00","4,650.00","0.00","2.30","1.41","1.44","1.39","1.73","1.80","1.6055","1.6784","1.7538","1.85335","1.5915679478","1.6613113192","1.7359919527","1.8455029988","DOWNTREND","DOWNTREND","DOWNTREND","44.5347240433","NEUTRAL","-0.0459715508","4.56%","NEUTRAL","-55.4522924411","37.984496124","-67.4418604651","64,700","61,733","47,800","101,395.00","97,990.00","76,060.00","White Marubozu","Bullish Harami","None","-10.40%","-4.32%","0.00%","0.00","0.00","0.00","0.00","0.00","0.03","111.11%","51.6666666667","0","0.2574750831","0"
"BCB","1.60","0.00","0.00%","1.60","1.60","1.61","1.60","48,000.00","76,900.00","-76,900.00","2.61","1.60","1.0667","1.0667","1.66","1.96","1.6805","1.7104","1.7753","1.8842","1.6722284542","1.7104960219","1.7722290693","1.8915907476","DOWNTREND","SIDEWAYS","SIDEWAYS","43.0656432876","NEUTRAL","-0.0158657753","3.56%","NEUTRAL","-109.3189964158","0.00","-100.00","32,000","49,600","53,250","52,195.00","88,514.00","92,399.50","Gravestone Doji","None","None","-8.57%","-4.19%","-2.44%","-126,700.00","411,730.00","-18,060.00","-1,199,710.00","-18,358,055.9998","0.00","0.00%","0.00","0","0.00","0"
"BCOR","5.38","0.38","7.60%","5.39","4.98","5.39","5.00","1,800.00","9,613.00","4,851.00","7.50","4.51","4.90","4.66","5.40","6.30","5.2110","5.1546","5.1076","5.2753","5.2280773899","5.1651038261","5.1692669577","5.2310025447","UPTREND","SIDEWAYS","SIDEWAYS","53.3977080103","NEUTRAL","0.0540046857","5.18%","HIGH","25.0515495645","74.8633879781","-4.9180327869","6,120","6,493","5,530","31,517.60","33,572.8666666667","28,447.35","Hanging Man","None","None","10.47%","-0.37%","7.60%","4,851.00","4,851.00","4,237.00","41,521.00","-344,976.9998","0.22","83.33%","24.4545454545","0","2.9081081081","0"
"BDO","131.50","-5.40","-3.94%","135.50","131.50","136.50","136.90","2,044,400.00","272,034,353.00","-127,818,129.00","167.70","118.80","127.35","122.10","137.45","149.50","131.01","138.53","147.1290","141.2570","132.2669018726","137.2650186305","140.9454052781","139.1327889471","DOWNTREND","DOWNTREND","DOWNTREND","46.7302623574","NEUTRAL","-2.7362266212","2.93%","LOW","55.462962963","70.6766917293","-48.8721804511","2,318,231","2,293,356","2,773,945","302,286,413.80","299,377,467.9333333333","364,213,859.55","Black Long Day","None","None","-19.82%","-0.15%","-1.13%","-16,343,052.00","-472,471,463.0001","-824,922,713.0001","-3,286,410,701.0001","-5,246,976,170.20","6.36","2.58%","20.6761006289","0","1.9565540842","0"
"BEL","3.45","0.00","0.00%","3.44","3.44","3.45","3.45","87,000.00","299,580.00","192,640.00","4.35","3.20","3.42","3.25","3.46","3.61","3.3930","3.5740","3.6883","3.71135","3.4357536771","3.529026393","3.6188845798","3.664808904","UPTREND","DOWNTREND","SIDEWAYS","48.6589137795","NEUTRAL","-0.0531095626","1.92%","LOW","73.6278447122","92.962962963","-10.00","162,400","333,733","412,700","555,757.00","1,123,118.00","1,395,749.75","White Marubozu","None","None","-11.08%","2.68%","-0.29%","1,066,110.00","1,239,760.00","-7,470,489.9997","-716,759.9997","-109,002,699.9993","0.29","0.00%","11.8965517241","0","1.3269230769","0"
"BH","1,703.00","0.00","0.00%","1,703.00","1,703.00","1,703.00","1,703.00","5.00","8,515.00","0.00","2,990.00","1,001.00","1,650.00","1,400.00","1,751.50","2,945.00","1,876.25","1,456.48","1,156.9650","0.00","1,737.0987226422","1,513.1839323729","1,184.5197995959","0.00","DOWNTREND","UPTREND","UPTREND","50.3369913761","NEUTRAL","120.6814804082","12.68%","HIGH","-47.4818852772","36.2851851852","-59.60","17","146","133","31,269.00","210,302.6666666667","215,192.1250","White Marubozu","Bullish Harami","Three White Soldiers","14.60%","-10.37%","0.00%","0.00","0.00","12,795.00","49,100.00","0.00","-0.35","-122.15%","-4,865.7142857143","0","8.6446700508","0"
