"Stock","Last","Change","%Change","Open","Low","High","Close","Volume","Value","Net-Foreign","52 Week High","52 Week Low","Support 1","Support 2","Resistance 1","Resistance 2","MA 20","MA 50","MA 100","MA 200","EMA 20","EMA 50","EMA 100","EMA 200","Trend-Short","Trend-Medium","Trend-Long","RSI(14)_VALUE","RSI(14)","MACD(12,26,9)","ATR(14)","Volatility","CCI(20)","STS(14,3,3)","%R(14)","VolumeSMA(10)","VolumeSMA(15)","VolumeSMA(20)","ValueSMA(10)","ValueSMA(15)","ValueSMA(20)","CandleStick(1)","CandleStick(2)","CandleStick(3)","YTD%","MTD%","WTD%","NFB(5)","NFB(15)","NFB(30)","NFB(60)","NFB(360)","EPS","EPS%","P/E","DPS%","P/BV","ROE"
"ACPB2","510.00","6.00","1.19%","510.00","510.00","510.00","504.00","50.00","25,500.00","20,400.00","540.00","500.00","502.00","500.00","512.50","528.00","509.05","511.80","517.05","519.5625","508.7678725656","511.8102167781","515.2955604614","519.3728197277","SIDEWAYS","SIDEWAYS","SIDEWAYS","50.3982651183","NEUTRAL","-1.5531032819","1.34%","LOW","21.164021164","0.00","-55.5555555556","11,072","7,798","7,428","5,582,320.00","3,931,749.00","3,753,146.75","White Marubozu","None","None","-3.04%","0.79%","0.00%","20,400.00","20,400.00","102,800.00","254,660.00","-15,664,605.00","0.00","0.00%","0.00","0","0.00","0"
"ACR","1.25","-0.01","-0.79%","1.23","1.23","1.25","1.26","42,000.00","51,740.00","0.00","1.94","1.23","1.23","1.19","1.28","1.36","1.2635","1.2794","1.2996","1.34325","1.2637123947","1.2765436812","1.2994684291","1.3425155542","SIDEWAYS","SIDEWAYS","SIDEWAYS","45.2018416914","NEUTRAL","-0.0053010341","1.93%","LOW","-175.5952380952","53.3333333333","-60.00","164,600","155,600","202,750","205,822.00","195,484.6666666667","254,958.00","White Marubozu","None","None","-7.41%","-1.57%","-2.34%","6,200.00","-367,290.00","-361,010.00","-307,050.0001","-82,683,210.0001","245,777,710.00","614,444,274,900.00%","0.0000000051","0","0.7142857143","0"
"AEV","62.45","-0.25","-0.40%","64.00","62.45","64.00","62.70","558,830.00","34,908,070.50","-22,077,891.00","79.00","59.30","60.90","59.30","64.70","69.85","65.05","68.3730","71.7185","72.43","64.5740323185","67.6008034855","69.9386417161","71.6181567746","DOWNTREND","DOWNTREND","DOWNTREND","40.8890479598","NEUTRAL","-1.8750788926","4.05%","NEUTRAL","-49.9156118143","37.1248025277","-70.1421800948","1,370,671","1,275,465","1,277,941","84,942,847.00","80,924,777.90","82,187,870.8750","Black Marubozu","None","None","-15.61%","-10.59%","-0.64%","-52,219,992.00","-480,621,811.9997","-749,396,289.4997","-1,780,296,637.00","-3,300,857,058.5027","3.86","-1.53%","16.1787564767","0","2.2917431193","0"
"AGI","13.08","-0.08","-0.61%","13.40","13.08","13.40","13.16","1,189,100.00","15,619,500.00","-7,642,650.00","17.30","12.56","13.04","12.65","13.70","14.35","13.1770","13.6464","14.6254","14.9110","13.3151442746","13.7110825279","14.2288503779","14.5560881539","UPTREND","DOWNTREND","DOWNTREND","42.3609354323","NEUTRAL","-0.1626233333","2.59%","LOW","-1.1829319814","40.7407407407","-75.5555555556","5,036,730","6,033,160","9,088,620","67,030,087.60","79,659,327.3333333333","119,770,688.70","Black Marubozu","None","None","-18.25%","0.31%","-3.82%","6,445,850.00","-166,200,854.0002","-525,463,166.0002","-421,561,006.0002","-2,600,489,384.4792","2.18","-3.54%","6.00","0","0.4723726977","0"
"ALCO","0.84","0.01","1.20%","0.85","0.83","0.85","0.83","958,000.00","801,500.00","-1,680.00","1.35","0.81","0.83","0.78","0.86","0.92","0.8355","0.8594","0.8772","0.9363","0.8395490814","0.8541866668","0.8814460456","0.9118780318","SIDEWAYS","SIDEWAYS","SIDEWAYS","48.9735128483","NEUTRAL","-0.0067939487","3.18%","NEUTRAL","57.0304818092","30.1587301587","-66.6666666667","946,800","781,267","1,086,150","795,523.00","654,174.00","904,387.50","None","Bearish Harami","None","-6.67%","1.20%","-1.18%","2,470.00","94,770.00","1,505,169.9999","2,429,539.9999","-370,620,531.0002","0.03","-81.25%","28.00","0","0.8842105263","0"
"ALCPB","103.00","-4.00","-3.74%","103.00","103.00","103.00","107.00","590.00","60,770.00","0.00","109.00","100.00","101.50","100.75","107.00","109.00","106.37","107.2660","106.8870","106.2810","106.0994767794","106.769614895","106.7466901408","106.2446540927","DOWNTREND","SIDEWAYS","SIDEWAYS","36.8639334894","NEUTRAL","-0.5493577511","1.19%","LOW","-205.0525901897","33.3333333333","-100.00","4,654","6,931","6,562","490,342.30","738,832.6666666667","668,061.35","White Marubozu","None","Three White Soldiers","-4.63%","-0.96%","-3.74%","144,720.00","-3,382,357.00","-3,092,802.00","-5,578,921.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ALHI","15.50","1.10","7.64%","15.00","13.18","15.50","14.40","5,400.00","80,866.00","3,100.00","29.25","6.02","13.79","13.15","15.78","19.60","14.7370","15.6552","15.2570","11.58695","14.9066296727","15.1642067186","14.4341474265","12.7176736986","UPTREND","DOWNTREND","SIDEWAYS","54.3286838497","NEUTRAL","-0.3065504167","5.39%","HIGH","22.5165562914","76.7632769308","0.00","3,420","7,480","19,510","49,954.60","106,395.60","290,507.60","Hammer","None","None","20.34%","5.01%","3.61%","3,100.00","75,424.00","613,984.00","-2,011,496.0001","-2,562,516.0006","0.52","-3.70%","29.8076923077","0","2.4256651017","0"
"ALI","42.00","0.30","0.72%","41.70","41.20","42.35","41.70","3,545,100.00","147,965,975.00","-29,275,515.00","47.50","37.30","40.52","38.72","43.32","46.00","40.8550","40.9590","42.7675","42.9430","41.1086026462","41.3773491384","41.9757806262","41.8298378626","UPTREND","SIDEWAYS","DOWNTREND","55.8503897617","NEUTRAL","-0.0207837171","2.52%","LOW","115.3996101365","72.0317460318","-38.5714285714","8,612,010","9,010,947","9,773,865","356,019,586.00","370,858,096.6666666667","400,083,638.25","None","None","None","-5.83%","2.94%","2.44%","314,880,460.00","171,613,485.00","-204,052,555.00","-4,938,810,155.00","-8,240,505,092.8003","1.76","15.79%","23.8636363636","0","3.2110091743","0"
"ALLS","4,664.94","-13.80","-0.29%","4,701.16","4,647.98","4,701.16","4,678.74","0.00","0.00","0.00","5,287.61","4,577.58","4,656.46","4,506.42","4,774.96","4,968.51","4,661.1120","4,803.3438","4,944.4882","4,886.97675","4,693.701376191","4,781.8901687175","4,850.7765689496","4,836.6475997815","SIDEWAYS","DOWNTREND","SIDEWAYS","44.7645591061","NEUTRAL","-45.1644915941","1.20%","LOW","16.4762548133","59.3550839914","-59.6035082256","0","0","0","0.00","0.00","0.00","Black Long Day","None","None","-6.51%","-1.23%","-0.94%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","0.00","0"
"ANI","14.64","0.00","0.00%","14.66","14.62","14.72","14.64","515,200.00","7,560,658.00","1,579,006.00","15.00","5.51","14.46","13.90","15.00","15.00","14.4580","14.0824","13.1418","11.8278","14.4588576897","14.0183029866","13.2793521848","11.8192247333","UPTREND","SIDEWAYS","UPTREND","57.4756462049","NEUTRAL","0.193266418","1.92%","LOW","97.1659919028","78.3333333333","-30.00","1,194,100","1,061,340","970,090","17,477,367.60","15,441,884.9333333333","14,077,493.90","Shooting Star","None","None","20.00%","4.57%","-0.27%","66,531,258.00","73,561,502.00","79,329,592.00","101,712,292.00","272,623,365.0019","0.16","164.00%","91.50","0","6.7155963303","0"
"ANS","6.58","0.05","0.77%","6.58","6.40","6.58","6.53","34,800.00","223,584.00","0.00","7.90","6.00","6.40","6.14","6.60","7.64","6.4975","6.7560","6.9063","6.94365","6.5394345269","6.6715716405","6.794008226","6.7903038609","UPTREND","DOWNTREND","SIDEWAYS","51.1285178426","NEUTRAL","-0.0506009298","2.26%","LOW","59.4002306805","92.176492399","0.00","45,380","45,467","37,670","292,861.60","293,833.6666666667","243,193.80","Dragonfly Doji","None","None","-6.67%","0.46%","0.61%","3,924.00","-14,346.00","-46,346.00","-1,111,841.00","-68,904,750.00","1.35","-50.00%","4.8740740741","0","0.4383744171","0"
"AP","38.85","0.45","1.17%","38.75","38.10","38.85","38.40","852,800.00","32,808,675.00","-7,025,630.00","43.10","37.00","38.25","37.20","39.00","41.08","38.4850","38.62","39.5425","40.0520","38.4625650035","38.7032039807","39.22016474","39.9233999038","SIDEWAYS","SIDEWAYS","SIDEWAYS","53.3066458693","NEUTRAL","-0.0518510885","2.03%","LOW","26.7479261893","65.6250","-15.6250","1,204,310","1,198,127","1,269,805","46,245,808.50","46,056,424.3333333333","48,759,715.25","Hammer","None","None","-6.50%","2.24%","-0.26%","-52,494,435.00","-263,454,675.00","-389,961,904.9996","-1,079,617,979.9998","-3,169,779,285.0005","2.72","3.42%","14.2830882353","0","2.5951903808","0"
"APC","0.4650","-0.0050","-1.06%","0.4650","0.4650","0.47","0.47","1,490,000.00","693,300.00","0.00","0.91","0.42","0.4625","0.4225","0.48","0.4975","0.4745","0.5153","0.49245","0.519525","0.4801758634","0.4937060119","0.4998947098","0.5090298939","UPTREND","DOWNTREND","UPTREND","41.7201513412","NEUTRAL","-0.0096044475","4.12%","NEUTRAL","-87.7192982456","16.6666666667","-90.00","1,754,000","2,105,333","2,576,500","836,105.00","1,012,506.6666666667","1,227,695.00","Gravestone Doji","None","None","-3.13%","-1.06%","-3.13%","0.00","180,850.00","170,720.00","-43,932,120.00","-61,509,559.9998","0.00","100.00%","0.00","0","15.50","0"
"APL","0.0460","-0.0020","-4.17%","0.0470","0.0460","0.0470","0.0480","8,200,000.00","378,700.00","0.00","0.0720","0.0370","0.0445","0.0415","0.0480","0.05","0.0475","0.05038","0.04957","0.04709","0.0477203437","0.0491297257","0.0492315308","0.0485506076","DOWNTREND","DOWNTREND","SIDEWAYS","38.4225292678","NEUTRAL","-0.0008690806","3.64%","NEUTRAL","-174.0196078431","20.00","-100.00","12,660,000","10,306,667","11,565,000","603,840.00","492,106.6666666667","550,005.00","Black Marubozu","None","None","9.52%","-4.17%","-2.13%","-155,100.00","-179,700.00","-148,800.00","-3,532,400.00","-7,188,669.9995","0.00","0.00%","0.00","0","0.00","0"
"APO","0.94","0.01","1.08%","0.93","0.93","0.97","0.93","1,147,000.00","1,094,670.00","0.00","1.36","0.88","0.88","0.85","0.96","1.04","0.9045","0.9210","0.9511","1.0355","0.9088613471","0.9237458806","0.9555048607","1.0122222584","SIDEWAYS","SIDEWAYS","SIDEWAYS","59.0661325051","NEUTRAL","-0.0073567732","2.42%","LOW","245.4106280193","79.3650793651","-33.3333333333","182,000","127,067","111,550","169,899.00","118,398.6666666667","103,434.00","Inverted Hammer","None","None","-6.00%","4.44%","6.82%","320.00","320.00","-138,350.00","-132,410.00","81,565,320.00","-0.03","0.00%","-31.3333333333","0","0.4331797235","0"
"APX","1.66","0.01","0.61%","1.65","1.64","1.67","1.65","1,423,000.00","2,348,600.00","0.00","2.42","1.48","1.64","1.55","1.70","1.79","1.6945","1.7108","1.6435","1.6703","1.6972577858","1.6962038448","1.6835448265","1.7298357193","SIDEWAYS","SIDEWAYS","UPTREND","44.9252056776","NEUTRAL","-0.0069085773","3.57%","NEUTRAL","-82.9187396352","20.2380952381","-78.5714285714","1,911,200","2,201,067","3,635,250","3,235,227.00","3,731,756.6666666667","6,170,932.00","None","None","None","7.10%","-2.35%","-1.78%","-19,750.00","3,184,820.00","38,661,800.00","49,260,339.00","-35,886,720.9993","0.08","14.29%","20.75","0","1.908045977","0"
"AR","0.0027","0.00","0.00%","0.0027","0.0027","0.0028","0.0027","204,000,000.00","551,200.00","0.00","0.0038","0.0021","0.0024","0.0022","0.0028","0.0030","0.00283","0.002996","0.002668","0.0026455","0.0028232414","0.0028380601","0.0027671924","0.0027850921","DOWNTREND","DOWNTREND","UPTREND","38.6538801193","NEUTRAL","-0.0000361791","4.83%","NEUTRAL","-169.1542288557","0.00","-100.00","143,200,000","164,400,000","260,450,000","399,940.00","467,180.00","749,895.00","Gravestone Doji","None","None","22.73%","-6.90%","-3.57%","0.00","183,500.00","-900.00","-1,591,399.9999","560,700.00","0.00","0.00%","0.00","0","0.00","0"
"ARA","2.07","0.06","2.99%","2.07","2.07","2.07","2.01","1,000.00","2,070.00","0.00","2.65","2.01","2.01","1.92","2.10","2.18","2.0465","2.0814","2.1517","2.26615","2.0525841184","2.0886960103","2.1492837834","2.2226676662","DOWNTREND","SIDEWAYS","SIDEWAYS","50.9996407153","NEUTRAL","-0.0190778284","2.41%","LOW","72.2891566265","0.00","-45.4545454545","79,900","69,333","87,750","162,681.00","141,230.00","179,612.50","White Marubozu","None","None","-9.21%","-1.43%","2.99%","0.00","112,629.9999","36,050.0002","-687,119.9999","-6,853,118.9995","0.00","0.00%","0.00","0","2.3258426966","0"
"AT","4.20","-0.15","-3.45%","4.35","4.14","4.35","4.35","476,000.00","2,014,790.00","-47,830.00","5.80","4.14","4.17","3.92","4.47","4.62","4.3455","4.6164","4.7337","4.8609","4.3681510094","4.5382825131","4.6789304501","4.8045279856","DOWNTREND","DOWNTREND","SIDEWAYS","32.0841867057","NEUTRAL","-0.1017574277","2.07%","LOW","-130.0613496933","39.3137254902","-85.00","206,000","231,533","210,050","887,288.00","1,003,800.6666666667","915,089.00","Black Long Day","None","Three Black Crows","-16.00%","-2.55%","0.00%","-1,035,590.00","-4,748,319.9998","-7,189,719.9997","-7,517,163.9997","-64,004,610.9988","-0.36","21.74%","-11.6666666667","0","0.3958529689","0"
"ATI","13.06","0.06","0.46%","13.06","13.06","13.06","13.00","1,400.00","18,284.00","0.00","14.50","10.58","12.60","11.99","13.08","13.48","12.7440","12.4524","12.0664","11.6965","12.7725911618","12.4944570057","12.1672924726","11.8468192093","UPTREND","SIDEWAYS","SIDEWAYS","58.330875394","NEUTRAL","0.1230592721","1.71%","LOW","134.8080133556","94.4444444444","-4.7619047619","159,100","122,880","125,780","2,015,579.00","1,554,921.7333333333","1,587,116.90","White Marubozu","Bullish Harami","None","10.49%","3.65%","3.65%","11,197,990.00","10,717,646.0002","10,133,098.0004","11,891,896.0003","53,909,328.0001","1.34","7.20%","9.7462686567","0","1.8577524893","0"
"ATN","0.69","0.02","2.99%","0.67","0.66","0.71","0.67","38,105,000.00","26,295,740.00","0.00","0.76","0.30","0.64","0.58","0.70","0.73","0.6455","0.6318","0.56845","0.46555","0.6528437769","0.6255424911","0.5757811063","0.5062826194","UPTREND","SIDEWAYS","UPTREND","60.9647647596","NEUTRAL","0.0115959537","4.84%","NEUTRAL","104.1666666667","50.8796296296","-46.6666666667","17,750,400","34,951,000","27,030,950","11,784,798.00","24,348,840.6666666667","18,752,670.50","None","Bullish Engulfing","None","68.29%","2.99%","6.15%","0.00","0.00","0.00","0.00","0.00","0.00","0.00%","0.00","0","1.6829268293","0"
"ATNB","0.70","0.02","2.94%","0.67","0.67","0.71","0.68","5,740,000.00","3,986,730.00","-239,430.0001","0.76","0.30","0.64","0.61","0.73","0.73","0.66","0.6470","0.5927","0.480125","0.6643360944","0.6406712806","0.5927284515","0.5218213649","UPTREND","SIDEWAYS","UPTREND","60.44288176","NEUTRAL","0.0091155619","4.52%","NEUTRAL","106.4257028112","53.3333333333","-40.00","2,865,200","6,117,200","5,003,250","1,918,047.00","4,282,643.3333333333","3,466,618.00","White Long Day","None","None","52.17%","2.94%","7.69%","-294,520.0001","9,162,829.9999","19,590,639.9999","38,833,799.00","50,676,268.9995","0.00","0.00%","0.00","0","0.00","0"
"AUB","58.95","0.95","1.64%","57.65","57.65","58.95","58.00","24,750.00","1,444,587.50","1,314,025.00","60.00","48.35","57.82","54.20","59.00","60.00","58.8325","59.1420","59.3490","59.4795","58.8502329408","59.0487425141","59.0826363699","58.0418284664","SIDEWAYS","SIDEWAYS","SIDEWAYS","50.5533126391","NEUTRAL","-0.1036655673","1.64%","LOW","-26.2820512821","80.00","-2.8571428571","23,729","26,402","27,248","1,396,319.05","1,549,120.40","1,597,861.6750","White Marubozu","Bullish Engulfing","None","-1.42%","-0.08%","0.00%","5,557,162.00","14,772,552.50","23,741,620.00","32,760,702.00","323,909,353.4998","6.07","24.90%","9.7116968699","0","1.0429936306","0"
"BC","1.55","0.00","0.00%","1.55","1.55","1.55","1.55","3,000.00","4,650.00","0.00","2.30","1.41","1.44","1.39","1.73","1.80","1.6055","1.6784","1.7538","1.85335","1.5915679478","1.6613113192","1.7359919527","1.8455029988","DOWNTREND","DOWNTREND","DOWNTREND","44.5347240433","NEUTRAL","-0.0459715508","4.56%","NEUTRAL","-55.4522924411","37.984496124","-67.4418604651","64,700","61,733","47,800","101,395.00","97,990.00","76,060.00","White Marubozu","Bullish Harami","None","-10.40%","-4.32%","0.00%","0.00","0.00","0.00","0.00","0.00","0.03","111.11%","51.6666666667","0","0.2574750831","0"
"BCB","1.70","0.10","6.25%","1.58","1.58","1.70","1.60","5,000.00","8,140.00","3,400.00","2.27","1.58","1.59","1.0667","1.71","1.96","1.6810","1.7104","1.7739","1.88175","1.6748733633","1.7100844132","1.7707987907","1.889684372","DOWNTREND","SIDEWAYS","SIDEWAYS","51.2755378454","NEUTRAL","-0.0166754072","3.62%","NEUTRAL","-20.202020202","0.00","-45.4545454545","31,100","25,333","53,200","50,625.00","41,630.6666666667","92,299.50","White Marubozu","None","None","-2.86%","6.25%","6.25%","-73,500.00","-131,550.00","-14,660.00","-1,262,910.00","-18,310,405.9998","0.00","0.00%","0.00","0","0.00","0"
"BCOR","5.38","0.38","7.60%","5.39","4.98","5.39","5.00","1,800.00","9,613.00","4,851.00","7.50","4.51","4.90","4.66","5.40","6.30","5.2110","5.1546","5.1076","5.2753","5.2280773899","5.1651038261","5.1692669577","5.2310025447","UPTREND","SIDEWAYS","SIDEWAYS","53.3977080103","NEUTRAL","0.0540046857","5.18%","HIGH","25.0515495645","74.8633879781","-4.9180327869","6,120","6,493","5,530","31,517.60","33,572.8666666667","28,447.35","Hanging Man","None","None","10.47%","-0.37%","7.60%","4,851.00","4,851.00","4,237.00","41,521.00","-344,976.9998","0.22","83.33%","24.4545454545","0","2.9081081081","0"
"BDO","132.30","0.80","0.61%","132.90","130.00","132.90","131.50","934,570.00","122,819,432.00","-23,330,661.00","167.70","118.80","130.70","125.40","137.45","149.50","130.7750","138.0760","146.8820","141.3080","132.2700540752","137.0703120175","140.774209134","139.0648009974","SIDEWAYS","DOWNTREND","DOWNTREND","48.1530093521","NEUTRAL","-2.4837583704","2.86%","LOW","23.1313131313","66.6666666667","-42.8571428571","2,194,298","2,219,336","2,732,482","286,466,924.70","289,835,881.5333333333","358,320,377.05","Hanging Man","None","None","-19.33%","0.46%","-0.53%","72,295,268.00","-488,825,022.0001","-845,793,580.0001","-3,240,215,777.0001","-5,368,778,082.20","6.36","2.58%","20.8018867925","0","1.9684570748","0"
"BEL","3.45","0.00","0.00%","3.46","3.44","3.46","3.45","131,000.00","452,540.00","193,760.00","4.35","3.20","3.43","3.25","3.46","3.68","3.3920","3.5674","3.6830","3.71015","3.4371104698","3.5259273188","3.6155403307","3.662671502","UPTREND","DOWNTREND","SIDEWAYS","48.658913877","NEUTRAL","-0.0476441866","1.82%","LOW","83.8174273859","89.7530864198","-13.3333333333","170,100","315,800","416,000","582,627.00","1,064,412.6666666667","1,407,096.25","Spinning Top","None","None","-11.08%","2.68%","-0.29%","1,207,970.00","1,456,540.00","-7,189,149.9997","-448,869.9997","-99,444,749.9993","0.29","0.00%","11.8965517241","0","1.3269230769","0"
"BH","1,703.00","0.00","0.00%","1,703.00","1,703.00","1,703.00","1,703.00","5.00","8,515.00","0.00","2,990.00","1,001.00","1,650.00","1,400.00","1,751.50","2,945.00","1,876.25","1,456.48","1,156.9650","0.00","1,737.0987226422","1,513.1839323729","1,184.5197995959","0.00","DOWNTREND","UPTREND","UPTREND","50.3369913761","NEUTRAL","120.6814804082","12.68%","HIGH","-47.4818852772","36.2851851852","-59.60","17","146","133","31,269.00","210,302.6666666667","215,192.1250","White Marubozu","Bullish Harami","Three White Soldiers","14.60%","-10.37%","0.00%","0.00","0.00","12,795.00","49,100.00","0.00","-0.35","-122.15%","-4,865.7142857143","0","8.6446700508","0"
